idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
5,refs/heads/master,2573f72cc068da00ccf9f630162d029d4170e11d,cab201674baca398ed806b4314e8accb9aefcbfb,07a3d957ebfe28e3d7ba55af0de4c521d4e46a97,,103,1,4607,246,False,True,,,True,103,,,,False,False
6,refs/heads/master,9d0a3a3fda3368b87667a53a2322df2cf55dc555,b55720bb62656bfc47ed0639ee20ec1676718e23,2939ad1c2684b071849cfb6a4a5c65d451c1a172,,8,1,56,8,False,True,,,True,8,,,,False,False
7,refs/heads/master,2939ad1c2684b071849cfb6a4a5c65d451c1a172,84e913728c977e7a80db7a842d6ae6a74690c789,ca45631739e87ed03afe6be489c0e76bd96d5670,,7,1,46,6,False,True,,,True,7,,,,False,False
8,refs/heads/master,1690200c4f77d67eafdd6ed0d801063fd1e7ced7,d4bc46ec4f4b1395c9a7461b3484a3faad494eb8,97d65c5ce478ea5ee2b94d4b5bf38cf2e7fc5232,,20,2,580,109,False,True,,,True,20,,,,False,False
9,refs/heads/master,97d65c5ce478ea5ee2b94d4b5bf38cf2e7fc5232,b7901f921f5f6dd78bdd3be35f6f7e1b8e5a4547,b13f2036a8b736470133e211ff1ae9b23abdd314,,7,1,82,7,False,True,,,True,7,,,,False,False
10,refs/heads/master,386acfa75eb073d555394f1596ade973a3daac29,8ca23be70e76b7ff082acddd4f70e3a6836ed58d,b7901f921f5f6dd78bdd3be35f6f7e1b8e5a4547,,13,1,457,85,False,True,,,True,13,,,,False,False
11,refs/heads/master,b7901f921f5f6dd78bdd3be35f6f7e1b8e5a4547,aeabbf25bd9ffaa27e6c6e2ff4892e6126104866,00ff00165d6f31cc8b4fd3957a050d1c132d9c8e,,9,1,179,30,False,True,,,True,9,,,,False,False
12,refs/heads/master,3846babe195f9c490ea01f7254c3902a14dba925,38eafd7b0f7bbade2e662c9c40779b27c3d43cc4,aeabbf25bd9ffaa27e6c6e2ff4892e6126104866,,6,2,314,64,True,True,Tests_failed,ac2bcacd9392d1530c325defd1ef26a1af32e65618eb4040be00c68f76fb9b5a,True,6,False,Tests_failed,f400204b4f32cf7ebbc1120a3711d5d22993971775d65f8af71d8597a7162462,False,False
14,refs/heads/master,0c936b62fce04e2cc87c8ca9f496c09b0205f128,1e13d35dae09e9471335ce261d697438217f2c0a,920cc98b762e05e2a9efe565c1cbbb80a889a8f5,,139,2,28399,387,True,True,Tests_failed,8140ec4ec14a937b4db74d77d1c870fe4520313b34c7909fa5bbb61ab9cc6238,True,139,False,Tests_failed,d7176d172236f54a30ee60f138da5be76da04e13022f2f57630588a4d03b5637,False,False
16,refs/heads/master,b0e73fa9c80f254475d5ba387d127750fc3a4957,1dfbc0b78550ba5aae48896d199f0804ac78294e,c677dfe66bb261727d9af53c6377104615946ce4,,139,97,28353,380,True,True,Tests_failed,7220c7b673f20b74a676c4b557385a036f016da3e5859b43ea2a7280d79ef941,True,139,False,Tests_failed,49f5a75e472ce690808181321c301358f5e8a2bad39accea5a13ed319158a69e,False,False
