idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
8,refs/remotes/origin/pull/1,9054d6dff4032b41ba55d23678931497ff2af75a,5c19ff9fed515e83b86f15acb8d095b2f5e0cf5e,14664d548c67775a219b9a863e67e51242bd5bac,,2,10,False,True,True,"{'base_left': 'cache/diff_analyzer/logs/bitletorg/weupnp/5c19ff9fed515e83b86f15acb8d095b2f5e0cf5e_14664d548c67775a219b9a863e67e51242bd5bac_base_left.log', 'base_right': 'cache/diff_analyzer/logs/bitletorg/weupnp/5c19ff9fed515e83b86f15acb8d095b2f5e0cf5e_14664d548c67775a219b9a863e67e51242bd5bac_base_right.log', 'left_right': 'cache/diff_analyzer/logs/bitletorg/weupnp/5c19ff9fed515e83b86f15acb8d095b2f5e0cf5e_14664d548c67775a219b9a863e67e51242bd5bac_left_right.log'}",True,95af82aeff9e93273063969eda2cdecdc511fdac464c2fb0ec247afe4db70666,Tests_passed,e7e462d1ff0dd4d1ea6665e84491d4ec1e7d574a1d6de93cea91575b36300290,Tests_passed,True,True,Merge_failed,8b8e612cd1c77b7a884578e23fdba65fa5736e5f7a3b7383ef34cdaa993bdf57,Tests_passed,95af82aeff9e93273063969eda2cdecdc511fdac464c2fb0ec247afe4db70666,Merge_failed,8b8e612cd1c77b7a884578e23fdba65fa5736e5f7a3b7383ef34cdaa993bdf57,Tests_passed,95af82aeff9e93273063969eda2cdecdc511fdac464c2fb0ec247afe4db70666,Merge_failed,8b8e612cd1c77b7a884578e23fdba65fa5736e5f7a3b7383ef34cdaa993bdf57,Merge_failed,8b8e612cd1c77b7a884578e23fdba65fa5736e5f7a3b7383ef34cdaa993bdf57,Merge_failed,8b8e612cd1c77b7a884578e23fdba65fa5736e5f7a3b7383ef34cdaa993bdf57,Merge_failed,544a0c9f608e0d7469bd8da87993d4b7819aad0fda90a230850b1979916fda72,Merge_failed,32e26cecc1193edcc7c2cd34320a07abb16bd2a1415c684edfda19e2f0d6c5ec,Tests_passed,4918974135d9a644a27d2eff7bc05adec0bd0101f7cb3787ecac038702480939,Tests_failed,28b55b08566201dd36e78904b866d12057c8ce64f5d5a064b37c1c9325f22d49,Merge_failed,ca88b0975ddb59b8a97335c5a3584f3da07ed90e7f75b39e7c0cf7f4b9ba0c72,Tests_passed,95af82aeff9e93273063969eda2cdecdc511fdac464c2fb0ec247afe4db70666,Merge_failed,ca88b0975ddb59b8a97335c5a3584f3da07ed90e7f75b39e7c0cf7f4b9ba0c72,Merge_failed,ca88b0975ddb59b8a97335c5a3584f3da07ed90e7f75b39e7c0cf7f4b9ba0c72,Merge_failed,ca88b0975ddb59b8a97335c5a3584f3da07ed90e7f75b39e7c0cf7f4b9ba0c72
