idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
1,refs/heads/master,4b96da30f234ff8d7333fe6484bbc21d258cec69,f9ccf680d645fefcdcae21b74af1a7e71acf96c4,3f3d9020c233702001137bcef3fedfb860ff454c,,3,59,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/weaondara/BungeePerms/f9ccf680d645fefcdcae21b74af1a7e71acf96c4_3f3d9020c233702001137bcef3fedfb860ff454c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/f9ccf680d645fefcdcae21b74af1a7e71acf96c4_3f3d9020c233702001137bcef3fedfb860ff454c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/f9ccf680d645fefcdcae21b74af1a7e71acf96c4_3f3d9020c233702001137bcef3fedfb860ff454c_left_right.log'}",False,,,,,,False
4,refs/heads/master,0d35b38c4fa2dfdb92b1a703020cea2a297d3f09,095cc916e9af6de7e91553e92379ce28b5dea91e,6cc0e2fc936522e8c6436ae833ead547bc92465a,,3,17,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/weaondara/BungeePerms/095cc916e9af6de7e91553e92379ce28b5dea91e_6cc0e2fc936522e8c6436ae833ead547bc92465a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/095cc916e9af6de7e91553e92379ce28b5dea91e_6cc0e2fc936522e8c6436ae833ead547bc92465a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/095cc916e9af6de7e91553e92379ce28b5dea91e_6cc0e2fc936522e8c6436ae833ead547bc92465a_left_right.log'}",False,,,,,,False
5,refs/heads/master,88749862a29c4fec26cd73fddef7c20cf8ef2744,635b1a61e7b5a8978c6b75b7ff42e353b311c028,2debd25313aa372ed8556780bf188fa6d2b15115,,3,3,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/weaondara/BungeePerms/635b1a61e7b5a8978c6b75b7ff42e353b311c028_2debd25313aa372ed8556780bf188fa6d2b15115_base_left.log', 'base_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/635b1a61e7b5a8978c6b75b7ff42e353b311c028_2debd25313aa372ed8556780bf188fa6d2b15115_base_right.log', 'left_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/635b1a61e7b5a8978c6b75b7ff42e353b311c028_2debd25313aa372ed8556780bf188fa6d2b15115_left_right.log'}",False,,,,,,False
6,refs/heads/master,f9facfec16575b06b33e6d6d18be3c9a0cd6f6ee,932f7149d401d305603fa22a048e020a2f37a7cc,7db7bd9992a83e5c1ae60576342040c72f298a80,,121,17444,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/weaondara/BungeePerms/932f7149d401d305603fa22a048e020a2f37a7cc_7db7bd9992a83e5c1ae60576342040c72f298a80_base_left.log', 'base_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/932f7149d401d305603fa22a048e020a2f37a7cc_7db7bd9992a83e5c1ae60576342040c72f298a80_base_right.log', 'left_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/932f7149d401d305603fa22a048e020a2f37a7cc_7db7bd9992a83e5c1ae60576342040c72f298a80_left_right.log'}",False,f237cdcbb597123d36f55e4fcfa09c3fdc1f203e0151baf1e0140823442e47be,Tests_failed,1e6a6a24f848eb51f42f5c7091b6837c6ae42c5aa628aaff650558c06923c7ea,Tests_failed,False,False
7,refs/heads/master,c3f2c09ad5076eae33d599010de3a3a8e08cbcb6,41cd5dbd1b96b197dd6b2dfad81e6b159f998c53,b071325323e53a73552a0e4ab3aec7342470140b,,112,13070,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/weaondara/BungeePerms/41cd5dbd1b96b197dd6b2dfad81e6b159f998c53_b071325323e53a73552a0e4ab3aec7342470140b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/41cd5dbd1b96b197dd6b2dfad81e6b159f998c53_b071325323e53a73552a0e4ab3aec7342470140b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/41cd5dbd1b96b197dd6b2dfad81e6b159f998c53_b071325323e53a73552a0e4ab3aec7342470140b_left_right.log'}",False,,,,,,False
8,refs/heads/master,ec779cab3446ba3b9daf3799f78482d00d3ce78d,baff13adb007407a869960916c6b86706a88e9db,7e5381c913c807072f1ad056d2be4c72f41ac529,,14,1571,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/weaondara/BungeePerms/baff13adb007407a869960916c6b86706a88e9db_7e5381c913c807072f1ad056d2be4c72f41ac529_base_left.log', 'base_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/baff13adb007407a869960916c6b86706a88e9db_7e5381c913c807072f1ad056d2be4c72f41ac529_base_right.log', 'left_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/baff13adb007407a869960916c6b86706a88e9db_7e5381c913c807072f1ad056d2be4c72f41ac529_left_right.log'}",False,9e783802ac058345deddf7adf9cd21512073790307eb12a9f18456267e0cd57f,Tests_failed,de7f524a63b957fc1241a6b129b3a7fb82e4f7fd86acb87cdeaec8550abe84ce,Tests_failed,False,False
10,refs/heads/master,516d0bfc3071b9e12d503d8b018e795b8662181b,810236b04c59fcf7bad17b3e58345980e948803b,abf6bff91aac69f2632836475812bb5b3d774f37,,5,16,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/weaondara/BungeePerms/810236b04c59fcf7bad17b3e58345980e948803b_abf6bff91aac69f2632836475812bb5b3d774f37_base_left.log', 'base_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/810236b04c59fcf7bad17b3e58345980e948803b_abf6bff91aac69f2632836475812bb5b3d774f37_base_right.log', 'left_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/810236b04c59fcf7bad17b3e58345980e948803b_abf6bff91aac69f2632836475812bb5b3d774f37_left_right.log'}",False,,,,,,False
12,refs/heads/master,355afb783c23c2d51a1aea494db93541e53cbe6a,dd14fc96103516833ab2acec56e48eeacf5724b9,f0a0564bc427536319df46b275c96ac3bad6b896,,105,9220,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/weaondara/BungeePerms/dd14fc96103516833ab2acec56e48eeacf5724b9_f0a0564bc427536319df46b275c96ac3bad6b896_base_left.log', 'base_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/dd14fc96103516833ab2acec56e48eeacf5724b9_f0a0564bc427536319df46b275c96ac3bad6b896_base_right.log', 'left_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/dd14fc96103516833ab2acec56e48eeacf5724b9_f0a0564bc427536319df46b275c96ac3bad6b896_left_right.log'}",False,48709fdef1dc215fc6ceb89a91a81495848238eeef9d374f2744b0adb111c7b2,Tests_failed,1691a83808282a7fbd8e4b79cdf18963874d5b188635dd6a5577cb7ba836a30c,Tests_failed,False,False
13,refs/heads/master,dd14fc96103516833ab2acec56e48eeacf5724b9,40c7ff3b367dd382893de20e682126fac35fb3be,6127647f5df3e387f8888bb17a5c0ad83c4403a7,,4,778,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/weaondara/BungeePerms/40c7ff3b367dd382893de20e682126fac35fb3be_6127647f5df3e387f8888bb17a5c0ad83c4403a7_base_left.log', 'base_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/40c7ff3b367dd382893de20e682126fac35fb3be_6127647f5df3e387f8888bb17a5c0ad83c4403a7_base_right.log', 'left_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/40c7ff3b367dd382893de20e682126fac35fb3be_6127647f5df3e387f8888bb17a5c0ad83c4403a7_left_right.log'}",False,,,,,,False
14,refs/heads/master,8743bd1465d3baacebe622fe78458325eacd6c26,d927d693a9d22e637c18a09fbc84b24ae8475830,a11ab4a3fb921d445fe69229a38018b6c3572d69,,3,71,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/weaondara/BungeePerms/d927d693a9d22e637c18a09fbc84b24ae8475830_a11ab4a3fb921d445fe69229a38018b6c3572d69_base_left.log', 'base_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/d927d693a9d22e637c18a09fbc84b24ae8475830_a11ab4a3fb921d445fe69229a38018b6c3572d69_base_right.log', 'left_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/d927d693a9d22e637c18a09fbc84b24ae8475830_a11ab4a3fb921d445fe69229a38018b6c3572d69_left_right.log'}",False,,,,,,False
15,refs/heads/master,a11ab4a3fb921d445fe69229a38018b6c3572d69,10e522488c745a9cc66a2af2019db5b2bc3fda96,58ddbff6f96a3b73939557e73f734b3dc07f0b06,,9,101,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/weaondara/BungeePerms/10e522488c745a9cc66a2af2019db5b2bc3fda96_58ddbff6f96a3b73939557e73f734b3dc07f0b06_base_left.log', 'base_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/10e522488c745a9cc66a2af2019db5b2bc3fda96_58ddbff6f96a3b73939557e73f734b3dc07f0b06_base_right.log', 'left_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/10e522488c745a9cc66a2af2019db5b2bc3fda96_58ddbff6f96a3b73939557e73f734b3dc07f0b06_left_right.log'}",False,,,,,,False
16,refs/heads/master,69c1a5764e8f33da096946d1f33979ff5367dcf1,6e7dc2fe36ea91fa95e60754c50a424ea68f5277,ff7e52292161c06c5568b4842fa576b7848ee37b,,13,458,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/weaondara/BungeePerms/6e7dc2fe36ea91fa95e60754c50a424ea68f5277_ff7e52292161c06c5568b4842fa576b7848ee37b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/6e7dc2fe36ea91fa95e60754c50a424ea68f5277_ff7e52292161c06c5568b4842fa576b7848ee37b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/6e7dc2fe36ea91fa95e60754c50a424ea68f5277_ff7e52292161c06c5568b4842fa576b7848ee37b_left_right.log'}",False,,,,,,False
17,refs/heads/master,4d8e0cdf5c5ab75575309271ed9f0aeac044b901,dd5306ed1c89ffb54b3f7d576455a36c6f92306a,c52f49c74521d46df4d33069c5306494c2b3a1eb,,26,450,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/weaondara/BungeePerms/dd5306ed1c89ffb54b3f7d576455a36c6f92306a_c52f49c74521d46df4d33069c5306494c2b3a1eb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/dd5306ed1c89ffb54b3f7d576455a36c6f92306a_c52f49c74521d46df4d33069c5306494c2b3a1eb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/weaondara/BungeePerms/dd5306ed1c89ffb54b3f7d576455a36c6f92306a_c52f49c74521d46df4d33069c5306494c2b3a1eb_left_right.log'}",False,,,,,,False
