idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
2,refs/heads/master,58c5231c8e54e6a3ca2bfdf7a7810ba703f8d160,a0fc7a60a792e74ad2a66e3882d82099645f47b2,68dd9fb59adcffaab8cfe96c733acd495a39e9db,,False,False,True,2,8,False,,,,,,False
4,refs/heads/master,b95ef68b7b7d233b4cbb48207fa1191ac662f2a4,d256425699ce5ddd35feb2c60f85c345d4279904,5817aa875a4215dca97fef2649262b7d771d039f,,False,False,True,4,11,False,,,,,,False
5,refs/heads/master,d256425699ce5ddd35feb2c60f85c345d4279904,b5ce684f104b3d655f4e5ab72a5c5b116adaf2bd,54b70f1a3726e77d3eb55f6e7543bc2ff2afa744,,False,False,True,4,9,False,,,,,,False
6,refs/heads/master,b5ce684f104b3d655f4e5ab72a5c5b116adaf2bd,2c9aa6b1a5a25d0cf2e53e52da5fe799c68410c3,4770dc9edfcd26c4b94647c094fcaf5c28a9ff82,,False,False,True,3,7,False,,,,,,False
8,refs/heads/master,1418f0ef4e3caed71330fc71f938087a817f229d,65062e0f6bfaf21426e730c024c20d8caaae61ac,69f074caaa19ee7753725ca727b1d506ae19d9c2,,False,False,True,3,8,False,,,,,,False
10,refs/heads/master,cb8af307668a11d079e11a1d6c47960df3bf6aed,2d8836bd870e730308e3c9849aa7f32759a17b9e,9a34ff25f94f60d8f55eee6883a5013a9bf221c8,,False,True,True,15,100,False,,,,,,False
11,refs/heads/master,2d8836bd870e730308e3c9849aa7f32759a17b9e,b5783433e86ccee9295894819ab9530c77f0f0e3,c757d2a729e358d8fb686a076b8f779b2ed00071,,False,True,True,14,100,False,,,,,,False
12,refs/heads/master,b5783433e86ccee9295894819ab9530c77f0f0e3,535aa53e51539c3ef960b6b9eb45a9b3fad7d55f,7ff547912fe5baa0e21361a54047076468e06023,,False,True,True,21,153,False,,,,,,False
14,refs/heads/master,a30062868b2322ae9d8756b650a278899bdcaf9d,a912f00e4dde612e83ab8cef7b500a352fe5e192,0db220006e16613290a27e1be49ab2928acb37ee,,False,True,True,9,52,False,,,,,,False
16,refs/heads/master,3f79618b4eced393fdd0e6a191a390210834394d,45df423a5101fe5781e6e5546b480547ce61ee69,4d7e197bcb3399eb43c2b68b5c6df217f2a1a3c4,,False,False,True,3,3,False,,,,,,False
