idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,eaee56c3d9f7a25b41467ccc4936da32d852052b,d08f219cc3aae86d70149aaac1d775caa5437284,8cd1589114e12833b093b5c517c683f877a4f2a5,,False,False,,,True,3,22,,,,False,False
2,refs/heads/master,d08f219cc3aae86d70149aaac1d775caa5437284,9d4eb2caee75e0914e50d611c33ed709d11e2923,7189ab3de4ebbda65ad3e0dcc0c57e5db15ac7ec,,False,False,,,True,3,20,,,,False,False
3,refs/heads/master,9d4eb2caee75e0914e50d611c33ed709d11e2923,18b13198466216b6ad9ac577f1f3ef78e233452e,792ae4e63845b99b8b1d121b81a5d5a5e8558be3,,True,False,Tests_passed,062155a0025a6c794e457b5a17c520169db88438833b440027576ffc77eb9914,True,12,90,True,Tests_passed,24053664700b3f360bfdbcc4409a51a1909f605806378b7b1ec324990be781a1,True,True
4,refs/heads/master,18b13198466216b6ad9ac577f1f3ef78e233452e,e6302646214aacc1cbf816c300761435775d06f8,4c4911b1f0fc36069250446321e152aa92f8aa68,,False,False,,,True,3,7,,,,False,False
5,refs/heads/master,e6302646214aacc1cbf816c300761435775d06f8,fe0be2aa1ed29370478d615661564278ddc861ac,19e039df980beb7c475ef3d989371143e0da9f26,,False,False,,,True,3,5,,,,False,False
7,refs/heads/master,0d31ec1434fbd2d8ac4f263fdbffec39c4dc2bc9,23f1b2867b282700045b21f96866d0c0c874208f,ee09750730c436aa96fda34f6ea9d755f57b93a1,,False,False,,,True,3,4,,,,False,False
8,refs/heads/master,23f1b2867b282700045b21f96866d0c0c874208f,eb56712f506e93bfc7949218610ffe9959ddbe0e,132d12add9c2c5aeeb09b9efc770478ae28ad63f,,False,False,,,True,3,2,,,,False,False
10,refs/heads/master,703d20e456c57e5e91b54615f74bd7bbed86bd05,ca870ec7ee465a2ffb8c454e35d954a35782eb50,7381258614536a32771ec1fc6b024b9f5a1e6238,,False,False,,,True,3,2,,,,False,False
13,refs/heads/master,792ae4e63845b99b8b1d121b81a5d5a5e8558be3,7835651b39ed5314ba81876bcca56ccbe3a54e4b,b476c9b21cc83f74a82be0a38a5a8c7027d029b8,,True,False,Tests_passed,24053664700b3f360bfdbcc4409a51a1909f605806378b7b1ec324990be781a1,True,2,16,True,Tests_passed,5666db336d92e799610b6b542fbe09fa0ff854f7012ce2e2bd4e9ea07761c229,True,True
15,refs/heads/master,79da835dfc48c8ae8d3e3e66ea71fa0dd36a39c1,7de39debc28c1beedd37836642528acb7510ffdf,d31ca78a96757511525e16f4ddc68301d9a1a17c,,False,False,,,True,3,34,,,,False,False
19,refs/heads/master,3c4ea794385681d801b62ecdef6ad94ec6c27b53,47ac5b15f096b94d638384a5f10e4f66bc805b16,a63840a3fd9ea5a5fa0288c7a0cf5b38a5bb7603,,True,True,Tests_failed,b5bc9d244be5a5c8018c77d39e135764815f087b0025e00b581270fff407a47c,True,12,378,False,Tests_failed,dcac4e3ae4be0191bb241295fa74ef9409b9e69656be04fc75216f5137baad9f,False,False
20,refs/heads/master,47ac5b15f096b94d638384a5f10e4f66bc805b16,3d0cef5fa0da386c47914dc41e25066757e2f973,62ecc6e16a9cfe6932c0b37e0b389c9d785590a8,,False,False,,,True,5,22,,,,False,False
23,refs/heads/master,599f698ea3501523e57d3e4eaec35b90bd414cc5,4a78fa202a0906586b6e1132aacfeac652236fb2,8327c28ec52b77c1ee20c65a69ef01f1e3ef3613,,True,False,Tests_failed,93322bc329e41131303da14e7a54f6dd7a9af06b0c6135c2d8098dc4fd9ebfc3,True,3,19,False,Tests_failed,0adccd38b523c4bbb12f24fb6e9d981930f4425210477ca3f3ab496356f46cf4,False,False
26,refs/heads/master,ce16dfe7c25e4c45e42bda5b2a840c997e1a13ae,82865ed65f423a863a0bf2c0aadfb2d1ebdf74e8,9e806921134db52b4a7f6f9df6bb36153694a1e0,,False,True,,,True,4,184,,,,False,False
27,refs/heads/master,82865ed65f423a863a0bf2c0aadfb2d1ebdf74e8,e568a6276b365e190fe0a3fb36563f5b0c9031f9,d224c3b37f93e37aa173b23ebc995e627d662dc3,,False,False,,,True,3,141,,,,False,False
30,refs/heads/master,73c8a2b0f2838df38b46e9b50f47b0133ffde35c,ebc78ec5e5927203634fea2c597987c9293e9366,10b35e53b2147d49503b203f1487d9c99c2c348c,,True,True,Tests_failed,8dcc4622eeafb7d7e009528c5dc524a378265ac3610ae4ff8f1f4b4938bd0909,True,9,90,False,Tests_failed,16d9677e018c5f188baa7e2083c67642dee74d25d28e73186540429c2f305b3b,False,False
