idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
1,refs/heads/develop,b54f44ada3cc7e4a2bebf8cf2a02813d4a7412bf,3c6fe55ad2914c5f36d0f5943edabf12d4bc7eec,2bdcde216742a9f1d7f991d9d006cc91cc0de079,,False,False,,,,,,False
7,refs/heads/develop,1e14a7c506ae1e497cf69bca0a3467f84c12e864,907fae33ed166206f5c8cf3fbf11371394e3526b,09e3f8a3a068d8f02ca27bac4a9ec75595792ba3,,False,False,,,,,,False
8,refs/heads/develop,698c8f06c2e19e25749162be361e3f53d2a237ff,c7ceb110305a15211d1c535d987cbd21efc4633d,57d2bcf1b8fd2d467e0895a1da2d1afbe2a91079,,False,True,7907419008c95934bcd31597e7b72df603f5348428881a70ddb217860e77bada,Tests_failed,8d961997715d92500315c52196700b1e0487c3e06706987117f404a3eb5e04bc,Tests_failed,False,False
9,refs/heads/develop,c7ceb110305a15211d1c535d987cbd21efc4633d,0cfacbd763f49fe9ffdda67ae33abcb999be2136,c3c303c75b315d22b89dab37176c96afb2742bd7,,False,False,,,,,,False
10,refs/heads/develop,537030a4bb21565551189bf54bd7ff16758b357e,2a5564f75f934749609ea50b2de4824b15125237,babb5b63de9411404fb885d23ded6610a7353bef,,False,False,,,,,,False
11,refs/heads/develop,2a5564f75f934749609ea50b2de4824b15125237,f6da62e31f409d4da45fc5b35746aa4b7b92a758,adae78ba48cbfa919b3705ac2d3cd86631f34255,,False,False,,,,,,False
12,refs/heads/develop,f6da62e31f409d4da45fc5b35746aa4b7b92a758,61c07a27cc986dff38a51348cc4bf7ffa770c4b6,6106efb102ec5908015a36b86721bc08d6412009,,False,False,,,,,,False
15,refs/heads/develop,2173f599a4111f208f3a756f1158d4969e40dabb,8b11d6b0fd8463ca2906112b69c703d15144152c,42cc9643e1adad7ee474b766f965bad02cc98efc,,False,False,,,,,,False
16,refs/heads/develop,8b11d6b0fd8463ca2906112b69c703d15144152c,46d21888c438f52697289953985f86bde8a623c5,a27c9d21932bb3b2d107c7c953f63181e9818a1e,,False,False,,,,,,False
17,refs/heads/develop,61ab6aa8829cc6330474b1f71b8b329d0139495b,ef8114582f22658992ba32181a9d6a2f8a3ef721,de066f82c35e17298548d4afa05afaf6a5e4f7aa,,False,False,,,,,,False
18,refs/heads/develop,79d8ccd5fece9bcfe6f976b901b8401738cbf5d9,9fe7c76f95c69613cea48fa0606e6a038586a4cb,6c24662ed695df92cd94a0ba60d5ce90868cd1ea,,False,False,,,,,,False
19,refs/heads/develop,8c98081532c8bf9ddc897a3ea38863fc56da822a,56980c909ca46874cd7018771cd8bcc303429069,be25b1847d3a8d086aa0a15e408b6c0c7a180c6d,,False,True,a4a98f6ace10e257f925ff314865e4e1c3f62e822f27e6a0b00507f31313a59b,Tests_failed,81c1ca8867e1a4e43aa949af0e0d08338538c0b3b11d8de82293fd7d4baafc61,Tests_failed,False,False
21,refs/heads/develop,fe407ee9b3f10cb8c78188d7abc94e900cb3fd3d,46c895ceb4b55bbcfe1c03b8bcd139b94b5a14ec,bf28692d94f305e54d650aa48bb7f7407e6cc538,,False,False,,,,,,False
24,refs/heads/develop,e1779493268223b7368147094c81e1ec80b816c6,ea24554957732f500c05c80692d00b1ba93ac6a3,942bf1059c48da99c4dbd0a0c57960cfa06a5eb0,,False,True,f936df103a12a0e7080b4857ea0549f4597e0d2cab327c0fd05319cd7aace635,Tests_failed,785f805b62ca6fa39d2ec050bd9165c096a500bb007135cd353a9169d2b57e41,Tests_failed,False,False
26,refs/heads/develop,d36808f4d534a6e74054d64668ce55c07fb68ce9,6b47564e2caa7e9851f22c31b944d191e39d40a3,e6e8db119f0a90e0670e0676067e3596877c673f,,False,False,,,,,,False
28,refs/heads/develop,17b1a6731e9f932879430a535f024390ddcb5f58,063a392f569034b95e91f5fbb179ede03de0c2a9,6f00bfd37d82131e5fd2647ef380d42798accab7,,False,False,,,,,,False
31,refs/heads/develop,bc2ddacadf8dcd4dcf168c22f6cc9f88c0157821,c14c9744b9068a18878c2fee31bc18e98437bdcb,85c17467a0fb970e859c16a48b7d1c6d46fd79f5,,False,False,,,,,,False
