idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
2,refs/heads/master,4f8e602aa9063ed8b8c730ae40c4206d9a6def94,445200d4b1a922a26e030a2f9e8e8f720e98433d,2ed4eff825e3e513086e6364d7e4f78921c4dd16,,False,True,True,7,27,152.0,1,False,7,,,,,,False
3,refs/heads/master,2ed4eff825e3e513086e6364d7e4f78921c4dd16,9abd17776165f46d65248f1d8206f1e676f2c0e6,bbe74323560c12833e18fd34b1e30183600ebb27,,False,False,True,3,2,37.0,1,False,3,,,,,,False
4,refs/heads/master,9abd17776165f46d65248f1d8206f1e676f2c0e6,56c574a87ac8c53a47239c089f08f56910621428,7f13128709d1e383e7c3b0a6ea349e067656f565,,False,True,True,5,7,19.0,1,False,5,,,,,,False
5,refs/heads/master,56c574a87ac8c53a47239c089f08f56910621428,3b597916ac720df58edb9635d4165da87bb5ae81,377b0dfc9ec89a6708b696c51e58fda29705f78d,,False,True,True,4,6,17.0,1,False,4,,,,,,False
8,refs/heads/master,b1bcfcf073737428fadd65d29b8e81a560895bee,7c33238848f90f1f1404c3d9e875e636776b8914,05994c1ad06bd718f598d24a74c9e3e2b1b5e5bc,,False,False,True,16,20,601.0,2,False,16,,,,,,False
10,refs/heads/master,c646f3106946da9e7b068709ab552752977038d2,7c2540a2bda591a7324917fe1b8fd274e42b114d,9ca2ad5db0345588333714d11d9dd08c2decde52,,False,True,True,6,15,73.0,1,False,6,,,,,,False
11,refs/heads/master,7c2540a2bda591a7324917fe1b8fd274e42b114d,e8ff5287e878a1e250621b70cbc781deb4c728e2,4dcbdb547da2cc4a2cfe2637016d51166a57ba05,,False,True,True,10,24,98.0,2,False,10,,,,,,False
12,refs/heads/master,e8ff5287e878a1e250621b70cbc781deb4c728e2,818e081ebdf0aeaa9613540d84b6eb1a539d640b,3f590ef167ab575ff7b1f18f7ad12e842ac28923,,False,True,True,5,7,21.0,1,False,5,,,,,,False
15,refs/heads/master,ad10752659f25ba6c91958c4f65ed1c218e8fd23,5082f6f64e455cfdbebafa11a589868bc96866eb,4a4205157f26728f1b99f8decc32066c8c3979a6,,False,False,True,4,5,10.0,2,False,4,,,,,,False
16,refs/heads/master,5082f6f64e455cfdbebafa11a589868bc96866eb,4e5d6d82b7b98859adb36dabad7e02f7ed224833,9fd9ec4e302c59e824fc0f7292338206bda13f53,,False,False,True,4,4,8.0,1,False,4,,,,,,False
17,refs/heads/master,4e5d6d82b7b98859adb36dabad7e02f7ed224833,954ee3c32be6cd8d7ea077c35690f2574277cb32,30afc5b6a122b6879a815b122bee69f858afa2b7,,False,False,True,2,2,4.0,2,False,2,,,,,,False
20,refs/heads/master,f19bae1cc3563d7021179d050ac1083476e122e9,e749d263d5b98fbcef9854a0fb0a8f6e5a178ec2,422d20bc542041bee1fd29c053ef977885a3ae14,,False,False,True,2,2,4.0,2,False,2,,,,,,False
22,refs/heads/master,4b92031b61e8d6dae2184dbf0a5954152933086b,156239028e5a8f53b7ea6e9dbd64a0b16679dc77,e1f285e5897157391f3e78c542ef9cd90fe29ff6,,True,True,True,6,29,59.0,5,False,6,Git_checkout_failed,,False,Git_checkout_failed,,False
23,refs/heads/master,e1f285e5897157391f3e78c542ef9cd90fe29ff6,ef5ae223ac27ad24d21733b0639a12d5b85341de,2aaabc2e8c3f14c10fee627715bf7dc49dd9e065,,False,True,True,6,23,158.0,1,False,6,,,,,,False
24,refs/heads/master,2aaabc2e8c3f14c10fee627715bf7dc49dd9e065,5ddb8d36a2cb672d825fca0321601452bd142ebb,2004649e48406f43ea9b25585cc18ba1288084e2,,False,False,True,4,5,130.0,2,False,4,,,,,,False
25,refs/heads/master,5ddb8d36a2cb672d825fca0321601452bd142ebb,a03d32760ca34a833a4e040a60ec6e09bdf4e07b,88237ddcc49a813904b61c039e65bc15ec67bd5a,,False,True,True,33,100,1088.0,1,False,33,,,,,,False
26,refs/heads/master,ffc860a853ba671c7c3ee5c1ca9aa8882802128b,577d5ddd75b5762889784715992847646534060e,2fde5e9abb1e09c5adb91c5ca27654a4ddc13ae1,,False,False,True,2,1,2.0,2,False,2,,,,,,False
29,refs/heads/master,3c622e2024296b4203431bbae3bde290a01dac00,8a6c941a5367691dedd5e39894857f6d22246635,59ea293719ae5976d0ab5f567be307421ebba7ea,,False,True,True,25,50,649.0,1,False,25,,,,,,False
30,refs/heads/master,200124d06134fa8d35c836750971ecc4413fba1a,d55fa05c50a86c4bc246ef7f05057d39f0f34c4c,f6b5d968cf1c4936821fa3b5332c6a14bbca5d30,,False,True,True,15,30,589.0,2,False,15,,,,,,False
31,refs/heads/master,d55fa05c50a86c4bc246ef7f05057d39f0f34c4c,284029e92f8ab4a6ff424e21f14920c9df19d8cc,086f6b3e2f4566a6a1e7fd9c78cac7dd45c4f3b3,,False,True,True,9,17,316.0,1,False,9,,,,,,False
33,refs/heads/master,40aa7bb76590d0d32ac1029e9054d37d6f26fdfa,615542e05da885afe07c39474cd4fc02d3dd1199,cd23bdea336fef4ee347b713cbef09ec75f5ae49,,True,True,True,14,27,395.0,2,True,14,Tests_passed,039f42ec3166b1bc22d3adc959ecd0e83af41af06af760c8600573b42df5e08e,True,Tests_passed,7c70ac6e3a7bd04e65f7ca0551737d1f3fd288f284541d0ea98781020825b0a8,True
36,refs/heads/master,d00a2a2bcf5e073240eae899be9a0b65476b3be6,f094671078becaaf84107cb3859f4a41a66be2af,ace846dda0d26855c6c201bb947e6eec57744589,,True,True,True,34,66,1112.0,2,True,35,Tests_passed,c029f76155c16337018d81a8e503b473277f5547850602f6c51a48f12c5601b7,True,Tests_passed,22f43c28ef1a5c444e0a5e62156b1a8803e36d4be2ecd628ea91ac6e068fe075,True
37,refs/heads/master,f094671078becaaf84107cb3859f4a41a66be2af,c2ceada3b236d6ca319100ffc3da55358700b766,a810132923203cf47f78ea70866af8b30c9b48a8,,True,True,True,69,246,4012.0,6,True,69,Tests_passed,69e998f086dc08b897303b2468f192c681f6419e7c404ec22fa1fc76e7bd02ab,True,Tests_passed,519cb7909a022d29c35745a682337d9d1e90ca54c4415d51c9339acf324771d1,True
38,refs/heads/master,c2ceada3b236d6ca319100ffc3da55358700b766,1f41659eac715a0f86ef4d62b06b18aac1d555c1,5ca8f0374ccc52cffa403bbc541522c4f36b76fd,,False,True,True,71,245,3885.0,1,False,71,,,,,,False
39,refs/heads/master,1f41659eac715a0f86ef4d62b06b18aac1d555c1,6dff964a469a305995dc431c82d7fc5ea7f3e708,514b84bdc144b4c1581ed491886c62688df377fd,,False,True,True,8,17,241.0,1,False,8,,,,,,False
41,refs/heads/master,8b53a7bb7bde4011bbe290f89b050352aeb3ef08,6f82c55cfbccef9ebe7cdcd1c73ae08e11183737,64f31dbd7000b06f32a2dc5490f7b25c10859f5d,,False,True,True,6,89,955.0,1,False,6,,,,,,False
44,refs/heads/master,e60d08f7fa6138d0f02effd71680b8dad6c2a9a9,6b2b354ab839098dc58bb3cf407760b57e597bfd,6987f34e90b0ade4fafb0bd24e090faa732b50b7,,False,True,True,9,14,327.0,1,False,9,,,,,,False
