idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
4,refs/heads/master,033f9d2f092669ff154e1a8d886c41ab854fbaeb,d656ae35b1bb9daf3d2cc0e814c1ce88e4a90127,06e980226d2599e3a81896a5773cd458b33a87a6,,False,True,True,7,0,False,False
