idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
103,refs/heads/master,562660d0b6acafc54d7e4005b339846ec37af130,d28bac503d9e5cc4bcbee133c57615e9bccc0014,723b1d1f931c3031e567b931e87d31bb94bc121e,,False,True,True,15,195,False,,,,,,False
104,refs/heads/master,d28bac503d9e5cc4bcbee133c57615e9bccc0014,06ea1a46b0994035cb46123942aa47bd8514e96a,9e3c55820257818d2d94d50e7aba26a2052e464d,,False,True,True,7,29,False,,,,,,False
106,refs/heads/master,33fb858bfc8eb80b04b4dfe83ec1cadded5aeb47,a3c878c71efb2cf346cdba41099b53dc66497790,0e539114042180299eeaa58107409e2adff94465,,False,True,True,44,1030,False,,,,,,False
114,refs/heads/master,a3c878c71efb2cf346cdba41099b53dc66497790,d03156b1c862b6790e90be3ed0d5d139f3418b58,edb476b54c0bb2f5b8d0707b25d1fcb665d34fc4,,False,True,True,6,163,False,,,,,,False
115,refs/heads/master,4d60cc1fd40e108f53d3e874602b9aa31e4ec6aa,10e40fcb547a3ee7e8aed8dc7df6c4cbd0f99eeb,edb476b54c0bb2f5b8d0707b25d1fcb665d34fc4,,True,True,True,124,6016,False,30f74bb7ff4f29d26b74e9e2cedcbd208e0bf33aaf3eb2ad67cd361ae7d7f84f,Tests_failed,c5cb9a520ba780f90845c71d4164a1489a88724969746003b719c330692791c9,Tests_failed,False,False
117,refs/heads/master,fccf4e7487b8b8b96d64b3cb1617457812e35494,922c7e072d0e3bfa129bf255a3299329ebc69469,916c1112edf9a52ed28f0f3db38b278e01ae404f,,False,True,True,4,120,False,,,,,,False
120,refs/heads/master,177aff291a2fe85f79cf2915ba5cdf5d9e8fd533,b405d87f18f4999493631780f9800cb93a939d00,d92426c0407c4efb02254b9b27548c117c5137d1,,False,True,True,3,56,False,,,,,,False
122,refs/heads/master,1d31d19cb19f900de368d171e3a9a2d41016c7db,2f7323377dea96ed94c5c6a9d1795a7fb31ab4f2,1a26bd67df9dbe0c1d276deef43d9459fc2a46b0,,False,False,True,2,4,False,,,,,,False
124,refs/heads/master,6abfb9d26bfa2218f03b4135ac248d6bfbb6f189,7f4d394258761fd4b83f984eb27284b8d83bee63,aec7f49400d9048dcc8a7fe113bdeceef2291b93,,False,True,True,6,118,False,,,,,,False
130,refs/heads/master,bc1e7298f27f193ee995366e58c24ee6c7a1231b,742db83b294da9c9ca1a93114832c7056dad02d4,a564465bdfe3fd04454957e55e8b8e7b3ba07446,,True,True,True,18,1070,False,769ad0b9c45160617af4f80d60b631c2f1475010c4761d5bbdcf05730eed2d6d,Tests_failed,98db965bacdb1fca163c208a14bfe85e910b75633a8827ba07c2f8a46d0e0d46,Tests_failed,False,False
131,refs/heads/master,742db83b294da9c9ca1a93114832c7056dad02d4,6eccce8d37749f553467c404d1f0ca9d81843e3e,43dd09eba4ce089786ec008583e7b1e4a48be347,,False,True,True,17,1016,False,,,,,,False
133,refs/heads/master,7cdae5f9cac4fcc8c7f063a11d9251902873fb95,b4cd9b8712ed9a5f4f7d17a1d83a74910d890735,d0a685da2fa2ef6cb671aa4956f77aea2d7cb41f,,False,False,True,2,18,False,,,,,,False
139,refs/heads/master,780c36378f3a659d63184698caa8cef474bacab0,0fdcb584622232bf0923017e3a21b098842810c3,58dafa01df7d5dccea758ecdeaf3972c862c3053,,False,False,True,4,10,False,,,,,,False
144,refs/heads/master,f589efe70baa47650bc321e5e240d51d4ae79ba2,b01bdff11fe70e81e85944f4b3c4b1a0074a33e0,d61ed6aa9828e445870a64c44cdf1c4a2dcfdd4d,,True,True,True,15,1549,False,596d2d6761da0953bde8d2160e79ea9c71e9b0c4c7b2c0e96d4eb94390b0a764,Tests_timedout,b7acbd5c021481b9aecba5d963c9d3bf598c1908892c4ed84c8cc5a92f050254,Tests_timedout,False,False
145,refs/heads/master,b01bdff11fe70e81e85944f4b3c4b1a0074a33e0,5afd4107e7cc10053adfbb89f8f7527b36264ada,43aba74b6992aef92da1fcddd144640395effd71,,False,False,True,4,19,False,,,,,,False
146,refs/heads/master,5afd4107e7cc10053adfbb89f8f7527b36264ada,360ef5ad312efb33053fda8b1fde0fa467ce538c,80da6bf98b317566bd562d909e6a9ef581a6a41c,,False,True,True,4,169,False,,,,,,False
147,refs/heads/master,360ef5ad312efb33053fda8b1fde0fa467ce538c,7e3990e377b7e37bf43937cc467464f7f9f398b0,451dbe758259f66cde79b2ad529c1a6250d875b6,,False,False,True,2,3,False,,,,,,False
157,refs/heads/master,67fc4025b795fe3a00ec586bc728eb58dc6e6ee3,baf1228d9ba709ab930451892b85c695fad21865,abda1a850e48882029b6f963197b1bb889e6a85a,,False,True,True,5,25,False,,,,,,False
159,refs/heads/master,337b0f25bf7166cf3a09eea36b9889b5c793af79,40b8d779585cedeab911831187172c613742ef0a,13d24948294bc39cd245ef39cb48b98ab2c4123e,,False,True,True,6,107,False,,,,,,False
161,refs/heads/master,cdf63a90624a4703589a23d310c6fac55ce64be4,d12ccad51c398bdca8c248e87f67e903c75d8469,856e9b33723978acca54f4eb56d07a4f0bd9cfc2,,False,False,True,4,25,False,,,,,,False
167,refs/heads/master,a5f3bddb8079aaa4abf7a17f670a7465a43832ba,b3b6bc0bc0b231489e481b117e45779992d55724,3d5bbabdd669c282ee0df03732c9a146018f5a21,,False,True,True,6,113,False,,,,,,False
170,refs/heads/master,4ab4f158f109236c5af2566257653cfd16fedaad,3c0bb142c7409b901ed0400da8df6c8bc714da40,8e046252d28c474de35f0a2bd05dab107957d6ae,,False,True,True,25,643,False,,,,,,False
171,refs/heads/master,3c0bb142c7409b901ed0400da8df6c8bc714da40,55efebc75a8b9b3559b17fda2aa28dc23788f964,ac36fe92d445cfdb41852bbaa2c16a61401c955d,,False,True,True,9,126,False,,,,,,False
173,refs/heads/master,2d035fd784f5c187187f3df33f750aebb0204922,ec186640bc889f4863e5d2ccf5031fef4cb9f3c5,064d62af8752d3ffcf75b87f07c6890ebf954502,,False,True,True,5,19,False,,,,,,False
174,refs/heads/master,ec186640bc889f4863e5d2ccf5031fef4cb9f3c5,059e14bf0dbafaad411b8fca623e667d04055b64,75a3e9c3ffc782aadab74f3766d0822a1d8f60b1,,False,True,True,4,13,False,,,,,,False
179,refs/heads/master,ca7ef881d9f8385913eae599d9df9baf3cc2f3de,a1aff32eeeea8ab7d24eedaeeb4ac27f54a5d2e8,1f961ff49f1e6700f62c28207053d4b8f9988ed3,,False,True,True,6,160,False,,,,,,False
180,refs/heads/master,a1aff32eeeea8ab7d24eedaeeb4ac27f54a5d2e8,b0f3673e87d6289853e7c72aa855d83c9990dd2a,731ef9348ae14b0df163a87828154b5e167f4a89,,False,True,True,6,149,False,,,,,,False
183,refs/heads/master,f1b1f412ac3001e7649630d5fcaaaca9646a69de,61b11a0cb37e8ea1fcc381d3fa5dad1741c4aee0,e30f12f4bff8e3acce8f59b853ee80f36e8386ee,,False,True,True,3,201,False,,,,,,False
188,refs/heads/master,6f78de44932a78d839ee913dfe2083ddc23b3668,2292313a2b6f792f5e8c53aca8892a22c4a89f92,e4a4d0acc04f0be6b2367675f79aa9e30d911d80,,False,False,True,3,65,False,,,,,,False
191,refs/heads/master,f63025a87b2b6ee6db20397d772a27df42c99f5b,7a858e04211e826f2ddceee6bbd6a3b06ca365ed,738cc7f33b88d362c5ff4bc51150a368bcb6902a,,True,True,True,24,278,False,cf924c19529a26adb6adab9f8bc79b687acf36f3bcac1599acb540676086acaf,Tests_failed,a3222ce5173fd0f31bfb0f72ec901bdc69aa924fe5912741c7b5a11343749818,Tests_failed,False,False
192,refs/heads/master,7a858e04211e826f2ddceee6bbd6a3b06ca365ed,e7173c5608292be5abbac226309ee109326663d8,cc1ce50709a9e1ae9a2d70b866227f79d3db1446,,True,True,True,24,231,False,c397a4984ea5d1db05a4f750f2ef47e67d5dc58fe895eee1b282913fc52500b9,Tests_failed,79ebc72bfbe575391d2e789fe157fe84f3c9d48e6c7731c0ccf46f27717851ff,Tests_failed,False,False
194,refs/heads/master,be813e5aa668851cfb137a71db4b2d3912c798f8,913c10ce70e1a501067954ef7ba573613b6cbdd7,c8158e35b3b94d0da8b0ea730d9dbb5345e93220,,False,False,True,2,41,False,,,,,,False
197,refs/heads/master,29b8e121ba3b280a3b1a2222d094ef7acd6b678a,9dd9d8a1c12d799f37e84194359a505c599c2a39,ed086865d894f620ff852d4fa6f8c0296057840f,,False,True,True,22,641,False,,,,,,False
198,refs/heads/master,9dd9d8a1c12d799f37e84194359a505c599c2a39,9e2edfe1e358ce13ae99143fbebf28d9db07cab7,aca96145ad626cc9e5055c2c4e7f6d0a617fe527,,True,True,True,12,240,False,4eeaaccc77234ab934c4f23cc43b131c77e4e8130f46e68e8f5ea664a4090f53,Tests_failed,784c1bd588111d63cd9741ddbf33d200cf29566209465a8a69d58a0aaca0c416,Tests_failed,False,False
201,refs/heads/master,174c232a8b7e01db75d28ce75799bd5f8094917a,e7af4f6f88f0968a55ede429d093a133c41c5dda,80aed61d9339b5735fd6e6d2f47538e61f50d961,,True,True,True,30,1493,False,4ba7b596dc3c181b638cf293807f92d12fa3d5d0a7092226a58b138ac0b98c7f,Tests_failed,a1c766538476b96ff278dda8b94a3eae35362184e1331ba0a2e7e1d0e4ba509e,Tests_failed,False,False
202,refs/heads/master,e7af4f6f88f0968a55ede429d093a133c41c5dda,98dd2eb6904ef5bc4e72399b35a352d0b7e1076c,d34da3c7b4a6d952a8de1c58da0f2b30b8fc2c63,,False,True,True,13,1303,False,,,,,,False
203,refs/heads/master,98dd2eb6904ef5bc4e72399b35a352d0b7e1076c,60c56e7bb0034cc57b0153f4218464bb7c81d5c0,21652e908ac6e2cb5fb1bac975f6d65b17aba14e,,False,True,True,16,168,False,,,,,,False
204,refs/heads/master,60c56e7bb0034cc57b0153f4218464bb7c81d5c0,061fa4ffdf5a8f20941410735a9ff8ede703e2ca,432efe25eb9765251b6588a1443e0b6d2c2aaa7f,,False,True,True,15,148,False,,,,,,False
208,refs/heads/master,6731e26d9b67102e15c82fa4011362ef6715539d,11abdfb2501a3b95c23fc22375dbc8cb26bf5850,755f78c11f640011a7c4a472b0798ad7d3204668,,False,True,True,29,543,False,,,,,,False
209,refs/heads/master,11abdfb2501a3b95c23fc22375dbc8cb26bf5850,122609d249ce40c4d59dedf121f71f7c080f7bff,22331822fb5a717c10bccea4a54b51e12114b4a5,,False,True,True,29,332,False,,,,,,False
211,refs/heads/master,29f4517eba12b561dc7a862bef5ffae360a4220b,624054d4241bdeb6f967d758769378dc7ef8a65c,767c5f605c3a54afe23ba4ca8776f8930a85c7ee,,True,True,True,19,456,False,2225cda3797e3d738588d7227103d9c3160c77bc95776a5a9fe5acf6a4a88c35,Tests_failed,dfc02f7d4f832ec97104abbf77abc153952a08b6331d1ecbb68d62c761f71531,Tests_failed,False,False
215,refs/heads/master,77f51596d9a82e9424dd1963fe465cefc76996bd,05bb78ab04e5884bcd22b31f2b216e9e9b25f5d0,cdcd6b83a98d1cf7a64d7d80d1a55df56f100c27,,False,True,True,7,237,False,,,,,,False
220,refs/heads/master,07550c230cfa9e89521e3ec441387b8befbecad5,2ffb75402542e97031e97b870db266f210adef7e,9c5ed1e553a3974ddc5a706a265930b53b2f1733,,False,True,True,10,825,False,,,,,,False
223,refs/heads/master,4ac3d0eeb7d7a2143b9e68f1a9e02d4abfb12c62,1c2c894317afe1f27eaa13c1506d70d3cafb1397,73b9fcf226269f024bc80a6f1f96646c4ae0a0ef,,False,True,True,88,6185,False,,,,,,False
224,refs/heads/master,1c2c894317afe1f27eaa13c1506d70d3cafb1397,5ab12f223cf0596250023bb621cbb81fbbf4400f,e8013a3de56439bfb088ff86f88a8b9f56e3c309,,False,True,True,72,5293,False,,,,,,False
