idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_git_hires_merge,plumelib_git_hires_merge_merge_fingerprint,plumelib_intellimerge,plumelib_intellimerge_merge_fingerprint,plumelib_recursive_histogram,plumelib_recursive_histogram_merge_fingerprint,plumelib_recursive_ignorespace,plumelib_recursive_ignorespace_merge_fingerprint,plumelib_recursive_minimal,plumelib_recursive_minimal_merge_fingerprint,plumelib_recursive_myers,plumelib_recursive_myers_merge_fingerprint,plumelib_recursive_patience,plumelib_recursive_patience_merge_fingerprint,plumelib_resolve,plumelib_resolve_merge_fingerprint,plumelib_spork,plumelib_spork_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,adjacent,adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
11,refs/remotes/origin/pull/14,4f86b711a6e540041abc183eabc4592e211cfcf8,b1a2e5cb5c94b95c6604d080ac3471fb15305b4a,b660bb89c629f2ece0737128ea94e140ec06fbc0,,True,False,Tests_passed,a71352f49d3419dab667d2e40e17c40a532d28f2e06bdd32bb17e824ef6caa3e,True,4,7,21,2,True,Tests_passed,184660a7f31b1e22fad3e93100deff29b2ed6a5a730cd29fbdd3eaf9c3875e26,True,4,True,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,77b3ec749f0c6dd0f3ae89d39dcdb4640557a9705560732706c56e37523a42ff,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,77b3ec749f0c6dd0f3ae89d39dcdb4640557a9705560732706c56e37523a42ff,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,503fbd25632e4349c460c227357d6bda54d69308aca7932934c595b8f63e83f4,Tests_failed,27200d30760a0b6929e7755315524627147a4e1c0b8eaaa560ce7e774c981cd0,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,77b3ec749f0c6dd0f3ae89d39dcdb4640557a9705560732706c56e37523a42ff,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,503fbd25632e4349c460c227357d6bda54d69308aca7932934c595b8f63e83f4,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,77b3ec749f0c6dd0f3ae89d39dcdb4640557a9705560732706c56e37523a42ff,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71,Tests_passed,d9e2bc26b2154e32877c0434d0d6b0d6a5537f2ae289481705e5cb8d63bc1a71
