idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
3,refs/heads/main,19e9153e9837dff4bef8922a48f620394a0bc93e,3bfefc86c13fddb5aac3d8aa0ae4d17a6ea606d7,aa61c711571d2e319bfcd60672b5bf132d3e9e67,,False,5b78d385014184fac3bcfac1bd74dbc26aad7cfd5616181a14e1ec435c364cd7,0a9a10c5f576d5a89650704773ae5d414e68d9c72fda453cf47b1526e0124842,291,True,Tests_failed,0.0,Tests_failed,0.0,False,False
4,refs/heads/main,aa61c711571d2e319bfcd60672b5bf132d3e9e67,852bc8fc31b7f2d54dd10e26e987f6e6d70c8502,4a3c7678cc4661b6684970185effd5d477741d75,,False,be067ae24e60e42372a1bab827f4ba433a8b098a5f32eac9ddd5f0630c36f66b,9e4c7c6baa3f230b202f72e36d5369d1e53210c8c6a03eab0b3bad6a0cd2fa41,652,True,Tests_failed,0.0,Tests_passed,0.0492740720449253,False,False
5,refs/heads/main,852bc8fc31b7f2d54dd10e26e987f6e6d70c8502,952c2117b911aa5d769a7efb68a1a6dca1667567,ccee8a2deebc2875666d01bf3d1d5bcbe1514141,,False,0e12c55e0af96194cffa70c485014f26c7b70b3296a41dc5fb80452dd5e1fbf2,be067ae24e60e42372a1bab827f4ba433a8b098a5f32eac9ddd5f0630c36f66b,108,True,Tests_failed,0.0,Tests_failed,0.0,False,False
8,refs/heads/main,ab9ec6437877b7e0c3527628780b5a8f7b1eb35c,cdcf62d8e71f7675fe0d934a7cd491908650d229,1a80db15d873f64138c73a830ec5bed4f6d6f728,,False,,,5,False,,,,,,False
9,refs/heads/main,1a80db15d873f64138c73a830ec5bed4f6d6f728,b9e438d6e04669ee2a1ccbbf1108fd6a2b371024,5050b184d09afb89b424d4ec4cc13467a879313f,,False,,,226,False,,,,,,False
12,refs/heads/main,8cd8ab82a87a81b51fcfa83031cfeccfc8708e94,3d13705a059e84328c4b1d74da6ca23a540287d4,89d5cdbb1e867f8f0fea31f6c2d357dc33dd2740,,False,a3fc269ee84feed8afe8b5a37a1f029bfd6fbf700ffc5f3119f30bb7e3cfd548,3169daa0b1af6ebd2fbd93f5e70c243acf9e694f41adff88c736e6506fdbc6b2,180,True,Tests_failed,0.0,Tests_failed,0.0,False,False
14,refs/heads/main,899cd814a1523df781395d7a93cb4ae1a254ebae,258ea7d3e3fca1f2139bac2477a200e9d633f11c,1299afd6a142da273d1c57b53d011d0c006e405e,,False,d900c04684639852d550c33dbd740f66e73e9a692994dfcace0fbb2fa263e7c2,7eced4914db06654567dbcaadbed7d55dc55c36f75cc129076bba224a0ed69e9,63,True,Tests_failed,0.0,Tests_failed,0.0,False,False
17,refs/heads/main,eb358d1413b87737766f979eefee3024f7be6d0a,f5b2ba01fd970c2eaa6b52ea4016dab5f0da25e7,fdc005a14f5fc28fb28779aa9c7ed56964843b14,,False,d4d5e91b694cb64eb1ca495dee089e6da727f01f8f446f1c3bffdb63a57e16b7,a3af1155cd154af72a5174b46214329de65f5b1dc024a45ef4e0acfeac0c92e6,35,True,Tests_failed,0.0,Tests_passed,0.0,False,False
18,refs/heads/main,c3fddc17f01db1c23631a623ed7bc50506a04e22,4ed8d22b8228a49b273c1aafe5e3adbcb171603d,16effa100ba163a9888e076a67b8c2e8cef3c472,,True,554d749aa1c0b06eca8fc517d76b372a2039cd54b4d58f5f18c3ee669a9c842d,6e1f22a75e1039cbf9301eefc6d36481f90a91d7b6ed4ccb2dcde0af75b5e43e,14,True,Tests_passed,0.0492774467502225,Tests_passed,0.0500496388346855,True,True
21,refs/heads/main,d93e66520aaa9e05a9ffd861a16f9d0528a9b1ea,f04387f44a2670d1c725c14f8a5eb16fd90fafcf,d44c4ca3cf82d65ae5a8f3a0f6e37f27e8145809,,False,,,16,False,,,,,,False
26,refs/heads/main,589fd0b34c60d3f1ea2ec291f0011b65df78d38e,07af041cab96d790028c519a111d33410917b893,53c5d6872600ef23d65e4f53907ad253b5ca110b,,True,c50c6e180ec6e0db6067b23ccec2bbdfbfe9e06787e72bcd1cfd5f4c204a8709,5c60ebf380b0a12b299c917200a084abfd0bde2c2c197a1376502874912b066a,64,True,Tests_passed,0.0469132086828937,Tests_passed,0.0455631909172393,True,True
31,refs/heads/main,bcf9f0c3ce8d139c3a6b3e190cd0c5bc12825d9b,7ac65a5f80090b7e18e9280be5ddb3a183d8da66,62e9792b8e0662b6b3d4b08041f27254b2f6f7ab,,True,eff8bfb0e304f7f33f71395e9a0f6b81f1567c71b33876f740f0f5a77c38f044,98244a666355b27f7065c3ceca6f9f9d2f83643d0167acf22ec2a04199b2ce83,387,True,Tests_passed,0.0461823825566869,Tests_passed,0.0470483970406905,True,True
32,refs/heads/main,7ac65a5f80090b7e18e9280be5ddb3a183d8da66,29a68d4ec812c2a6ca35b52f22f43c3ea4b67c39,8b883513acbe998713abbd743921ca455dc69445,,True,ca603698c7f3f52f447d99d19e990cf7bbe01e9921a343c4f9bd25040ce9c5a7,026bd25b9aa9406dee80143389a5178491827a84f4e277a99f8395b334ceb8bf,325,True,Tests_passed,0.0462068704313903,Tests_passed,0.0466236098903198,True,True
39,refs/heads/main,8df50a652865b03e2f32451d0e0ebf77287948ad,1d6a10250adfe981f1ac5db3bed488f4885d647d,e2ca82f2d4284c0349514b6d98a953ff076b09c7,,False,,,1515,False,,,,,,False
40,refs/heads/main,da1fc8063609adc73d1696d6f02af6f0ba605019,6deecb17076b467639e0cfee8f71757a2d5c6de6,ee0035fc73762912540d2b9f1311daa5664b801b,,False,59845e932ee22dbcfcbf2dc3f0e7035a49e288742ecade8446a90dd5a00446e7,c9dcc80235073abc67fda61f75ff4c1b59f01898f921ec97e32c898c7da99a80,222,True,Tests_failed,0.0,Tests_failed,0.0,False,False
41,refs/heads/main,6d77f5cc4466eca4c794fcd0018f162b9903b461,b64bf33dd4a6a921633165306141d6ac4a49c7fd,f943824b6344295019e4d41c3576fdaa222cb48d,two initial commits,False,,,2,False,,,,,,False
43,refs/heads/main,54186d910f1c137847296ab9c55ee1264599083c,8e5de4b3e3022d22d9a9f827bce3bed39c7cdf24,7282afcf4d5bbad985e0e114bb1c63932bcdd49b,,False,e5e1898f892c028b5ba56fbbdff9ed6d7f8d36eb0a3feb33b31455bf489ff637,9b95281d0047b680361f145e0d5e9046458f636afe588eb84a236f1a5ec3f99f,101,True,Tests_failed,0.0,Tests_failed,0.0,False,False
