idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
2,refs/heads/master,85127f4c5b94cc63493a78baf3bcb0f703a4bca5,9863d87774e76990b823efb0c6dbef3132084438,71bbc8afc3cd487cf847377e54251c8416cc1e49,,True,True,True,52,177,True,Tests_passed,a5049851dccb1faab38ce136e46912bfad21b98691e4d74f903a71f5985a9e33,True,Tests_passed,4aa0e05f3da13b5a1f192fbccec0b9d0f53fc6b7d359ef49feea494f51bb7689,True
4,refs/heads/master,65ac53817a2fc3409fe51eff8bdbb45babd80cca,952677a8b3215bc7eeb3213ab8e38e2caae3f622,c919d717c247b8ad91972f056b824776610ab4de,,False,True,True,9,42,False,,,,,,False
5,refs/heads/master,952677a8b3215bc7eeb3213ab8e38e2caae3f622,de1adb3c0e60b77d5e8735606f66a0777c09fcb0,fcac92adc0363f85b273b38d10c79f0d9e85d54d,,False,True,True,6,42,False,,,,,,False
7,refs/heads/master,065ba4541d4abf6e0288fa728b04c0ffb297d67f,01441017cf52e99b3ea12a98405abd049caa4fcc,d7113a0a403d52de57d45c20c3027ae0afd235e9,,False,False,True,3,115,False,,,,,,False
10,refs/heads/master,2d65c0962dce39eb3bc6753ffa0ffcb71d61b6a0,5f4cd363266ff96713c66b14b64e81cf4f3cb435,7f2a4f229ca47c4e67e39911d91741c55faa3254,,False,True,True,3,12,False,,,,,,False
13,refs/heads/master,a1045d856e3247ef32e67cd017cbe832aa7d387d,c49e5671d44fa6726bf1b7fe6a0f85f28cccc735,d64461f37cab652b9fbf7ee5a948684eb8f55fb2,,False,True,True,31,134,False,,,,,,False
15,refs/heads/master,a816592daf3a5978929961cdbf2fb34821de7d54,db6cacffabd7c2932831a52f54a3783e891a1367,c26deb946071aba806066452a37bf0ff03d77c16,,False,True,True,22,144,False,,,,,,False
16,refs/heads/master,db6cacffabd7c2932831a52f54a3783e891a1367,5af14f002079d700e3a41f3f095b8c92c4bfe11e,4d99d57040a72b1e0194381e6e9dd7db9986b212,,False,True,True,25,50,False,,,,,,False
17,refs/heads/master,5af14f002079d700e3a41f3f095b8c92c4bfe11e,5f371382a6ae005858f97fcacda673d938fe0033,c76419f652a379372677c69521e9e80cf0078396,,False,True,True,15,26,False,,,,,,False
18,refs/heads/master,481bc9b566bc47bae5a9f6e52ebbf759a928a5c2,58a43385c001cf5da76ac3ba445e327e75e863ba,343365a0e5c9fe2b584e6bf96e2e1f37b943d98e,,False,False,True,5,0,False,,,,,,False
