idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_git_hires_merge,plumelib_git_hires_merge_merge_fingerprint,plumelib_intellimerge,plumelib_intellimerge_merge_fingerprint,plumelib_recursive_histogram,plumelib_recursive_histogram_merge_fingerprint,plumelib_recursive_ignorespace,plumelib_recursive_ignorespace_merge_fingerprint,plumelib_recursive_minimal,plumelib_recursive_minimal_merge_fingerprint,plumelib_recursive_myers,plumelib_recursive_myers_merge_fingerprint,plumelib_recursive_patience,plumelib_recursive_patience_merge_fingerprint,plumelib_resolve,plumelib_resolve_merge_fingerprint,plumelib_spork,plumelib_spork_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,adjacent,adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,plumelib_git_hires_merge_run_time,plumelib_intellimerge_run_time,plumelib_recursive_histogram_run_time,plumelib_recursive_ignorespace_run_time,plumelib_recursive_minimal_run_time,plumelib_recursive_myers_run_time,plumelib_recursive_patience_run_time,plumelib_resolve_run_time,plumelib_spork_run_time,plumelib_ort_run_time,plumelib_ort_ignorespace_run_time,adjacent_run_time,plumelib_ort_imports_run_time,plumelib_ort_version_number_run_time
3,refs/remotes/origin/pull/20,28644bdc78775695857aec787d220e81399454e6,4332168d74101944750e404a65f01664532e1b2f,82d5baf8774ce22e2301d5c856cecd9aa7348553,,True,True,True,10,37,271,2,True,10,Tests_passed,1d380689633a029030220c020d6280aa62adedd1cba5035502ac3ecb62ba0730,True,Tests_passed,ea373092ad708087253cb44417aa7b84052b06f4e89078ad3b80c7124716bc98,True,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,29d0be610578a63837ea4a5e3df8692f1fbcf0959656816f9d1eabd1b2ca185c,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,29d0be610578a63837ea4a5e3df8692f1fbcf0959656816f9d1eabd1b2ca185c,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,Tests_passed,57420deb41151483d463eb40fa46ba8cd03b8b337fb8c544063b70370e70433a,0.012056589126586914,0.011953353881835938,0.013063192367553711,0.013822555541992188,0.013204336166381836,0.013319253921508789,0.0135955810546875,0.04078555107116699,0.07064104080200195,0.9391317367553711,0.3903229236602783,0.07416367530822754,0.13347673416137695,0.044062137603759766,0.04593777656555176,0.04560494422912598,0.04597210884094238,0.0425872802734375,0.07792067527770996,0.8954708576202393,0.045257568359375,0.04378151893615723,0.032216787338256836,0.043787479400634766,0.0333254337310791
