idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_git_hires_merge,plumelib_git_hires_merge_merge_fingerprint,plumelib_intellimerge,plumelib_intellimerge_merge_fingerprint,plumelib_recursive_histogram,plumelib_recursive_histogram_merge_fingerprint,plumelib_recursive_ignorespace,plumelib_recursive_ignorespace_merge_fingerprint,plumelib_recursive_minimal,plumelib_recursive_minimal_merge_fingerprint,plumelib_recursive_myers,plumelib_recursive_myers_merge_fingerprint,plumelib_recursive_patience,plumelib_recursive_patience_merge_fingerprint,plumelib_resolve,plumelib_resolve_merge_fingerprint,plumelib_spork,plumelib_spork_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,plumelib_git_hires_merge_run_time,plumelib_intellimerge_run_time,plumelib_recursive_histogram_run_time,plumelib_recursive_ignorespace_run_time,plumelib_recursive_minimal_run_time,plumelib_recursive_myers_run_time,plumelib_recursive_patience_run_time,plumelib_resolve_run_time,plumelib_spork_run_time,plumelib_ort_run_time,plumelib_ort_ignorespace_run_time,plumelib_ort_adjacent_run_time,plumelib_ort_imports_run_time,plumelib_ort_version_number_run_time
16,refs/remotes/origin/pull/24,41f878d01c4d9c8015295cdb67599294ec53d75c,1b66691a6f4f32cc2efb2748087d357277877aeb,3f3ac96ec64bd26c14dc3111f343f87054621fe2,,True,True,Tests_passed,e575dfbb7d65d89c1209175e6f85c6cb8d1a1409dcb4559dde26d4038e774788,True,34,56,1363,5,True,Tests_passed,c3af472c3d1db1511e290e0ceabaee839e53cf4c361839e20b5333c6d2630bcb,True,34,True,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,021a0ee7aba501164086d79dfa960105811f554911aece30c4ad1243ff77a71a,Merge_failed,571f90c8d10d267c5fc3046eee9deee0d5e55f6534f4bae265be019385300e7c,Tests_passed,bf4b6ed9a30631e4b96cd92872282b45e8b285de681571178362c61e6bce932e,Merge_failed,22d5ac28a0ce649b0ba23e633d0ea4c74e03f973ef9b10da4dd90686fb677b7c,Merge_failed,571f90c8d10d267c5fc3046eee9deee0d5e55f6534f4bae265be019385300e7c,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,78dc20a174730218be8c97c2beec1a0fce6510517cf99ea671b8c31f8ce1def9,Tests_passed,b98f6847d9a84a5deeed0b34071e3c4bd389be0709bc81985ac5fe349bfceca3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Tests_passed,f69d5bd581689fef186529cec1a01b34b951e90fdb6fb6acdd979a3cbd5e1ada,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,Merge_failed,6f3e7f99db70e54a3effc0caac5a1bfac1cafa853ec8753048e81d8ab4318fc3,0.04148530960083008,0.05640101432800293,0.044133663177490234,0.037175893783569336,0.05477643013000488,0.040110111236572266,0.044371843338012695,0.36508679389953613,0.27416110038757324,1.3286709785461426,0.3603942394256592,0.7255358695983887,0.696279764175415,0.6137361526489258,0.6168973445892334,0.6291885375976562,0.6088895797729492,0.6309967041015625,0.7101840972900391,1.9874663352966309,0.6115131378173828,0.6097931861877441,0.10223698616027832,0.6093673706054688,0.09199810028076172
