idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
1,refs/heads/develop,5ba11e423cb376778f04e5ef1f7ce12df273efbf,3ecc0782b88f256d186e12cdf84ddd2855fa024a,0004f706f3cc25a783863b76ec514aba02e1c8ca,,False,False,False,0,Error,0,5,False,5,False
4,refs/heads/develop,28631674f7055b25fedebb0f3875a55fe77a5121,cce22b21376bce5b6885164eb0c47b7b5182376f,cc5aa9c6f840b88f4ba87bfd9cb4176c03ac2d68,,False,False,False,0,Error,0,5,False,5,False
7,refs/heads/develop,a465a84227d5089d221242f0e71c8c93a2d873e5,1a50c93ff13821a053d5eb1976c04dd7db2b0696,0bf9a0dca0744473d69ca84689561f88b61ef895,,False,False,False,0,Error,0,5,False,5,False
8,refs/heads/develop,3b4a1e2abc99b9b31c1afc9c0e6cf3a2ee0df840,9f72c6c6c8a67d3e45b61946a3772b0616672a18,156b894e015c064c77f45c176fa13d348350f75a,,False,False,False,0,Error,0,5,False,5,False
11,refs/heads/develop,12a5c06617df686acbd8e1caabe5ba31375a325e,f7fd79e46b893a08f90030bf014e137c70891775,e7555e817186e0bd4f753a60198dca3630b6bbd5,,False,False,False,0,Error,0,5,False,5,False
12,refs/heads/develop,d36c4970894a9ce776cfdfa959c31cf465efdefc,96591f6dc7fb1e973ca67f4f2b4e2ef7525218f9,0cc1d3e8a6ca3744e968ff25a3461689328c321e,,False,False,False,0,Error,0,5,False,5,False
14,refs/heads/develop,6973d71a3dda956b3ad47960b2709f3600574428,c89bac1eb21f7c09ae48d2ad8d273489637d5839,a15254df06902ede023560a0e956623a2f147665,,False,False,True,2,2,6,5,False,5,False
16,refs/heads/develop,f9e0c78a03c7e7f00c9d72ca331e4be29f8c01db,b75da5995da4558e46c1c926af44f52dcf3d70d0,2ce2ff0c09ec78315370ce18bcc2ec1c2cadf05e,,False,False,False,0,Error,0,5,False,5,False
18,refs/heads/develop,2b522da5f1e735a1bdf5ed0009bb7a0d1d174f7e,e2566c959b8fc1ab271353e48fb480ccaeb2de9b,0bbc158a823a1cf7d09556c23ce7a2c899a0cb35,,False,False,False,0,Error,0,5,False,5,False
20,refs/heads/develop,36f23b62ca3aa4ee21cadfb2817ac2bced86c698,7f13ca7a24cf2b9a0a10ac4c7fcbd371f1cdce72,0edb8251a0d92a0668403cc208db6b8390118299,,False,False,False,0,Error,0,5,False,5,False
22,refs/heads/develop,72dd8994cf407ec485186c67b13d449e7dcfb292,2dd3a9559e081f6c6b25fcd36d7feca5b2b09250,c9577d544deabe9c42146d6e96ffe7d71a99c75c,,False,False,False,0,Error,0,3,False,3,False
25,refs/heads/develop,01719974ab412f4c76df647af652ab6253a92cbe,fd9eeb3d4488eb9397af66dcec36852541806626,57ff099eb08d41420b33c2fad531004976ddb1d9,,False,True,True,5,9,198,2,False,6,False
27,refs/heads/develop,2afd4de3393f89226f250f6e723b7a449b93a5bb,0abf50f6b92b6d4d8c84555458bde41551db2a79,0464b0de07e7efdd0b39732fa0efd76b800c8eff,,False,False,False,0,Error,0,2,False,2,False
28,refs/heads/develop,76309fdfc2bfbbefb223ae384bbd2421ab705140,8daa828906e5ba1215b5810a3d437a1fd2fef0c0,6c105a0cb09c9ba89932a09c23e2a641920f9494,,False,True,True,20,269,2184,0,False,20,False
29,refs/heads/develop,3708e1d92108d4bdf1e962eb566c6288b556d6f0,0682f82adadc4ca2a56a13ce8cbe29923f53d69a,76309fdfc2bfbbefb223ae384bbd2421ab705140,,False,False,False,0,Error,0,2,False,2,False
31,refs/heads/develop,4d5c0c5cbea4ffc9d6a616f3f1d73ce6991cac46,0674808247719aefdab646dfe1dda8d5f40f3d68,fc1e2e66d9b81d1d9d7f3b7a36dd3f2be80acb45,,False,False,True,2,1,1,2,False,3,False
33,refs/heads/develop,ebdbf234fc6015a98a45adefde3e547b769d20df,08adcdd45695b4933e2ecc797bb31c1eb906869c,76c68e9ebafaa8a3c0cc08439a5144502f6db2d5,,False,True,True,26,271,2190,0,False,26,False
34,refs/heads/develop,08adcdd45695b4933e2ecc797bb31c1eb906869c,df00b7876692218c50c311762f0e37e6e00ea6a5,4756cddd35d437aa67268217bb09224e9c0dc43c,,False,True,True,8,15,611,0,False,8,False
36,refs/heads/develop,fbb04697c44e608baeebb53738b90ba313f6b078,42a3172d0044b1536c0cabb04cad91e579eaa467,af22fe861a08272f0f0df4685c60a3ea09f69504,,False,True,True,9,10,587,4,False,9,False
38,refs/heads/develop,f4e7103471c681b46deca7256fb0f00d043df397,0bab021dfd1b5338571266e99333e9f6f77d4f48,67decbe0b895cb3c9f1d118f0b2919bcf2be7315,,False,True,True,9,12,598,2,False,9,False
40,refs/heads/develop,67a99e6cc943fd5b706fd6f54d6b0053ce0c58ca,39261739791967a882dcfa2ecbfdba95646886b3,362f0e1053d847023e9370c1bdfb2b0bed840183,,False,True,True,3,4,17,2,False,3,False
42,refs/heads/develop,e378a17febf9397980e824e1ce47e67f5acb9c76,688a02220fa37d903a63edab29795e7a3279f5b6,05b5659cfd2e5035fd4015cff6c142787651d8c9,,False,True,True,8,19,398,0,False,8,False
