idx,branch_name,merge,left,right,notes,test merge,diff contains java file,sampled for testing
1,refs/heads/develop,0fb3071e6b9e25229482d910db61f075b651192d,1e3a5656fbf16ea95df73035a6e747b5e0293a3e,c4fd42f2685176026ecc7e78cd5f0896e742b9fe,,False,False,False
5,refs/heads/develop,deb48debf1ec823563d30b910457f762fc651e5a,17918121b59310f7625dfa167ec2bed26fa8212c,09b19bb44fb19041e393725697f0a4391cc693c6,,False,False,False
6,refs/heads/develop,0ad107afbd1594528f6853199fa675c6225df9d9,cba8d42fbd6562776bbcfba581b7a4bb59fad67e,d8ff3193073c04f879fd6c265757257cfe78508f,,False,False,False
8,refs/heads/develop,faeb81ecc4eb33898cede457e80f9cf142151b6e,f9784f6adf4caf6647800a1ee466bfc69b57786d,11222c590e040ac23ca0855333e864cc27bf356e,,False,False,False
10,refs/heads/develop,cd86d55cdcf8d8a7b1cb293dfff6735bc1f74895,4ff4598b917d8de4dc528b7bd35bbac28d98d4d2,e913591eae18f64f53bab2f9e698743dbd88f055,,False,False,False
13,refs/heads/develop,6b22c0380a5144d72ea0cccb66230d4839dd3ba5,25dba5f76291b78e63701aa013e324c41e77bca7,1142358072abcbecd6925e23e8c279c450b4e791,,False,False,False
14,refs/heads/develop,5368b38ceec66d7f0e5da5c059f047f21c4e91a9,57ed01efd5902e1c7a8aa396f25b5c457f353f29,fef28a32a1e4dcf32f02d424a4de4410080e421b,,False,False,False
17,refs/heads/develop,7ff7176de787ea8bb90b71d7b288ceec8d2c2de8,9fecf3ecf03bc91fe04f866b7f573ef4f8343193,67c29251d3e32561a5e0f5745f45c34d9479b9ea,,False,False,False
19,refs/heads/develop,93fb8eb61d0a1c23478bd69d5da9cbad6ab3057f,f0cd0aa77234fe88fb22a51656d6792f2506f5d9,396f591451e2d59ef13042209cd0ffeffbe3ae38,,False,False,False
20,refs/heads/develop,51f3da9ce6b3f8027941aded1f5a005dc2181024,796a72ffa51f5c0af75fc799e67d43f2b333d3b9,4c72a52693ea7857f6f0731cbecffbd23937e57e,,False,False,False
21,refs/heads/develop,4c72a52693ea7857f6f0731cbecffbd23937e57e,b2dbd730b11d200d0093b766264f6d0db4f07f18,0d6e6ecb8c812c218a0a614645bb4f275fefa14f,,False,False,False
23,refs/heads/develop,d6b2eecc0fe56b2b4c1041d60b183ceae3f6a2ce,ffbcb65183227d107b503dbf0e4f1d611fddb63d,0d328bb021f21ec4876f875e9b548e97877cb641,,False,False,False
25,refs/heads/develop,d6753b2240da01b642ff16d13bbd217eef34b776,23c06f8e4716406807ee5c9da6618395c60168cf,f16299f49ba9318b624ca4fa5f9efabb0c7053df,,False,False,False
26,refs/heads/develop,ccf52ab103f7f32cc3ae61d748259d7b661d9dbe,60eb2ba3f4ba772a1bc6b6595967c5275bd4d5db,3ae1d8c7695749a31469420b03f0488452835633,,False,False,False
32,refs/heads/develop,60eb2ba3f4ba772a1bc6b6595967c5275bd4d5db,1c061269863d11691714cd9989daca40af3ad290,f884e66f8c8048da3ddfa4475b01db0ea83afc79,,False,False,False
