idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing
18,refs/remotes/origin/pull/79,db92c42dd890921c3f05b3a5ad70436b6d77f9b4,f7fe702fc889653584011e04580f2a17acfe3384,d2c0cce5c11891c086a3d055ec84e96d5b9cb559,,True,True,Tests_passed,d1cb7d86dc008c515bc6d50dad932d23ba24e7b120494ac95899a207fd332ce4,True,162,2577,11090,5,True,Tests_passed,a5fa43b88ad30c2a5aa421ca7c3bf481a28d6397e415a3fea44e55f0fe02d386,True,162,True
19,refs/remotes/origin/pull/79,f7fe702fc889653584011e04580f2a17acfe3384,b0f0933d8ac0e2fa2d83232ab303a027a0d74a90,41bab375953d5cc9a000e892ca5e643fd5cab569,,True,True,Git_checkout_failed,,True,16,81,649,4,False,Git_checkout_failed,,False,16,False
