idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
2,refs/heads/master,d8c9370bcbb13777034b5b8c3535fb5ce3f765b8,ff3cbca7e2f4dcbee8daf9a701064329b32311ce,86c17c320ee63582be2d00216fdd34eeceda3133,,203,1,69905,280,False,True,True,203,False,,,,,,False
3,refs/heads/master,66fc1c803eb104d93d4b2301847c77f3f4a28731,2099afc78b27ca06ca2c859704910d12e0004f7a,a75c837a4132fed2db0fbf79984b21fb241c7463,,679,31,69397,286,True,True,True,667,False,Tests_failed,ccd9f9e0b81b659ec7052c94c81d95a2c2afc19dd17b48261d090505775f8f92,False,Tests_passed,7202fc9057c883b8554631c253a177e3e48316b7eec81d5f8ec64b9d056eebf5,False
4,refs/heads/master,ced91b19c8ecdf95f0dc0d1ca45180e945ade21f,27b9ef00752516a74c77963c2d585c4989fd3b2b,6ec45d32aad9076b5a7c50b4749db189142ef53b,,3,1,6,2,False,False,True,3,False,,,,,,False
5,refs/heads/master,27b9ef00752516a74c77963c2d585c4989fd3b2b,04c721fa35df29f641058db2181fb81761df6525,96c8904daf3b40f6c82f324192ed80981cd31dde,,3,1,6,2,False,False,True,3,False,,,,,,False
6,refs/heads/master,04c721fa35df29f641058db2181fb81761df6525,2d1990d3b1642b2838d166d50c8050ea3979927a,f76b45b36bfc457ab2a3c2994af4a60e26dffeb7,,7,1,178,10,False,False,True,7,False,,,,,,False
7,refs/heads/master,2d1990d3b1642b2838d166d50c8050ea3979927a,21f6a7614b4b0cf99fe2b3366c29e0773f57989f,6751ee4f1e94f9348c0c06511802a949cd60daea,,302,1,871,307,False,False,True,302,False,,,,,,False
8,refs/heads/master,21f6a7614b4b0cf99fe2b3366c29e0773f57989f,842795348680b66601d249f866c9cdab1abcc5cf,97f2e5ede67c47f3296e17204538d2e9db6f235a,,41,1,966,122,False,True,True,41,False,,,,,,False
10,refs/heads/master,8507da6644e6aebd757632916846ec57ad0bc91f,6fe13290640bb0f216874b976aa04a2d80b78786,5039f5e500eae6770897ba94ec54a7cb2ce36c23,,24,1,484,87,False,True,True,24,False,,,,,,False
15,refs/heads/master,39d606cefcb9e6cb7115288ac3ef30a236caf1c9,59d118e23c78e3f1c2e64be72dac783a73115657,72e65fb9984d4d2c08890e1ac022c33c633ce28c,,3,1,16,7,False,False,True,3,False,,,,,,False
16,refs/heads/master,72e65fb9984d4d2c08890e1ac022c33c633ce28c,10c70e7fc297e682524b145e2095a1257bd78dd6,747e2f0ccd84f70d03cc2aba79873c780b30c80a,,8,1,167,14,False,True,True,8,False,,,,,,False
17,refs/heads/master,4913cdb22dec4297859f90481d085beb85120bd9,d113f6be1f769b2a572aea2813bc964e90dff910,3c4b250995447988923c041d10d4f30163504871,,6,1,16,5,False,False,True,6,False,,,,,,False
19,refs/heads/master,5f4cec522d3609153a0a06e623e632ce62189da2,c8375942a785e779351124a699f88cce1c387ca7,452574a1a75022e718cc932f75e1ce966ab32897,,121,1,8996,125,False,True,True,120,False,,,,,,False
20,refs/heads/master,4841441b513ed8c4d090ab6b69f901771f839a8e,b42eadd6427aedd12d2a0b22e013c92a94659c32,bddb939696f2b14b139733e86ca34ee088859988,,13,1,173,29,False,True,True,13,False,,,,,,False
21,refs/heads/master,bffeefcdda5e418c69f27ebbd7a637b254ef17ad,97416dc702bb4adc66d11d6de45b9f452e74de50,4260563b8b226b6dd20bac8a4f4d0a199c320ef1,,4,0,622,3,False,True,True,4,False,,,,,,False
