idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
1,refs/heads/master,32486470c55c2a6b332600c7c693c47c9a91e7d5,3c1f47480aa985b1082bcc745d32f4651a507f00,b8d8fc639b766319a36039a4823d6d90767254ba,,199,2,1190,203,True,True,True,199,True,Tests_passed,f3ad7992197e97651fa975e95f4937615305d406301f7634661f014bb637f613,True,Tests_passed,eff388f4e1cd024d8b49700d9e4b226bce4d04e54da8d397de0b20af92f9ab79,True
2,refs/heads/master,d5a5bdcf9fb254d7867919fb3c5bc8db56e4381c,719143a05f93f9715f808c87047700dd17f0097a,367bbe4e552bd8a1bf1685b7a48f06748e8c9de1,,8,1,167,33,False,True,True,8,False,,,,,,False
3,refs/heads/master,f9c40263038cb104b17d52793b5fe983827a5162,5ca27ca7a1b5e9d3a193093ae4ac5fe9c10e0147,367bbe4e552bd8a1bf1685b7a48f06748e8c9de1,,152,1,8966,662,False,True,True,152,False,,,,,,False
4,refs/heads/master,0e966ad0dd8fda828abf5b30666efd48c7ab245c,30ebe33ad147d994275639e6643d626f7844e88b,619659fcdcd5df0bdf261ace67e154b0a361db56,,2,2,0,Error,False,False,False,0,False,,,,,,False
6,refs/heads/master,43ecb3931e9fe8fdb33d34de734c4e126285597e,010e0fc752e2cd642ca3976d1e87108f5a3a6257,ec12c7fbe391f0258b4cb12feff6379c75438534,,57,3,2036,251,True,True,True,57,True,Tests_passed,177dba7a951d0fe5a8fc46648e7fc5b2635826ab77b9d2a2d2ef1172f467f575,True,Tests_passed,03e10366eb5130c6c4dde61af6e240fcb02e8821f78615f0fc37526aa3937bab,True
7,refs/heads/master,ec12c7fbe391f0258b4cb12feff6379c75438534,30087e4aa63b15482baeb891f929b8b71cb0baea,857c053d25c0dd30bf86983052d1ee3be7c9baa4,,55,1,1194,264,False,True,True,55,False,,,,,,False
8,refs/heads/master,62730ab1fed918e4b27b0980d6d5451454a75fce,9573ae7ba0b3d80336b318c4c60377bcb7cb7679,030bfb2fc652d137dca7fcdf2bddf9eabc31cd18,,6,6,0,Error,False,False,False,0,False,,,,,,False
10,refs/heads/master,257b86b50a600fcd4314d7961df83b4a3a3c464f,df76a72a925636dd4ad8401f1178dd47409886b7,4a1f006364602839cb505f82d61adcb6e0e053f8,,5,1,1276,52,False,True,True,5,False,,,,,,False
11,refs/heads/master,a273944aa0f997f88cb38a709863347534836353,29b813b7d4434ac67a8103301afe8a4006d73071,079f175d7ffb3e3d0c7464b42d3156093c5a612e,,5,1,184,23,False,True,True,5,False,,,,,,False
12,refs/heads/master,511cbddbaf35e1d5cfb2b193fe39d5f4341d2c52,f0a2d07c3b41b0bb647615c4c1be2251f4a2c981,b571a9932981d1adfde8b47768b09478a207af84,,3,1,28,12,False,False,True,3,False,,,,,,False
15,refs/heads/master,9efbdbab700d60e66e8dcd4c7d1b0f4742067816,9dcb8e9989add3be27fa52d5cbeb70ab4a341631,eceb2875cf0e5b0213142e18205d12b26e444241,,5,1,60,11,False,True,True,5,False,,,,,,False
17,refs/heads/master,d822cba56ce3bd8466ebe3a02b3089c995eee96a,138c7f35dc8f979c9159b11e72f66674f363d0a8,c175e004bb434e1020abb29bfd56b80aab48a092,,12,1,210,40,False,True,True,12,False,,,,,,False
19,refs/heads/master,ff9abdadd928a26f825b65a732cfbec3b35a0e3b,c143db6bc84c67c12dd980f19936c8c867574795,a641d8a46bce147a645871ad1cc249dbe826da7a,,3,1,5,2,False,False,True,3,False,,,,,,False
24,refs/heads/master,55d1806e77af1f5fa035f7ecc6eec56728b323ef,49b6f3104227385851c1f69782c4ea481618392c,5ac4b65d90a5058285cdb54df8cd8b06fa94888a,,32,1,1208,130,False,True,True,32,False,,,,,,False
25,refs/heads/master,49b6f3104227385851c1f69782c4ea481618392c,001bef9518ad20eda5fab7c789cb3b478cb6bf8f,a1cdd8fa802617380e59b8bdd307d681cf5e45fe,,13,2,3996,16,True,True,True,13,True,Tests_passed,eeb7d3c12e41e863e9f15c59bd373e61b92d4a8eae8732c9957d483bc324eb6b,True,Tests_passed,461ddc8d274b4dad9f86bbfec96654a340d2db0810846281bef332c313801cbe,True
26,refs/heads/master,8276ae2e10df4ec3c975aa73e257fccfc59cc001,e549e5514fcf529dfc769eb4ef6b6b2e68feda71,88fa7eb305734639f58060be5eeabb6ff66fd89a,,3,1,81,4,False,True,True,3,False,,,,,,False
30,refs/heads/master,02e9c75da34d5ab71af703fc20eeecf57aae7514,77d52aea6fb97c8f2996f2d4b0723b3530aaa28e,d801c27a10cded1fb69cfcb66fba945a650fdbc9,,37,6,1701,76,False,True,True,32,False,,,,,,False
31,refs/heads/master,d65074df9e880320222a128da04efb08512bd29f,543d4abe439a2b5e2773b30d98d34c13c20d2fe6,cb1fd58cc813e7b468bfd31c13fc44ec22c164b0,,22,1,450,43,False,True,True,22,False,,,,,,False
32,refs/heads/master,c454cfbe9cee0bbe240c8d87831cfd0461234a27,7c9f1ada993814c7488f0c730c088b8ed733df7a,ec134970d5816067616de8f0253059155f3a7058,,3,1,14,6,False,True,True,3,False,,,,,,False
34,refs/heads/master,f8fe359573c70c4df81dc990f7ec41196107a782,ed68e183f4acf363b5bd2f916d387a9411f41498,6f283c0f98ff389fdd01103f1a14923e2949d794,,5,2,374,73,True,True,True,5,False,Git_checkout_failed,,False,Git_checkout_failed,,False
36,refs/heads/master,c57eff4030e6be531549bc682028abf6941cb595,28a2aefbdea0d492b0eb1422f73dba1cf74ae911,729dc5f86b638463c59ab1dba5105d99b32c4c57,,3,1,114,3,False,True,True,3,False,,,,,,False
41,refs/heads/master,5fa9451872cfe7fc42a59a30062c4844bf161385,1c77466bf0e8defd1c830e373b14f686976a9383,17090585e4523f0714845b29d91996fde2ba9bbf,,2,0,2,1,False,False,True,2,False,,,,,,False
44,refs/heads/master,6c519ac591fd63ca2136f1c9c483d77ed7570bc7,758a044b7b05cf7e67e1db49bdccd667b37a26d5,9e4c06535ba7592e416e642d036b4f333a2d70ed,,2,0,2,1,False,False,True,2,False,,,,,,False
