idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
4,refs/heads/master,6d3c0482f5827269fec259963ed50d35bcabe99f,ac96b9a926e3682bb89be0838e68453622edef10,9dbcd964b3d9e76a4a6b17e89e9ef8087882de3c,,True,238.0,0.8782725014332123,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,True,0.890040650406504,Tests_passed,fafaa63243c3c3056a631852db042f71694c805928929625faff3397796f7a22,True,True,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,Tests_passed,4fd6c7e96f4b5562e703d020798f7269c6b1874a9810774d2c68f1925e464d75,Tests_failed,20b7f39e7d5452e91a235b2fc4fd3e41178e04f23d09690d46f28c5d2645e1bf
5,refs/heads/master,697fc67ed565bbaf3b67d4ad5e8a19ca8c09e90c,468ca36d2cbf8216f91c3543aa60be4254469479,bdcc9aaa22f9470ce4d424736aabbc49c4857931,,True,71.0,0.8782725014332123,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,True,0.890040650406504,Tests_passed,b2ca0ce4f00d3864211e434312373e07b732d8165795867063ce1b92f1608d1f,True,True,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_failed,2f44c4684153cba4983fe6526cce452b0a5eae01d0b6c8e637c5207ea84d2115
8,refs/heads/master,468ca36d2cbf8216f91c3543aa60be4254469479,4fab8aa173461ec5b8db51083dd0bac606d8190d,f170cc2b55b9546354a91b76b535ae73783f66e7,,True,75.0,0.8782725014332123,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,True,0.893785075867803,Tests_passed,9bd3d1e71a48a3490dd306f7fd84cfd52c7e78df939bb917e7a5d0e6e0058efa,True,True,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_passed,8d773af9214d52f12790ff4fb133e81df8c5699668bcd88742e1f3e4d58cf2a6,Tests_failed,a08fc84fff0eb2cfff2557eab6c12410309610380f7ed156db54bd37b2ed2322
12,refs/heads/master,ef3b9719963e125da4191c6917e6453edd04c410,316f9770889fbc078acd5ab38e7e1c571ee496b8,0ea85896485fe8d84c11a0598cc82736f89eb0d5,,True,79.0,0.8790199081163859,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,True,0.893785075867803,Tests_passed,ac2ee6645dcf4f3b88c491934de35be1e2ed90cd18ef5173138cedefa9de2da9,True,True,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,Tests_passed,f846a27607108dd87a56e53917d67a5990e336a003b87a5559c086b5bffd64dd,Tests_failed,b1d4e890ae3141c9970715951915b6a246289e7d9b3aba2affdf6b47dfee1aeb
16,refs/heads/master,316f9770889fbc078acd5ab38e7e1c571ee496b8,c4ad6886c66d5fcca3ddd3d2a9e296f2e6226b0e,cfcd7758fd10f759875a2359a5f73ed4aefddc40,,True,56.0,0.8790199081163859,Tests_passed,25e3030d3b3fac18677f13e1597539e0f6ef0b56d992b8c8fe7dd1d0a1f31621,True,0.8938733125649013,Tests_passed,0cedebd5540a1b1b8d1b30cd6f09a8a83399ca44c0b2c1cd7b3c17f7ac4dc96e,True,True,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,
17,refs/heads/master,c4ad6886c66d5fcca3ddd3d2a9e296f2e6226b0e,c146e6dff1d2e05c40bd399e8a1741e5a6d16f9c,2c3dda8e5058623342cba22e7d6f5e3700d09bd9,,True,62.0,0.8790199081163859,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,True,0.8938733125649013,Tests_passed,b7749b836d4a408611b48eae18814949e36953aefc5aa685903b57af02f16d4f,True,True,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,Tests_passed,03bffe01133642aa3b8e365b039a8780e7e9fd1abc80a807d0e9fd2d9fd1b8e3,Tests_passed,55d8743372f71c8968ec5a858befd6512815c7dcd8ba6e09adf74f5597f49e2e
30,refs/heads/master,a73bbe136cb192b1b04e7465b56da81da05aba70,aa884a14b261a519dc94c6087dddf147318eda5b,0c7c4c3a498ca738ebe85574b963cdc26146dad0,,True,140.0,0.893785075867803,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,True,0.8938733125649013,Tests_passed,c7c665a54bfc908016c02b6bd450ade914994c3e5b169bdb7742822c4333aa18,True,True,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,Tests_passed,3101bf169bb24f5f3b813859ac05096a63cf3579fd23761718b3c707f0c09e42,Tests_failed,f1d752d9905d55fff107ce012bbd76e547816162f00cb6e65161316e58dc04ba
32,refs/heads/master,d3851ab8fe38bc4394768a0b64d6fc113bc1adb6,5e8d56537a16a5457b53b49a59a51554be404052,8ec40f49b9276e2bdb35c56395c37eba5698196a,,True,170.0,0.8938733125649013,Tests_passed,4512faeb0eda568b00d7fe170c6691ce07ff105d11a982271b274fcb9e95df1c,True,0.893785075867803,Tests_passed,39d803723f2ad65e602cb6729c14231c20f8da3e21b53da2aa7eda3762d58d8c,True,True,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15,Tests_passed,823f3c6b50ec7c2c02ce912f5b251b961851e0a74d794af0d46a38f4d7993d15
34,refs/heads/master,1fbd2d3921df11bcef22ae156a13084690450b32,d1a40108196c065beb49de057513b7512bef0f5d,d7a6645624c0e44f5778dbb6ab0b03664869c72d,,True,410.0,0.8938733125649013,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,True,0.8924572152968518,Tests_passed,308a9fe407b0433da6a5676aebd5e481da91b379831e2d935e4c3965a428d576,True,True,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,Tests_passed,15beedb004014c96b372abf451a248766f060ec71f0c868843c226fbe93c260b,Tests_failed,a7960f08efe9c6c94a429a96ee698be927dd99ca4a4db5be00aaa50e1c1cbf89
39,refs/heads/master,00106c72391f5af2826c964dbbbe303bffee5a9f,adaebf656454ef22a2476ce65669cf178969e81f,c417ada53c003bd4dbb38959f4581fa161b47d43,,True,314.0,0.893785075867803,Tests_passed,ed41f25f656a79ffc8586cab51ba9ef774542b7b8e2aea3aa8ae3f2e54fadeb0,True,0.8924572152968518,Tests_passed,2c038df815c09ccd0755083d71265f526fd5b2c2b41a1f8dd42eb44e1f029d26,True,True,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,
