idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,sampled for testing,test merge
1,refs/heads/develop,86ccddd26b89c58b453c947c77525bf6b1f4520a,3de4b0e4ffafb07e1effe9d05042d13112d94ac3,27c51688a1c2040cdbe0821aaf9b9f97c73d2dee,,False,48,0,Tests_passed,a55e7c70d0ce328f26ffeb6bd833e781c6f8e40cb35cb0020328860f5aa13637,True,0,Tests_passed,1ae63658dd8ba35eb2aa7fc8b4c2bd66b2cff32c422920034992355f81a40f7a,False,False
2,refs/heads/develop,741b66c509a90d851f7eaf737afba6abadfedab6,888045e08a776703989d0e5ff860cadc6ed0b3a5,c0c98563b50fbbcfd01cf451743407e8ae8292bd,,False,27,0,Tests_failed,01911f81ed69ab5813a1c997de70ca1c57c9b3782d110ef90560c4ace39f0684,False,0,Tests_failed,58d1d794385a16423422b508f94387fe497570e62939eaddb62092d6337b9249,False,False
3,refs/heads/develop,888045e08a776703989d0e5ff860cadc6ed0b3a5,7988280bee58c61aac057286049cbdeb8f6057f7,8396687a1a4e4af267bdd339767f2a1014b1b0d5,,False,198,0,Tests_failed,6f42e2ef111e1113de42b2b92e66d3e4953b5150745e050b52d2ad53b552840a,False,0,Tests_failed,2253786ad5d3854241d6df890d1d70bf17327375c11eea6cd4a6c3022ec515a9,False,False
4,refs/heads/develop,cfaa6ade9b84f3a659c73f53399e9122f203a94c,71444232d0ca11caf2729bda132b220d14906e2f,b2a09d30228e51508bd04d61dd19a26d802be8a5,,True,24,0,Tests_failed,d2de7f65660598a82a794c8511f2838393a330364295841ded5f471601b516a0,False,0,Tests_failed,85574435dc70cfae07796875f7e0bdde4fccecbec0accec305946f58f885ff47,False,False
5,refs/heads/develop,971c90fd1167d830fb1ec799066b5deb76c9b02d,2bcf8b262077b7ba379335a331f8ba7cffe01d12,bd8a8d7f4585b053af5f1768d9458afdce53cefe,,True,102,0,Tests_failed,70cc7d73dd5dd139a009a6e480b57e79b255b51bf4c5a6b75c63e1cd2461be0f,False,0,Tests_failed,ed43b5063a3c28a8c3e81ad491733c7d0199d8001e12461a8172ff8198868f16,False,False
6,refs/heads/develop,e918ea5479e0e667ec62b4e9ef6c7a1af19c6ee5,5ea9a1b8008f0b178005141fc20db0f8de07b99c,ab65067bf0f87b0ca7dc121e9ffa34249cff1e5d,,True,386,0,Tests_failed,cce9b68b487b546bf7e788552a91c83addde2729222dcff00141b19599c7280d,False,0,Tests_failed,d834b6014e173b7bfe45714a0788d344dfaf40d470b3458fa60945bae973758c,False,False
8,refs/heads/develop,39760f896d940421f41edcbfb4eb1ef132ba121a,b188b6c094f784a84c9a4e16b9d89ce02e26305a,44961971062a18f4d0445c4801d05586e5ccc82b,,True,170,0,Tests_failed,6d8efb445d1b841b026891713deaaa7e572300b0795e9c92022df4663d7b3a50,False,0,Tests_failed,5361dc90fc562f1ffb381f1dda0f61ce5c03db049c3c80c57381f51a9b5349cd,False,False
10,refs/heads/develop,8464e1fa3a9d9f71b8943d9a5849d1dc80606452,dbec019d2df538c614501bbaefd4cbc10f61a863,f43958d2e7f544df34f22e0e1257e0e997e3a96a,,True,409,0,Tests_failed,9bb1aa06cc99262d3a3082cf760a467550c908f62c25882d618611475ad441be,False,0,Tests_failed,426fc3560cbfcec1a79b5fbe2e4a39022ab5df70cb104096c31b74c7bacd0235,False,False
12,refs/heads/develop,63282c1335bb0b3b036ab51154c3fbad31fc1410,fe563c1bb7a5b19086e6e914a5203f8e63744dfa,5538d9bcda78204e9b63d8f6de13f2cc28bb3e4f,,True,362,0,Tests_failed,45e14b03478b8a7ccc9abb4049742d2bd5f1a5a28d05574461e3e0545f68e0cd,False,0,Tests_failed,18cac920d6318feab17e813d65e7062b7165984f16187970eec6f326a7137bdd,False,False
14,refs/heads/develop,f7cb1db9633e26f3a9d85a3c22e0390f8a18ac27,577e85d69018f60a56e4ba1e4e3e393a37dc725e,5b3fce76f05ee1f9763890e187acd48d3ee86b6d,,True,296,0,Tests_failed,880d356e52e55f05bebcbc2b7a0c76e488c9c4fc6d6f4bf637573394f5608fd4,False,0,Tests_failed,c1446f4d5ab923ce53976f1363bd85ed93123977ab8ea7f8c7884ad02fd19b10,False,False
15,refs/heads/develop,5b3fce76f05ee1f9763890e187acd48d3ee86b6d,248952d565ab32bee950c981bbd590726ba5ce88,65ee3adab6d7a5586ffb84fdda0254a71059eed0,,True,100,0,Tests_failed,ad70ae9653aa757c44bd9c26ea175865314e5c163414165d5c4d87c82aa616fb,False,0,Tests_failed,5650bedcfa7443099f4fbd5c1c0477b543dcb363fad5cdeeafbf8e49bc488125,False,False
16,refs/heads/develop,16a195f63106451ce993758cdda300ecd2a2108b,ee99ba18d0724958f1fae3fc9dcd25285dc8aa7d,fc026cea9e104154053da7f712f538cfd631390d,,True,14,0,Tests_failed,15bfea9989ce7153ad27275586d187137674c5a669972c0217f36cf7ccd475d3,False,0,Tests_failed,7163c256d1858d03616bf32ac2a883a8e29352369ed16193382c9a73927f17f9,False,False
17,refs/heads/develop,29d1187809f30dec5e06f0378cfc13b667f7e135,7d82bab915f8b0d609d2fe0259e66c943b8b5424,dd515eebdf66dee3ef4f8e2f5170c72ba7c126e2,,True,195,0,Tests_failed,d46d85f06e8ade55d66535d085a420e639db9c3b84d56bd54fe9f7e230d8bfa5,False,0,Tests_failed,74d438246ec409d7c715bde5a1a4e87d1b4ffc07fb3e0d7e24b4ccd862f4aad0,False,False
18,refs/heads/develop,ec9f9620f82020ece7871cf91777cdbb40e21237,480e5972dad83438f19d98d927b09a3fea528773,1a8b1a4a833aca4c9893604179498658e7fa0dba,,False,22,0,Tests_failed,a02d3498e33e472642a20cfc1b2b314b672926cf0b15998258799f5757e7c029,False,0,Tests_failed,6875e21c3cddb1f50b948658a5f455dd8270dd733c03857aa1d7c459e32fdbfc,False,False
19,refs/heads/develop,dd515eebdf66dee3ef4f8e2f5170c72ba7c126e2,0e960f8c6927a327cac4aa080845feb13e151fa1,df4fa9a0778c46f2e648630558af6132171432c1,,False,90,0,Tests_failed,e914ef85d507f776c8df935af9a7a1eb2b529446cd00d4dbb18c88838dab9f14,False,0,Tests_failed,d99218957231d080a48d73dd901d2fa5876968688c456c751bc93a04eeb74a49,False,False
21,refs/heads/develop,a789b3150091443df1a184c03e87fd7efa7e75c7,31a1cb889391cf9efecdffba770a75902a2e5d9b,b3e96a2f4e534a1183b22c38ea9bebc3831f6658,,False,12,0,Tests_failed,f0c389a814d4f3927aae3b38478f5c0482e650a63ff0be1dee041af923913d59,False,0,Tests_failed,b13faf1619a44a929341ddc84f62b0125e2592724f7aefda8a162a761c9770e8,False,False
22,refs/heads/develop,a8e47b33c581e90c81b21c0688594f44b6b5c924,40cc98a855fb259670c797bfee5920b261218994,840d63a98af25b36f8c0cc8a8afcd9889cac9b66,,False,240,0,Tests_failed,018d7fd4c3310e7fa61d95f0f7e0cea1a8e0cf7644a1e1dd81c0c5bb26a83541,False,0,Tests_failed,c60c6cc0a3201b4a4e6de131287ea2898469c2c72dd50f0ed181c7373547a55f,False,False
23,refs/remotes/origin/master,26a66ec89fcd2dfd006b78125eba23f549a83cf4,b54461ba4bd3def9432f6534b3b12a76135050f7,11177cb89fcfa6ae4f2af72f28522a8ad74e5bcc,,False,40,0,Tests_failed,d808fbe49dcd479c19ffd28bb65ede9e02a55a137611d099247686fd9c7066a6,False,0,Tests_failed,78080af5a36f7ce28eb90dfba8fc407b96900c8fb870832c6b923a39fa345ad3,False,False
