idx,branch_name,merge,left,right,notes,test merge,diff contains java file,sampled for testing
1,refs/heads/main,2a324c99e17a5dc8333837af176145c600f24846,6ce2bcfa67810e500c88c7712be20abed39e2f9a,fc1de849586650c8d3295d44faa195e056360ae6,,False,False,False
2,refs/heads/main,6ce2bcfa67810e500c88c7712be20abed39e2f9a,017d846beba0bede1eb8424f07ce7efc22e44a49,953c217670409aa21c23dab0873fa723a1762d79,,False,False,False
3,refs/heads/main,017d846beba0bede1eb8424f07ce7efc22e44a49,a0ae1bf1652e7d2cbac79b6ec7b5f665f95e212f,bf9d5bba36e07831438c1919bfaecbd407c37ea2,,False,False,False
5,refs/heads/main,1166d0dd31e8fd6ff2be3d4c7925c0630eda86fc,3420753a1e46981e9ba74645710cf34a6d85c475,dcb2bbc42ca91e8e3c12777139d2b52e9dafe050,,False,False,False
6,refs/heads/main,3420753a1e46981e9ba74645710cf34a6d85c475,6494ac71099abb16814c3223a4478946b59fd080,f254d312ad55dacefd60a3a80c5ab82e94e920a1,,False,False,False
9,refs/heads/main,9f17b93e994f1373e99fafb95a486b663570e159,7d95c44560451c256e0ab8d404e38babc9803e5a,6e9da7d9007cfed178b26c099eaa17709deabd35,,False,False,False
10,refs/heads/main,7d95c44560451c256e0ab8d404e38babc9803e5a,a15371ae8bc41c0c7ca53559ed850354ec94a690,36f92738e2ccdfdcd82d938d6f0f98b4980ab4ac,,False,False,False
12,refs/heads/main,838e6d011536fc9e9c17d353017c31f0189972e8,4d968dfedc09a8b4ddf3f099f0801262169068f3,d26da133a04c818f1e8645ae73ff6ad782cc82bc,,False,False,False
13,refs/heads/main,4d968dfedc09a8b4ddf3f099f0801262169068f3,c06fdef2e88b66ab1d896c7e99282bb5e0cc74a1,da46a1ba4f7e4430b2c09d9064989b4a8c9d7ca0,,False,False,False
14,refs/heads/main,c06fdef2e88b66ab1d896c7e99282bb5e0cc74a1,8c2299f76d9b395c184fe2b8a10858a131f381f5,8a6935dd7d525d327c304681738d2903016c3309,,False,False,False
16,refs/heads/main,bbd492dbe3ce7e861e0c521341bd037d2fb52f2d,e246d8f7a4d894e6a0aa39125f76c6349ac5fba8,f86904637034e9fc895781601298e517404718c0,,False,False,False
17,refs/heads/main,e246d8f7a4d894e6a0aa39125f76c6349ac5fba8,d76bafd7533b9051a3cf6367f8f61b1ef624f8f1,16554e5c3d8acd357f3c8638d9dc5468d9e5530a,,False,False,False
18,refs/heads/main,d76bafd7533b9051a3cf6367f8f61b1ef624f8f1,df6a631f7bf177ea5b9e3ac34cf6a5ec5627aaed,467247432e449f944537606b7b18bd68b9bb8f23,,False,False,False
19,refs/heads/main,df6a631f7bf177ea5b9e3ac34cf6a5ec5627aaed,c5334ea4a7f6553adb2fc11b70695c170792efad,7fdca33cf927bdb00303d2d5cdba76a31247dd2c,,False,False,False
22,refs/heads/main,32e6cd9ca44261e9ce6b3d5ee4015750e65dc7c2,a593fff2adf5adeb4adf5af6345cfa1229f2dfd2,192d821edf896fe9df0ccfbc8b3cbfa13028befd,,False,False,False
23,refs/heads/main,a593fff2adf5adeb4adf5af6345cfa1229f2dfd2,bc22649b65887d0e2a3c41e50cc6dcd540a1942a,d0485069294ed0a005c19fd3823a9486e59c9b36,,False,False,False
24,refs/heads/main,bc22649b65887d0e2a3c41e50cc6dcd540a1942a,f4dba44fff069ed3e9c39a88708ea5331868aca7,7bd357953b1d926f3f874daa8f9ced594bb7db4f,,False,False,False
25,refs/heads/main,f4dba44fff069ed3e9c39a88708ea5331868aca7,0faf005783a0a1c51bc626243573b879ce8aae7c,3d4f7a867fa079d1a5804646537193730eed6685,,False,False,False
27,refs/heads/main,035a1c9b4cf77a945b1c4e7f36302e7c8333373c,38324fcef653fad4a08893dbae97dde0a3812298,d015deb86ff381b74a4b70ac87ec7ee407fdb8d0,,False,False,False
28,refs/heads/main,38324fcef653fad4a08893dbae97dde0a3812298,338ca0a179b7c1500367f955f8134915e164740b,e1d195df5f515c394f2c8f75d4a7007a3487919f,,False,False,False
29,refs/heads/main,338ca0a179b7c1500367f955f8134915e164740b,9d04b9bf797e9b1bbe64c3f817592ab26e31633b,eaf634d5d4edc824489fff81054d9bc83d0a883a,,False,False,False
30,refs/heads/main,9d04b9bf797e9b1bbe64c3f817592ab26e31633b,ad881213e0c488bafdafd5c89fc66730d2497b5a,3a0c328bca111e9d1bb756cf00ab215a03fdc8ec,,False,False,False
31,refs/heads/main,ad881213e0c488bafdafd5c89fc66730d2497b5a,db271e612ea51059a4abcc7c134cccb7121fa8a4,5d01552b8b5c5a2a69661e8ec80a6e570179f42a,,False,False,False
33,refs/heads/main,6b104903bdc9dd0242dbed4e9c30be8220730d79,43cafba3f1e85b39ec330823969ee70959f13236,7699d20ad760e880fcf75779a40c76261af2eecb,,False,False,False
34,refs/heads/main,43cafba3f1e85b39ec330823969ee70959f13236,a396fa7592a43d45cd2e9ce9e1caccd31dfde3ea,117c0640ba16a63057bc37237f9ad9d97f7c4556,,False,False,False
36,refs/heads/main,34d8d450b8cb9ce84ddcf69dbb28c83f807dbd13,cd2800c3c415f33cdc201ecf89228b8eb36e966c,3015ffd6aed935ae8dbd2c5fa61e2054037c5d05,,False,False,False
40,refs/heads/main,1e79d5119cbf1ba5e6ef6b5a29377045b754074f,f0adb7f7fccb9c98210ee38d900b2a5fe819a7bb,d7ea71dad79bd68a7dcf35cad0ba58ca37c9bd30,,False,False,False
43,refs/heads/main,972a50eca1890c0ad87a8a485828db3efa1c4ba2,7df473036993acb4207c0d0a903b30840d00ec1c,27b22638981691fd0a0d28ba4fdec1f29616f6d7,,False,False,False
47,refs/heads/main,e3139c9432033178ee6a34d1f78f64a0bb3eae40,a8ace4a020e670c94499a3254ec0c8ba8431cdaa,c0dc7453225e192e11af62ef3a9abb0f9a72aadd,,False,False,False
49,refs/heads/main,6c564254c48dabd46eb9f00bb5750d53de1b0ce4,56d5ed831944f445f4f7a78193cbf0f12e5a300e,6400a1673a30d013d042c981340a85838c8c740d,,False,False,False
