idx,branch_name,merge,left,right,notes,test merge,diff contains java file,sampled for testing
50,refs/heads/main,56d5ed831944f445f4f7a78193cbf0f12e5a300e,aea5d647c14b57c283528e6e3d944abbbd771a23,9a4cbf4ea6c79f3453e351f6490a404e01068f65,,False,False,False
53,refs/heads/main,75587b302484a72df0ca52ad646462898377f9a5,24574569cf3cc51af99182207396eee55054958a,de77d7eab373af9099434db34066512d5c3f4b07,,False,False,False
54,refs/heads/main,24574569cf3cc51af99182207396eee55054958a,c8a7b417c6b811f4dc8dec75df59efed61722389,24344003d7d43f515955787f991776c12fb27bed,,False,False,False
56,refs/heads/main,0d07b8f69bc796d1fa24860718d1f1c60a00ecbc,2fcb88e027ce7f6c35cfd14c752089f122524720,cea428dccb9910fc9550f498b338fcf6d0f8f6a4,,False,False,False
62,refs/heads/main,6e20851581fd31a43f1f6151a63798937d94d353,5e27cc695852ba55a2a0f01316698c5757d0e737,91a32dcb99019bd789ee05166df710235ace4e71,,False,False,False
63,refs/heads/main,5e27cc695852ba55a2a0f01316698c5757d0e737,95f215600710bfa25c4c9ca0a3bfd60efd407ef3,7ac666a839fe303b9cd2c19d26e34b7645eb28b9,,False,False,False
64,refs/heads/main,95f215600710bfa25c4c9ca0a3bfd60efd407ef3,cd76363405f273c522060057b7e9251f24a9484e,cc09ecd4e7fad8b7ca5ba25ab1981ec3f4720f59,,False,False,False
67,refs/heads/main,12f91c08c10c75a4c49d1f0fd8a2f4af21e0acbd,bcf3ae1ebd34d4c8aa69f8bf3f7b6a6ea9a587cd,a60b49216c7472e3e7c9be9ffa47e4ccb3a286db,,False,False,False
68,refs/heads/main,a60b49216c7472e3e7c9be9ffa47e4ccb3a286db,fdbec9eb3129f1fbb10aebbf3791a9c862822332,78feca6fb62427b83c0d310d3a13ea9ec342500b,,False,False,False
69,refs/heads/main,fdbec9eb3129f1fbb10aebbf3791a9c862822332,adb47436931012675077cdfd4b96df82efd86198,78a1e7875601f0e9120428d615d81e06c5bddafa,,False,False,False
70,refs/heads/main,adb47436931012675077cdfd4b96df82efd86198,09affc0e11bf8d2530d45f481d2ae0efe630c942,87a097d8a99e88bce8a169a96a7c0e8c67fb6c6a,,False,False,False
71,refs/heads/main,09affc0e11bf8d2530d45f481d2ae0efe630c942,e23daeb3c3e8fd7e643d6edad4fbd3043bc81038,1bfeb825354c7624a5047b8219373fcbc5864b0b,,False,False,False
75,refs/heads/main,5c074d5e42b535c9eb2a26af457fcc61d06e5a6a,e713f1381e5728950534ab5058a5c30df2a55ce3,09566d7c0cdc8aca56ce20f64763767fff6bd1b6,,False,False,False
76,refs/heads/main,9a7598f55a0e57329bd8bbe2cdd42268c0729c06,cc86e998f238eb0dd17d6bf704a6d64d64dadda4,65573fab674792a54b38e6596a6098aa2c8043e6,,False,False,False
77,refs/heads/main,769a6b5a141a34422c0c1b5e9cd37f163481e8b0,14e03f6ac5942b659669118311e3ea1ec6b1ce0b,3ca514eb8a023aa501e1032143184f7a104e21b9,,False,False,False
