idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
2,refs/heads/main,27cc2950bf1783eb4774dae84aa083688d6603ed,1fc8581d814ccc356b3952a91ec441099f285e03,2eb20b2a23510b9442015210467c798cf7d072e2,,True,94,0.0,Tests_passed,c66ecc22a3b9e32a1b839838ba958507df4e4885e44322cc6055b7ba89ca69bf,True,0.0,Tests_passed,8d7d424972c1ee430daff9e55a930235ff88261ad24af51115c60193aa76cd0b,True,True,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68,Tests_passed,d4caa87880cbabd3dd4848f50950d0eefc59cebee71c6f099910a1c20db8ab68
6,refs/heads/main,dd532cf17f17fba254562c029848558c8c04b79c,a68309c79589e8d1ffd2694f55a412c6ea670306,b8ab11e459e8ea2594905b9139223f09ff27c2ec,,True,2889,0.0,Tests_passed,de12c2b1920e73f1875ae860f81b2386b37652b57aea2b905fb7b2424127e042,True,0.0,Tests_passed,31095d7ee5b0003a9018cb2758f2b25a0f7425af605dde8fe9d4b108a831c970,True,True,Merge_failed,de12c2b1920e73f1875ae860f81b2386b37652b57aea2b905fb7b2424127e042,Tests_passed,de12c2b1920e73f1875ae860f81b2386b37652b57aea2b905fb7b2424127e042,Merge_failed,de12c2b1920e73f1875ae860f81b2386b37652b57aea2b905fb7b2424127e042,Tests_passed,de12c2b1920e73f1875ae860f81b2386b37652b57aea2b905fb7b2424127e042,Tests_passed,de12c2b1920e73f1875ae860f81b2386b37652b57aea2b905fb7b2424127e042,Merge_failed,de12c2b1920e73f1875ae860f81b2386b37652b57aea2b905fb7b2424127e042,Merge_failed,de12c2b1920e73f1875ae860f81b2386b37652b57aea2b905fb7b2424127e042,Merge_failed,de12c2b1920e73f1875ae860f81b2386b37652b57aea2b905fb7b2424127e042,Merge_failed,de12c2b1920e73f1875ae860f81b2386b37652b57aea2b905fb7b2424127e042,Merge_failed,de12c2b1920e73f1875ae860f81b2386b37652b57aea2b905fb7b2424127e042,Merge_failed,de12c2b1920e73f1875ae860f81b2386b37652b57aea2b905fb7b2424127e042,Merge_failed,de12c2b1920e73f1875ae860f81b2386b37652b57aea2b905fb7b2424127e042,Merge_failed,67c8113bdbf91986e4ed1e5f16069c6fbf2773d65a72909ed6c6c177d93ec790,Merge_failed,ea6cb2b8eb34a89252286c82924d3c1206373dceedd1dd910a24851d2b11df85
61,refs/heads/main,be953b5e242762aa1dbf4f7f4b9380b551334999,f37caf93ad32a898a539faf05459aafe0e15b717,966dd6a8b9d040fb62e163363701467f0cb0d093,,True,131,0.6819620253164557,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,True,0.6774898532625664,Tests_passed,48d21add9fcf55e597592186e1e64eaf4cec1435168717a232eb6fafe56f8854,True,True,Merge_failed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,6beef343112202ba38086b80f17c0fb128a1ce48d795baa987094a15218cd44e,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,6beef343112202ba38086b80f17c0fb128a1ce48d795baa987094a15218cd44e,Merge_failed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Merge_failed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,6beef343112202ba38086b80f17c0fb128a1ce48d795baa987094a15218cd44e,Merge_failed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Merge_failed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Merge_failed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Merge_failed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,11a1292261f6549a50b4adae7a9356cce39d98b77814e51567dfd96256178786,Merge_failed,36226598bd77ae5fc0eee5ec3098aecb74554700e6071c47dcf780e3ec5ea8d9
62,refs/heads/main,f37caf93ad32a898a539faf05459aafe0e15b717,6ae79056194d04b1ee0b5d7eea1e247d40e8dc79,7eeea8a17544883566f337fec6f81eaa115e9f0e,,True,114,0.6828652571789208,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc,True,0.6840772396327952,Tests_passed,712d87f7971381a3857b696ee657b9b9c912af837c02cbaea01d25bc4ae932b5,True,True,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f,Tests_passed,8183a3271345af6fafa5920d56eb95f233643a9b5d896133bab18127630f41b5,Tests_passed,2bfffb296e3420885397e577bf11814fe43d5393a69072ca2255df9188b15e5f
63,refs/heads/main,6ae79056194d04b1ee0b5d7eea1e247d40e8dc79,46f50eb8ea7baa2aa59bc00ede680c0ad676bfe0,c896b649aebcabce9be9fdf4ac73698239f7ce73,,True,122,0.6827651515151515,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,True,0.6850741558851373,Tests_passed,dd69bd4afe37c2bb87ae0ebae20316294cd312ab0ca3f0aa2a92bdfa8284ead0,True,True,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc,Tests_passed,243f113470cef083465843543512330e759c18233ef88f3c9628dc43bd989174,Tests_passed,149d054859a6f6ee975a9c449d6322ca0eb7807509cd7542c4195bdb1720a7dc
64,refs/heads/main,46f50eb8ea7baa2aa59bc00ede680c0ad676bfe0,fe8074033139f895e181f034787b867d78daf1fc,b83c1c30fa1dccb7c88ca3f41f00b04306153cf9,,True,125,0.6828193832599119,Tests_passed,8e389b2503eff8241371074215b65e52623bc00ba787b7a333163d9afeda9354,True,0.6849271690943636,Tests_passed,77fc7dc467b8a9f963f78e824acce325190fcf26b07b17cc4cca7e6495578efa,True,True,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122,Tests_passed,fe2bd0a718086ad5bfb15ada6e8aa7838466ae58c61e12ef023e372ff51f8122
69,refs/heads/main,0e6e98b9e822df4b51870c10bbe97e6ba588c133,4ab3bd8ec330eabba007ef1dda8b55f63d1c6305,4412a01c0618fbdd43be4fa974ae0d0cfa976957,,True,72,0.6795440151994934,Tests_passed,42b92c470e4cbb8589cb712ebf98594d598d7586b6c16a642e338f4500fef28f,True,0.6808721506442021,Tests_passed,ade53ab33881a9c7da9b35639404fc500465cc9ba5631dce9a0fb8de2555b262,True,True,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5,Tests_passed,761b3a49c2fa1f82ab9a2ef12480e24ce9ef688bf073eef4729f78b7f0305eb5
71,refs/heads/main,121f85b8195b405bbe6370aef5ee42ec0e05f61b,84be2a532b409afd7b84fb25a56a2bae9c288257,cfe04799c7112c6aaa970d07b044920b88e05ab3,,True,90,0.6780843640976848,Tests_passed,c3a25f1e72926ce8245b8fbb2a2a552831e09b668c51715fcfb3c0fa88a8dae4,True,0.6768111147866358,Tests_passed,382893ccf80fa50c627401ea7da1a04345b998e67a8ca306ba6be63eafb8deef,True,True,Merge_failed,c3a25f1e72926ce8245b8fbb2a2a552831e09b668c51715fcfb3c0fa88a8dae4,Tests_passed,c3a25f1e72926ce8245b8fbb2a2a552831e09b668c51715fcfb3c0fa88a8dae4,Merge_failed,c3a25f1e72926ce8245b8fbb2a2a552831e09b668c51715fcfb3c0fa88a8dae4,Tests_passed,c3a25f1e72926ce8245b8fbb2a2a552831e09b668c51715fcfb3c0fa88a8dae4,Tests_passed,c3a25f1e72926ce8245b8fbb2a2a552831e09b668c51715fcfb3c0fa88a8dae4,Merge_failed,c3a25f1e72926ce8245b8fbb2a2a552831e09b668c51715fcfb3c0fa88a8dae4,Merge_failed,c3a25f1e72926ce8245b8fbb2a2a552831e09b668c51715fcfb3c0fa88a8dae4,Merge_failed,c3a25f1e72926ce8245b8fbb2a2a552831e09b668c51715fcfb3c0fa88a8dae4,Merge_failed,c3a25f1e72926ce8245b8fbb2a2a552831e09b668c51715fcfb3c0fa88a8dae4,Merge_failed,c3a25f1e72926ce8245b8fbb2a2a552831e09b668c51715fcfb3c0fa88a8dae4,Merge_failed,c3a25f1e72926ce8245b8fbb2a2a552831e09b668c51715fcfb3c0fa88a8dae4,Merge_failed,c3a25f1e72926ce8245b8fbb2a2a552831e09b668c51715fcfb3c0fa88a8dae4,Tests_passed,18df569d802c0f4eafcebec6556075cc514b1a796177b7905de36334929729df,Merge_failed,b3a7264337845a02edaf0af673500946d516feca448c757fd8d57ee92267cb67
73,refs/heads/main,b43fb95f4a8267e124617845ff09da8882be9b44,688e0a1d1f0987889daa6a436e4f7564d55437c6,9a2ffd7bb8936ddc68f0314b3dbe52a93fc2436d,,True,281,0.6790003245699449,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,True,0.6744336569579288,Tests_passed,0c7275a3e6d79cd3513a3c3040a18cdae4bb9d100762f69b95ee8e26af7f21f0,True,True,Merge_failed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Merge_failed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Merge_failed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Merge_failed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Merge_failed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Merge_failed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Merge_failed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Merge_failed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Merge_failed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,0f46cbeebbda897c4d625054c9c02a8235e3da0fc0a2a807e7dfd84f14e003e4,Merge_failed,bf6c84b969d78ff36f7c6739a911851fdf8c44c835ea13ed20ad79b13deabc65
74,refs/heads/main,688e0a1d1f0987889daa6a436e4f7564d55437c6,db1dcaedb236639f5289f67949e85edd974e5b5d,8bf950045e0bf854758ec1cc8b9434fdd962894b,,True,195,0.6752816434724983,Tests_passed,0e4f014ea2508978af7c83a58a99c331f21aaef1b6b817b51a306de75e12fbfd,True,0.6790003245699449,Tests_passed,36146b7ebba545f13222947941ed8d41f13f0cda69e63a1090f361df280fcbd3,True,True,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932,Tests_passed,272e60a00be22ea5cd450bed4e710911585068449007d2d7d2df5c25111a7932
