idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_git_hires_merge,plumelib_git_hires_merge_merge_fingerprint,plumelib_intellimerge,plumelib_intellimerge_merge_fingerprint,plumelib_recursive_histogram,plumelib_recursive_histogram_merge_fingerprint,plumelib_recursive_ignorespace,plumelib_recursive_ignorespace_merge_fingerprint,plumelib_recursive_minimal,plumelib_recursive_minimal_merge_fingerprint,plumelib_recursive_myers,plumelib_recursive_myers_merge_fingerprint,plumelib_recursive_patience,plumelib_recursive_patience_merge_fingerprint,plumelib_resolve,plumelib_resolve_merge_fingerprint,plumelib_spork,plumelib_spork_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
1,refs/heads/master,b05c8c331560c1ab4be5c43c20912dbaa3d93839,7da8cbd0d675798ef263ae8655827bb2abd93ede,8776ddbbff972b7a828cf087b1e5089640f3d090,,True,True,Tests_passed,db8ca669464eb0ae2b24297266e483b4759e0f39b6dd265f997c2f2af75cadc3,True,61,248,1253,17,True,Tests_passed,1314c746cc3c6e983d8b017760da4d5b83b440e82acc9bbc0a39e59eac7f7286,True,71,True,Merge_failed,3517f40c86ef0be8817ed2acdabd2de10c769e8278147f3fef4adcf86b7e5173,Merge_failed,3517f40c86ef0be8817ed2acdabd2de10c769e8278147f3fef4adcf86b7e5173,Merge_failed,3517f40c86ef0be8817ed2acdabd2de10c769e8278147f3fef4adcf86b7e5173,Merge_failed,3517f40c86ef0be8817ed2acdabd2de10c769e8278147f3fef4adcf86b7e5173,Merge_failed,3517f40c86ef0be8817ed2acdabd2de10c769e8278147f3fef4adcf86b7e5173,Merge_failed,3517f40c86ef0be8817ed2acdabd2de10c769e8278147f3fef4adcf86b7e5173,Merge_failed,3517f40c86ef0be8817ed2acdabd2de10c769e8278147f3fef4adcf86b7e5173,Merge_failed,4582f043c8ab0f51f6e8923cbdfaa827add918e4be843c66034bfd689f149742,Merge_failed,28ffff57cd5b9705e980fbfdb15ebe4511e3a6b3f06cbc3e1ba477f2c35bf89f,Merge_failed,52e75248bc57595b6a2ce5313a3e7dc5f0381956eaac7ce4474e3d8f8a326103,Merge_failed,e3a61eef8df016d4aee66cf062bd68aeed4ce799e9ca63f071aa05d8bde9f914,Merge_failed,3f4d8152035903af8ee28a0f37380cdd04aec81ad5e98e4cf6ecfcd563a05dfe,Merge_failed,f4302bb77e04e437773edd846da39f871553d825eef3a124ee34eb50a623d10d,Merge_failed,f4302bb77e04e437773edd846da39f871553d825eef3a124ee34eb50a623d10d,Merge_failed,f4302bb77e04e437773edd846da39f871553d825eef3a124ee34eb50a623d10d,Merge_failed,f4302bb77e04e437773edd846da39f871553d825eef3a124ee34eb50a623d10d,Merge_failed,f4302bb77e04e437773edd846da39f871553d825eef3a124ee34eb50a623d10d,Merge_failed,f4302bb77e04e437773edd846da39f871553d825eef3a124ee34eb50a623d10d,Merge_failed,b3ec2455578b414715f605fac8b3e9a1440c56ea87a0f930ada817f25d6cb6bc,Merge_failed,598ae2a178dad50abdb5dc2c86c049163730fd98015370fcc2808023f7a35aa8,Merge_failed,f4302bb77e04e437773edd846da39f871553d825eef3a124ee34eb50a623d10d,Merge_failed,f4302bb77e04e437773edd846da39f871553d825eef3a124ee34eb50a623d10d,Merge_failed,52cf2b5f6f2b2dce672b9425b5881f37da0303eade11efa715d78ded15de8641,Merge_failed,0c893bceb807dd33b78e5c6cad61a06c0fadc549ef58ca4d608c5f97dbba72b3,Merge_failed,3517f40c86ef0be8817ed2acdabd2de10c769e8278147f3fef4adcf86b7e5173
