idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,test merge,sampled for testing
1,refs/heads/master,5ea66b5bd63f6a5789aaaca3733e9e8a5f6f63e0,898e42a32f0a41ac41a9bbbc00449e17bc288971,64430e1367f5bc40c63739303140a2e6300bbceb,,3,8,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/ctpconsulting/query/898e42a32f0a41ac41a9bbbc00449e17bc288971_64430e1367f5bc40c63739303140a2e6300bbceb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ctpconsulting/query/898e42a32f0a41ac41a9bbbc00449e17bc288971_64430e1367f5bc40c63739303140a2e6300bbceb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ctpconsulting/query/898e42a32f0a41ac41a9bbbc00449e17bc288971_64430e1367f5bc40c63739303140a2e6300bbceb_left_right.log'}",,,,,,False,False
6,refs/heads/master,c4701c0d8526875a8ee528935760e80ecf9cbd87,ac2e7c75032eeff17207af26f5699b4095de361f,650d4993f4e054eb082ba066be4400d88247d024,,47,672,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/ctpconsulting/query/ac2e7c75032eeff17207af26f5699b4095de361f_650d4993f4e054eb082ba066be4400d88247d024_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ctpconsulting/query/ac2e7c75032eeff17207af26f5699b4095de361f_650d4993f4e054eb082ba066be4400d88247d024_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ctpconsulting/query/ac2e7c75032eeff17207af26f5699b4095de361f_650d4993f4e054eb082ba066be4400d88247d024_left_right.log'}",,,,,,False,False
11,refs/heads/master,773cb208255c812db7bae5a6d825847514d3d405,ddf0fc9e95b1cc54c295ee6154c45539a9f781da,569d2071b533e9e2d46eafbee9d583ae0ccabacd,,24,317,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/ctpconsulting/query/ddf0fc9e95b1cc54c295ee6154c45539a9f781da_569d2071b533e9e2d46eafbee9d583ae0ccabacd_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ctpconsulting/query/ddf0fc9e95b1cc54c295ee6154c45539a9f781da_569d2071b533e9e2d46eafbee9d583ae0ccabacd_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ctpconsulting/query/ddf0fc9e95b1cc54c295ee6154c45539a9f781da_569d2071b533e9e2d46eafbee9d583ae0ccabacd_left_right.log'}",,,,,,False,False
16,refs/heads/master,275f0537d147229fb4ecd3b080a5173d9fcba077,6d854fea648a4100a6fe4e7d22fba0fb449b3598,9edf481e9b45b0c28a491f590700b95e46ebb9a9,,19,335,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/ctpconsulting/query/6d854fea648a4100a6fe4e7d22fba0fb449b3598_9edf481e9b45b0c28a491f590700b95e46ebb9a9_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ctpconsulting/query/6d854fea648a4100a6fe4e7d22fba0fb449b3598_9edf481e9b45b0c28a491f590700b95e46ebb9a9_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ctpconsulting/query/6d854fea648a4100a6fe4e7d22fba0fb449b3598_9edf481e9b45b0c28a491f590700b95e46ebb9a9_left_right.log'}",,,,,,False,False
18,refs/heads/master,3c6b69692ea8979415937a5b134eb36190b8a5f2,08e4ac763d0d09f851bbf16fb82449a03b838ea0,97f9d70811062fdade1352fda3b61c48eeb1e453,,21,275,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/ctpconsulting/query/08e4ac763d0d09f851bbf16fb82449a03b838ea0_97f9d70811062fdade1352fda3b61c48eeb1e453_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ctpconsulting/query/08e4ac763d0d09f851bbf16fb82449a03b838ea0_97f9d70811062fdade1352fda3b61c48eeb1e453_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ctpconsulting/query/08e4ac763d0d09f851bbf16fb82449a03b838ea0_97f9d70811062fdade1352fda3b61c48eeb1e453_left_right.log'}",,,,,,False,False
21,refs/heads/master,2c2239457b228fe12cf3899f2a03e0d92db384ed,b7ad88b627b7b2b9d94e6b522e94faf4084fed7d,8634dd516d16228a2f725531432310cace7ab5cb,,56,1819,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/ctpconsulting/query/b7ad88b627b7b2b9d94e6b522e94faf4084fed7d_8634dd516d16228a2f725531432310cace7ab5cb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ctpconsulting/query/b7ad88b627b7b2b9d94e6b522e94faf4084fed7d_8634dd516d16228a2f725531432310cace7ab5cb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ctpconsulting/query/b7ad88b627b7b2b9d94e6b522e94faf4084fed7d_8634dd516d16228a2f725531432310cace7ab5cb_left_right.log'}",b2fa237508d5dc18b2c935fed9aafc8b68470e37d81127a5b82bcda3697cc0f8,Tests_failed,a96be822dd5e923afdef36f60f951d58f6c4dce5a5a66f162413dcd0ba299d76,Tests_failed,False,False,False
22,refs/heads/master,8ae108b1281263f8afbd305e2bd3b8c821d3d0ae,d7b0d6b1b6442e9ab52416cf71aee6712c260a26,ff4660188efb18873316df90e742e5bbdfe03bfa,,17,323,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/ctpconsulting/query/d7b0d6b1b6442e9ab52416cf71aee6712c260a26_ff4660188efb18873316df90e742e5bbdfe03bfa_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ctpconsulting/query/d7b0d6b1b6442e9ab52416cf71aee6712c260a26_ff4660188efb18873316df90e742e5bbdfe03bfa_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ctpconsulting/query/d7b0d6b1b6442e9ab52416cf71aee6712c260a26_ff4660188efb18873316df90e742e5bbdfe03bfa_left_right.log'}",37fd90e780605bbcc0a06660a6a39007ff72d06dd9b02da6b04a0bfae417e466,Tests_failed,c7e283efc8e6b977bbc948e96c325cdae5fd8d0eeaa24b620af2fcba6441281a,Tests_failed,False,False,False
23,refs/heads/master,1f73a804e4722adc9105e0432a19e0fd50598e9c,b426571decbff503969796e0a56fe04a2de7165d,ae1e4f33f9e560dc31b952f5f755a0dc87250d8c,,4,0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/ctpconsulting/query/b426571decbff503969796e0a56fe04a2de7165d_ae1e4f33f9e560dc31b952f5f755a0dc87250d8c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ctpconsulting/query/b426571decbff503969796e0a56fe04a2de7165d_ae1e4f33f9e560dc31b952f5f755a0dc87250d8c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ctpconsulting/query/b426571decbff503969796e0a56fe04a2de7165d_ae1e4f33f9e560dc31b952f5f755a0dc87250d8c_left_right.log'}",,,,,,False,False
24,refs/heads/master,b7ad88b627b7b2b9d94e6b522e94faf4084fed7d,485b77fdbdd86254b4243da1fce5939279dc5b42,2d8194f338194f1460deb1516ab1621105b7ebb8,,46,1763,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/ctpconsulting/query/485b77fdbdd86254b4243da1fce5939279dc5b42_2d8194f338194f1460deb1516ab1621105b7ebb8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ctpconsulting/query/485b77fdbdd86254b4243da1fce5939279dc5b42_2d8194f338194f1460deb1516ab1621105b7ebb8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ctpconsulting/query/485b77fdbdd86254b4243da1fce5939279dc5b42_2d8194f338194f1460deb1516ab1621105b7ebb8_left_right.log'}",5220132c90d2b03360c2e533588a03fd354703c2c4916d941176bb5a9c53280e,Tests_failed,8aba265d71537e0fec74d892816d00f81282863b0846aef67e98dc79f1ce9f0e,Tests_failed,False,False,False
25,refs/heads/master,c87c64f4440c40ed9a7671942dc32b003ba8bea3,abe57ed7d34f18a459f41c58d5fc429e67d5bbe6,5a76575cd2200d23892e0d2d56e7758340679fab,,25,514,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/ctpconsulting/query/abe57ed7d34f18a459f41c58d5fc429e67d5bbe6_5a76575cd2200d23892e0d2d56e7758340679fab_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ctpconsulting/query/abe57ed7d34f18a459f41c58d5fc429e67d5bbe6_5a76575cd2200d23892e0d2d56e7758340679fab_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ctpconsulting/query/abe57ed7d34f18a459f41c58d5fc429e67d5bbe6_5a76575cd2200d23892e0d2d56e7758340679fab_left_right.log'}",,,,,,False,False
