idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
22,refs/remotes/origin/pull/62,e0575ef213f2503660bbaa5274bcb5e9c7cd2275,975bbf35cb5cb933eb60be8508ba69efdd2b7d6e,a3630230efb687cedfcd063913f645d6cc061046,,9,7,579,33,True,True,True,8,True,Tests_passed,5290cd89f4aaf67c224a07677e9ea27c4ee05956a1d0f44f95d2db7b2d637655,True,Tests_passed,f714438fd07bfc44c3ad825546d97561c8477a89426bcd3a31607b5d97c4d919,True,Merge_failed,81cf5026abec264fce5675f62435866ffc770872397431ead40aa678c472cadd,Merge_failed,83930cf35cb88ab2a13a0c281abcc919badc2c40924b4d770abba2e538dedcfb,Merge_failed,81cf5026abec264fce5675f62435866ffc770872397431ead40aa678c472cadd,Merge_failed,83930cf35cb88ab2a13a0c281abcc919badc2c40924b4d770abba2e538dedcfb,Merge_failed,81cf5026abec264fce5675f62435866ffc770872397431ead40aa678c472cadd,Merge_failed,81cf5026abec264fce5675f62435866ffc770872397431ead40aa678c472cadd,Merge_failed,81cf5026abec264fce5675f62435866ffc770872397431ead40aa678c472cadd,Merge_failed,640a168338928e38bec9fce5dc2a1a660270fd0c507d831406bb41b27791cf4e,Merge_failed,61bea218edcab7e9ac674665ae95963e61a6363611c9ff124559a90b74351155,Merge_failed,004a1b02b6a9f265631f56eaa30327259118976a1115fb4339dca4898ce374f4,Merge_failed,af9887ee4cdf762736a2d2e16c5b7d8493dfb267232346c62d43b381597da789,Merge_failed,cae1a8a526619e6532972725ef8554f5d361ea2258f2895c1ab838ef8bee30d3,Merge_failed,cae1a8a526619e6532972725ef8554f5d361ea2258f2895c1ab838ef8bee30d3,Merge_failed,1d7ac4d63566b80b7742a564f5225aed9691f5fd31f8a646bd60587ea91379bb,Merge_failed,1d7ac4d63566b80b7742a564f5225aed9691f5fd31f8a646bd60587ea91379bb,Merge_failed,1d7ac4d63566b80b7742a564f5225aed9691f5fd31f8a646bd60587ea91379bb
23,refs/remotes/origin/pull/63,7f6410361b640207341ac3b31112ad48aa23d64e,62100f1df607cdade1df3fd04f9daafe61cf1f47,204caf84298cf53c61e45b4c5ac34ac07e901e31,,9,8,97,33,True,True,True,4,True,Tests_passed,d20f8040e6a043326853f6ef8136328d7507f1cb3227af41444cd544b17bf7d5,True,Tests_passed,08dc3b66991e3b9477921a049920006a75c5049117808e931546e7f92c02db88,True,Merge_failed,f27a7215be4f2f01db4296dc0fbd03edb220d1c928a3dc6f4e7bc577d7a45509,Merge_failed,ef4df1301353d3b6a9b1880b7f195be7ca2f0700c24878805e9952ae4b9a5955,Merge_failed,f27a7215be4f2f01db4296dc0fbd03edb220d1c928a3dc6f4e7bc577d7a45509,Merge_failed,ef4df1301353d3b6a9b1880b7f195be7ca2f0700c24878805e9952ae4b9a5955,Merge_failed,f27a7215be4f2f01db4296dc0fbd03edb220d1c928a3dc6f4e7bc577d7a45509,Merge_failed,f27a7215be4f2f01db4296dc0fbd03edb220d1c928a3dc6f4e7bc577d7a45509,Merge_failed,f27a7215be4f2f01db4296dc0fbd03edb220d1c928a3dc6f4e7bc577d7a45509,Merge_failed,971b48f784743406f94e7959a7b6dc47ed5e3c8a868f9d1a0ff11cab88dd110d,Merge_failed,72c32b188605acfd95c00d9fed7c5d35c9bd603fc8b41cc4c193d6934b9d8279,Merge_failed,042b94c11fbc1f6a54cc203502cd0f946d92818efbb348311897ebb9599df1d4,Merge_failed,85a0087200faa9873202ec5fc873e16927b27f217b94ab874853706c07e7b9f0,Merge_failed,e0b51b3a3a9e30ec930543e10957101abc20c8ccab27f213a5da25d1b35b7f40,Merge_failed,e0b51b3a3a9e30ec930543e10957101abc20c8ccab27f213a5da25d1b35b7f40,Merge_failed,e0b51b3a3a9e30ec930543e10957101abc20c8ccab27f213a5da25d1b35b7f40,Merge_failed,e0b51b3a3a9e30ec930543e10957101abc20c8ccab27f213a5da25d1b35b7f40,Merge_failed,e0b51b3a3a9e30ec930543e10957101abc20c8ccab27f213a5da25d1b35b7f40
