idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,explanation,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_myers_ignorespace,gitmerge_recursive_myers_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,adjacent,adjacent_merge_fingerprint,imports,imports_merge_fingerprint,version_numbers,version_numbers_merge_fingerprint,ivn,ivn_merge_fingerprint,ivn_ignorespace,ivn_ignorespace_merge_fingerprint,gitmerge_ort_plus,gitmerge_ort_plus_merge_fingerprint,gitmerge_ort_ignorespace_plus,gitmerge_ort_ignorespace_plus_merge_fingerprint,gitmerge_recursive_histogram_plus,gitmerge_recursive_histogram_plus_merge_fingerprint,gitmerge_recursive_myers_ignorespace_plus,gitmerge_recursive_myers_ignorespace_plus_merge_fingerprint,gitmerge_recursive_minimal_plus,gitmerge_recursive_minimal_plus_merge_fingerprint,gitmerge_recursive_myers_plus,gitmerge_recursive_myers_plus_merge_fingerprint,gitmerge_recursive_patience_plus,gitmerge_recursive_patience_plus_merge_fingerprint,gitmerge_resolve_plus,gitmerge_resolve_plus_merge_fingerprint,git_hires_merge_plus,git_hires_merge_plus_merge_fingerprint,spork_plus,spork_plus_merge_fingerprint,intellimerge_plus,intellimerge_plus_merge_fingerprint,adjacent_plus,adjacent_plus_merge_fingerprint,imports_plus,imports_plus_merge_fingerprint,version_numbers_plus,version_numbers_plus_merge_fingerprint,ivn_plus,ivn_plus_merge_fingerprint,ivn_ignorespace_plus,ivn_ignorespace_plus_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_myers_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,adjacent_run_time,imports_run_time,version_numbers_run_time,ivn_run_time,ivn_ignorespace_run_time
955,refs/remotes/origin/Neenu1995-patch-3,1fa53a817ac6c3962ed89645b0ca86e276e73bdb,5d8d1237244e0c8b9a76dc66782d6c69cdd916ac,86065a7fc7d130977a40b99b2bf77d6889d84418,,True,True,True,9.0,26,503,2,True,9,Tests_passed,b16ac46f049d06e80e45614469dbf59bb2d368b58f4ce792b254fdc5d93449fb,True,Tests_passed,a4d336918f7ec4998f682688726e185c62d12c2a625ac21823c68101e574b9a2,,True,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,56abb84cb66a0a8a9d7d0a5693010b9d7ae52bf9d000b633d4b8513cb59e0af5,Tests_failed,585b43a98be190e944262efc2216f5397c62cf30efc88448f4602f9d1256382b,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,de012961b2cf531474a2511045b6e23870a4ccbe857b0bba367604de79d1259c,Tests_failed,585b43a98be190e944262efc2216f5397c62cf30efc88448f4602f9d1256382b,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,Tests_passed,010b036ad7af737a23420d5d43fff433abaa6432a249f61c7bc6639c2a248019,0.0189969539642334,0.01877140998840332,0.022920846939086914,0.030039548873901367,0.02284526824951172,0.023261547088623047,0.02339458465576172,0.05188441276550293,0.0745542049407959,1.4598751068115234,0.7324018478393555,0.05462050437927246,0.08412957191467285,0.038115501403808594,0.08081412315368652,0.08290386199951172
