idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing
6,refs/heads/master,9623ecc267b1c12dc09714559c830dfa8ba221a8,0f338d26324a5c288c30d063762024936506dfb9,67cc8a169f15ea579ca42aa331dddc275a914e59,,,,,,,False,False,False
7,refs/heads/master,0f338d26324a5c288c30d063762024936506dfb9,b0d11646dfd4a9ae7ce39412dfae5c6e0d6a0079,e14a4ea6138b9a57c40bfe43029a002c98dffb33,,07a03ef4f72a230afff1aa760978e58b008ad891fc055b20c385e029f87ea973,Tests_passed,1c92d87c7593a45ff23cd1ab0d1140169a40722c49b9fa3a4cfb1e5575af11f6,Tests_passed,True,True,True,True
