idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
4,refs/heads/main,2a46ff3d70b15c6831603b784d9bec24acf4df80,5cc2cdc933cf5cb916464efb4429fcdb3f52ff07,65684f6b50cecbfe50936422d3bef8a1e2e5ebff,,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,92d5ca263952413cfddd1efb05fddd8cd59a14c297582336a95c6e4dac152caf,Tests_passed,True,True,True,True,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add,Tests_passed,debc8e31cb2b45b479192dedc892ebd616171cb50f4405c0f3c725bf0b9f3add
5,refs/heads/main,5cc2cdc933cf5cb916464efb4429fcdb3f52ff07,d5db99dc97745d3a70ef9e8352bfeb05b2ca2da3,86b979e11a20915c932ba56809a0fb5ef10ade67,,bf0647e1914440ff0201a4f7406ff60efdacf3c2d1b98f454aacef27417ccd86,Tests_passed,68617679d8b7624ffb1d56bb7246a95af0959e33baa7d6594a309720f5cdc15a,Tests_passed,True,True,True,True,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518,Tests_passed,62900c0ac24e97915341bff63250c6d59b0c24d44672b5e92e2ff23362c4b518
10,refs/heads/main,f5dda835d2a3ace89fe1d12e2e769cf1cfad198a,0038617a0a6c70c712cf30b90c849db518f3715f,eb75886b2be7edf709441962bf3272e4319823c5,,c3668db25c6ad2f55226e09d6c2fd65dd9cc7642ae6edf655391bdf505dd9579,Tests_passed,819381e8934e7a5fdf026f5bd003bb88d7ee4d47e2d78e6524ac8894f1e32ad1,Tests_passed,True,True,True,True,Tests_passed,56985d9c524bb589b130cb75b4dac41d60a5a78b7480673ebb164ebb452c80ec,Tests_passed,56985d9c524bb589b130cb75b4dac41d60a5a78b7480673ebb164ebb452c80ec,Tests_passed,ffc65217a2720628fd84fb2508b16ec93177fae4f0af84bdf38f03302c684c8a,Tests_passed,56985d9c524bb589b130cb75b4dac41d60a5a78b7480673ebb164ebb452c80ec,Tests_passed,ffc65217a2720628fd84fb2508b16ec93177fae4f0af84bdf38f03302c684c8a,Tests_passed,56985d9c524bb589b130cb75b4dac41d60a5a78b7480673ebb164ebb452c80ec,Tests_passed,56985d9c524bb589b130cb75b4dac41d60a5a78b7480673ebb164ebb452c80ec,Tests_passed,ffc65217a2720628fd84fb2508b16ec93177fae4f0af84bdf38f03302c684c8a,Tests_passed,56985d9c524bb589b130cb75b4dac41d60a5a78b7480673ebb164ebb452c80ec,Tests_passed,56985d9c524bb589b130cb75b4dac41d60a5a78b7480673ebb164ebb452c80ec,Tests_passed,56985d9c524bb589b130cb75b4dac41d60a5a78b7480673ebb164ebb452c80ec,Tests_passed,56985d9c524bb589b130cb75b4dac41d60a5a78b7480673ebb164ebb452c80ec,Tests_passed,56985d9c524bb589b130cb75b4dac41d60a5a78b7480673ebb164ebb452c80ec,Tests_passed,56985d9c524bb589b130cb75b4dac41d60a5a78b7480673ebb164ebb452c80ec
11,refs/heads/main,1baceb2a1bbd7c9409d6320924bd6c1b5d0768c7,db8d58004aebc25a14231468d957b74f8dbecc38,b8b21a2ad3b4a17b1a41478d2227f18be61b28bc,,6c9476319e25c6edf66832049449bcea3f46d2132d1096de56bf5cf265ba0923,Tests_passed,ce38269469fe6216214c88b393b05aad14dd7cbaf4099b64256f74583fc669ba,Tests_passed,True,True,True,True,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f,Tests_passed,cbe005082239f319467762a854366f759b1b8dee543acdba5037b498e8af169f
12,refs/heads/main,4d0d182424f462cb29b74c99d352d3bf4beb1e05,fd691746a7d953c8e4a6855161437124071a49fb,82bea5dc259bb769fcd590020fe42733c95e3cfa,,752d0d31edfecda514d5f90f9198aca0bc00a7433ef9c25fde67e09eb960f5fe,Tests_passed,967cc04029b67ea187bbe3214cb906b5b46a575a55363fd564dbeeccb9110db1,Tests_passed,True,True,True,True,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de,Tests_passed,28d8b78e4e675ed86e2bed141037aaad749e03d9544924fc0f1307b799bac0de
15,refs/heads/main,05167f3db14dc574070769551b02adec57ed81ec,06274d1cd3b348e800e0be0abb19a2a01833f0df,6175fa654c52aa91450414891e65e7150df913e5,,d20597597fa2ec30c20c34b92d32eab93c066c1b5f2a9af294d3455c46af44e8,Tests_passed,b1d550feca9313b8387ea266953cd1702238153539ebebe97feb802f8d617595,Tests_passed,True,True,True,True,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee,Tests_passed,68395412dc940ba9aed5abc8ee0512a2dcfc0b45fff906eb5de0e6cd5a6a46ee
26,refs/heads/main,28a3a3b1bd84e4b438bea6fccc913f419003f879,f56556f1f6fa3390efd7dcbc22123321c9a596ff,37a8aaba8a817b4bebbeebcd645d304601a0c8f0,,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,06135118f54f96a79444e7c8060d104e8480e30aa273be887b11dd77afb0998f,Tests_passed,True,True,True,True,Tests_passed,1ad6869e7ba4bf6d6e5df530a98d7ab5200a26792b31ac3e0956497e283a8947,Tests_passed,1ad6869e7ba4bf6d6e5df530a98d7ab5200a26792b31ac3e0956497e283a8947,Tests_passed,1ad6869e7ba4bf6d6e5df530a98d7ab5200a26792b31ac3e0956497e283a8947,Tests_passed,1ad6869e7ba4bf6d6e5df530a98d7ab5200a26792b31ac3e0956497e283a8947,Tests_passed,1ad6869e7ba4bf6d6e5df530a98d7ab5200a26792b31ac3e0956497e283a8947,Tests_passed,1ad6869e7ba4bf6d6e5df530a98d7ab5200a26792b31ac3e0956497e283a8947,Tests_passed,1ad6869e7ba4bf6d6e5df530a98d7ab5200a26792b31ac3e0956497e283a8947,Tests_passed,1ad6869e7ba4bf6d6e5df530a98d7ab5200a26792b31ac3e0956497e283a8947,Tests_passed,1ad6869e7ba4bf6d6e5df530a98d7ab5200a26792b31ac3e0956497e283a8947,Tests_passed,1ad6869e7ba4bf6d6e5df530a98d7ab5200a26792b31ac3e0956497e283a8947,Tests_passed,1ad6869e7ba4bf6d6e5df530a98d7ab5200a26792b31ac3e0956497e283a8947,Tests_passed,1ad6869e7ba4bf6d6e5df530a98d7ab5200a26792b31ac3e0956497e283a8947,Tests_passed,d58191d306568d3af0233e998ac76a19c69c2744660d557e29cfc4403477025c,Tests_passed,1ad6869e7ba4bf6d6e5df530a98d7ab5200a26792b31ac3e0956497e283a8947
27,refs/heads/main,f56556f1f6fa3390efd7dcbc22123321c9a596ff,4bef795fa872ae326bb3fd2ef0032f708d861082,82118e728701b7b0f81a2dd4a69b2290de056b28,,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,5f1fb93f2612eee662da643673790f5bf5e70586d7a350050f266bbe8c1ce87e,Tests_passed,True,True,True,True,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54,Tests_passed,62cbe78d69e793794cb21c1fed1d1dd6e552b06d00dc5984a98ef1cca5101d54
28,refs/heads/main,4bef795fa872ae326bb3fd2ef0032f708d861082,03eff4b98a38d617a3d0cbc047221d7d337eeb86,b3f336f375f1c49f63d9058897d92edcc0ebb8a5,,8cc45803ae820045247cf976a0197417d3221308b9ccecacd672f82c32b326d4,Tests_passed,df679cf8185ee0d162332bc73cd8bece5ad5848354e6926c9fadb1d9c5cc7c5e,Tests_passed,True,True,True,True,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f,Tests_passed,96e7ddf3c403129977ad01c96a2c200cfe4213ec3a5cb6b89f8403bdc90cda2f
35,refs/heads/main,bfd76703d33a0ff4ffa6dc97d7c2eb6f3b2c4709,4b79be8b3a3d6afdf5e79c89c4a83077b86d5929,270eabab180adafc3a4aab923b14d5811ee563e9,,e5a7a2c75a916042c06796807e20d8fa794acff30cb3cfdf2524d228b2630854,Tests_passed,1b8543c1bf9cedba54d4d311a994dc56badcc77b1c3f2b439ecd60a0cf4eadc7,Tests_passed,True,True,True,True,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127,Tests_passed,f5795138c984c0df37d94d8e36d3e20775743b29e18930ffd5934e53afab5127
