idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_adjacent_ignorespace,plumelib_ort_adjacent_ignorespace_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_imports_ignorespace,plumelib_ort_imports_ignorespace_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint,plumelib_ort_version_number_ignorespace,plumelib_ort_version_number_ignorespace_merge_fingerprint
7,refs/heads/master,009ccb41c98fa7b0e3882eda5bc247b80715a169,0a55df3366207b1d38e81e468181949e1d53881c,43689ec1ae3954706b5deae283af80b70fc83ed3,,True,True,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,794f32ccffa1331220a581afeb6905ba65726bfc01a1bca1894a38fa86f3bd60,Tests_passed,True,True,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,9f40a95cc7ea48a105fe1d0931d4beeb8a7c892904203cd6f28536fe6e2a718e,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f,Tests_passed,acd1e207a54d65ccb4a9bad41514f6e788a78819f6b00344bb6ccb9a3bef356f
8,refs/heads/master,0a55df3366207b1d38e81e468181949e1d53881c,e1a4d4058ac0a67fe00970ba020d205f7bb068d9,dd7ada0dbd4efe4681fb530d9ab1273cd5ef5910,,True,True,a931f70215bee43c3256dbeb50fdebc91f64a34bd7c010172141d8a677f1f5f3,Tests_passed,547099c7078cf1dbcb3272f1cb561a14c534e50dd7c437d61fdd7a71fdfe60b2,Tests_passed,True,True,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,2c21fbbf716c86bc7536835e02423dfb8bbbcc1e08d5c20112179d603a9b1f7b,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619,Tests_passed,289cb79ad3bb341e1dc48888bc3341a711dbbeec34cacce10987a6b3d24e2619
21,refs/heads/master,9b9fd9587c7bfe1930c693b902fb1ae8e65ed360,4a6b11b38192da9a5a27882d09c7fdec2dfb04d2,5020fe446eb279ec1fa9be3c0ad3f0dd45714521,,True,True,27f404d6a88ddd183d6fa996bb3a3a1b040b001fa7a1ea28c7a609e1e250b62b,Tests_passed,3c342992f3c1e10734e1e20af0a5e643bcb4db338f410eb6a9c616ed66454f97,Tests_passed,True,True,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,bbfcf9ad74d6d6a9c5a91cc357225e5572717b83d64908e7883e503badf4e1a5,Tests_passed,f2b35215752fe07f3ad6c49b26d4198abf7503cbc9658335c5f943358e95ffaf,Tests_passed,cd7e238b54e03327003293e7b08da910671915fd32601b3dbb914313e97f85b5,Tests_failed,86018c05aa67973a8bee7d2a372e794886a5109f44aa3e4a68d41283e5765f90,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3,Merge_failed,7651740f4f5d1886899b0c3091470651c4a9f68846478d914f062415dc8e23e3
24,refs/heads/master,36f3d08d0ba88e2eefb377d326ba654b693da269,c6c9194db7eff46be2e98f5732432546c0bb94fa,15eb12629e844b1ac1f1c6b911e57e886c5bfc51,,True,True,8624cc7e2ff18cf9754e12d6c44243edc25bd9ee9162792533302c858e8f527b,Tests_passed,2cf88b36dec634fcb05c9b1c4dbce28680f4f26247ee486ebd69d4e8dc990254,Tests_passed,True,True,Merge_failed,e353ff5474d2cdd5341c0c719fd32198678de7c80841178131debbfbb3374ecf,Merge_failed,91fc0ceabba7bc4907d40008b7d6e76cda0b0a61bf1c0b2f00881e016e28ec4a,Merge_failed,e353ff5474d2cdd5341c0c719fd32198678de7c80841178131debbfbb3374ecf,Merge_failed,91fc0ceabba7bc4907d40008b7d6e76cda0b0a61bf1c0b2f00881e016e28ec4a,Merge_failed,51f688233cf954698cf09909841c1ed454f5282ee0b38477d9fa8f2f67e7b4e0,Merge_failed,51f688233cf954698cf09909841c1ed454f5282ee0b38477d9fa8f2f67e7b4e0,Merge_failed,a2629b24d5c601a654fb9f2066d94b96664973d7a20408a1db749994b44fa0f8,Merge_failed,7a137d6f444a5ff795030ad4c7ea99bcd8f9802a581d545dc8793ceb14f7cfa5,Merge_failed,1a6f77bfb26cfe84db416413c24f66dc5b8aec7da496018c8846eb76587e51db,Merge_failed,f73357e32d7c1c33cc8cf340b4b22700a5f30435642a9083ed2ff3b51d5facda,Merge_failed,d2264b367e7168e42f3e3ee2eaa327d33dda786cadba1040780ae806572c4f6f,Merge_failed,f248322319a6ba49dee5c9dc2e2c0aa1ad17562401ee29c95aa7c144245107ae,Merge_failed,1e2baa63c593012bc126ce661b10455716786439d23e41b66de8a34d7ebdf384,Merge_failed,b6938b9a9f0803dde79c47248397ecc6c7b0b98c96a01e99be3445b53ab1d36c,Merge_failed,2082fbb7be31e29633c5b02c2e5867322e46039d3dde8bc27ad359d662e04e84,Merge_failed,0b2430bd6ffff92b9f55bc5f24b7c0f411d77e7f1158aa270f707dfab33cd557,Merge_failed,80029c6da6e0d251ba487ac5032ab9336a2f9a97ae6669a7b071802af2ee3799,Merge_failed,f248322319a6ba49dee5c9dc2e2c0aa1ad17562401ee29c95aa7c144245107ae,Merge_failed,1e2baa63c593012bc126ce661b10455716786439d23e41b66de8a34d7ebdf384
