idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,sampled for testing
3,refs/heads/jetty-10.0.x,a81dbb74e9395365d2f94c940b5af2788ccd0f64,42c15884fa2ce30f21d646ef265c2f7e2d69fcfd,0ebfb25e7257cb9aa51f0cc9a931bcd14ce58be7,,2,2,4,2,False,False,True,2,False,False
8,refs/heads/jetty-10.0.x,0bd8bfde5881f5996559d83c3b16071ec6bd3dac,f0a95b8f74e1ee22ee2d862e72768f490372625d,4402e24785822aa1bb9604206145e2af4345d4fc,,3,1,4,2,False,False,True,3,False,False
11,refs/heads/jetty-10.0.x,0efb27d5c421353936c74ad874e54859509e23dc,2b3302d9c8517d2cac3ed91f43b67757b1dd247a,9c3236d06e1448e8771721d183f63b5d61b198bc,,2,2,4,2,False,False,True,2,False,False
28,refs/heads/jetty-10.0.x,f334f2e2c082d3b1cc043530e77b4b21d0344333,a7ceb7b8e38a644fbee8d19c7d7fb91d282b8f58,dd41cd833ad314e4bbf5bd375e90e52dc85c9adc,,2,2,16,3,False,False,True,2,False,False
29,refs/heads/jetty-10.0.x,a7ceb7b8e38a644fbee8d19c7d7fb91d282b8f58,98a877189b063da7b221c2e0bcf9cf0d83987ac7,379b540f6a1efb1232ec26a0eeae509f9b37f388,,2,2,14,2,False,False,True,2,False,False
38,refs/heads/jetty-10.0.x,405a50c83bd53c63922801fd5c4965f6d8c395e1,7191aa06f794f4f901b7fb1564aeb978a30d0861,fddb8db729311daabb602c9caff34d39ab32daf0,,2,2,4,2,False,False,True,2,False,False
47,refs/heads/jetty-10.0.x,e45ea8b776605dc00345164c946bdb41c25ab0d0,982b1e37bef7215c14a6e00ed8231807fd0fcf64,3c074b10bedfac7f75ec83f1b90844414c186470,,2,2,4,2,False,False,True,2,False,False
56,refs/heads/jetty-10.0.x,a0028575a4828af297fdd1c8a097a9f1889b7399,177811fe1f9dce6f7f60359aa87699125acba1a2,165a26e43bbb82dad5c46c1acbdaba958b6404f9,,2,2,4,2,False,False,True,2,False,False
63,refs/heads/jetty-10.0.x,ca8ec032c7e3e5617a4e88237a3495bcbe406345,955ade1bc07bbb033c6d9f89492e7f75a68a96a1,bee4aa45eee4e1568768d85ab9a28133ecb361e2,,2,2,4,2,False,False,True,2,False,False
66,refs/heads/jetty-10.0.x,a332338653f371c53d949e6570d3424218d4b6d4,b2dd5c7b0bd67dfad010cafba69a97c040917033,219c9bf50d36e95a7ee04b9666ea78e410fcf1f6,,10,2,365,44,False,True,True,10,False,False
67,refs/heads/jetty-10.0.x,219c9bf50d36e95a7ee04b9666ea78e410fcf1f6,ad3cc2c4c3cac992df8470f3a562df702b0f6e75,36d73349e43263322579f1757c969051531af288,,3,1,9,5,False,False,True,3,False,False
71,refs/heads/jetty-10.0.x,7845ca5d5b2fc94713046779ad4ff6ea9a21ba67,a48f760f28922b5a87621b5ddb62d9fc2222b4a2,7697d6fae9337714b69e594e0f057c5944c63527,,3,1,4,2,False,False,True,3,False,False
75,refs/heads/jetty-10.0.x,2d172e50858f1dd25607340b26acf2ee34682ff9,170c9e47dfb411615a8eabf5ab4e984ee373888d,af975e7f027670c92b2a8e19b66bc6bd20710f67,,2,2,4,2,False,False,True,2,False,False
77,refs/heads/jetty-10.0.x,5b13102ddbcbcc18c21f0d173c57539903c69b54,3eb4c04e10511ae4e063f155395ddb7dc5c104ba,46de3867ef122f6be40a54eaaf68e68e1a27c332,,4,1,28,5,False,False,True,4,False,False
78,refs/heads/jetty-10.0.x,46de3867ef122f6be40a54eaaf68e68e1a27c332,3eea1ae38a004fe8beb90a5a181da66dae9ad57a,3aa7e087d7283f720be2ccaf34453c66b71dea70,,3,2,8,4,False,False,True,3,False,False
79,refs/heads/jetty-10.0.x,3eea1ae38a004fe8beb90a5a181da66dae9ad57a,617ef29bf806ed8369c3bbb9f2fff8e671d64c29,0947314c04f3e730ad9f339f4b0c59ba7f7af190,,3,2,6,3,False,False,True,3,False,False
80,refs/heads/jetty-10.0.x,617ef29bf806ed8369c3bbb9f2fff8e671d64c29,f18021d9382dd2a9a9314efab5a1fee54c5d7764,75a044ccd00cd70b1d0839d99ba8977930e6b3d1,,3,1,4,2,False,False,True,3,False,False
