idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
2,refs/heads/master,af1b8ae623220aaf838068d1fe4e1ef3868306bd,7d2a804bdf2a15c3c02a6e52f65eacefec2a37a8,2fb6d980cb6611b0c2a537e94959fb56ed34d062,,65,4,10494,62,True,True,Tests_failed,e0d678317a03f45a4335cc599767ce7d3385ad0545b3599fe0a6684248fee01b,True,65,False,Tests_passed,25da74b771758115bcd905e526ac41eaa0fc4bce024c32987b4cf8779de4941e,False,False
4,refs/heads/master,982666737ed98c7ef10f2af7440bcc04edc86958,204d8b9b7d7d45288c5ffcc5d6bba074f3469bec,c8c50f6ed3ade2b2cb00faba75631ab7110da45d,,39,1,1419,179,False,True,,,True,39,,,,False,False
5,refs/remotes/origin/pull/3,ef9f7d0e000c5af9d0a9e6843eed56e7b3450bc9,5305b3ebd8d787b57bf599118826be47097c6d22,14bb2740fde84b37d6f4a48f839c7a1eef194e97,,104,6,8849,66,True,True,Tests_passed,4e3aec4b6a31cb1b0e2ec76ae1d1b2f4b82c333038cde5c33cca2c30bc04cf28,True,63,True,Tests_passed,85c4ea1f34217247aae5eb9cc08d0a6fa80c466982644fcde419bb884009fbee,True,True
6,refs/remotes/origin/pull/9,f766611713dafde21337898dde938b3bb6d50204,06d866965f63f514e410345dcb935bd6653f71cc,b13ea8b6f91a8f5cb5f8768ae8cce2504035a5b5,,63,26,9123,63,True,True,Git_checkout_failed,,True,63,False,Git_checkout_failed,,False,False
