idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
3,refs/heads/master,b9091e42be92518ed380a84735bfbb3caaa3ce4e,537573574b52762b99ebdd231de8544f311a146a,14b13cbac0d64843e8f49023f05b6d44587e0e50,,True,True,Tests_passed,444161833e70c3b791681e9b07a4eb66bb7b525674f645878716a9dce1f74294,True,6,2,False,Tests_failed,2c09e2f9bd3376c806fb2ccda122832b2a857695a94b93ab13437e0085410196,False,False
