idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,1230aa203d52230ecb4a6cf7587b14a20182eec2,20ea48564d4a42dc7e10c3e292dd0d3fbfe06aed,e86bc1ae66e54367d2fc6f338662da4da77d6995,,False,True,,,True,7,0,,,,False,False
2,refs/heads/master,6f9e7ade258c54674be537a2a2f578c7e2b6791d,e7c94f903968a5077803fea47d97f04b07f72ca6,0d375e52eb0f3ee6729ae9678cf75e9bbe62f730,,False,True,,,True,3,0,,,,False,False
4,refs/heads/master,ca32d7c843f7da57fdd1515f3099fbc6c9c3a81c,08680d82fa0593c927dd82452b24a832a0d086f1,6c77af2adab6726295866293251954dc6416a174,,True,True,Tests_failed,9ce6ed61c9ca74f8113c6d19bd6289fa9602b39fe80e6938199de479f9654beb,True,44,0,False,Tests_failed,f3653648bd7e357643939fa3b3bd5f520f7867ec2f46570b283163f562525e52,False,False
5,refs/heads/master,509dee33097125f90d32a9cc362baa61d678cc1b,6b13b60a4354d1c6ef2d842db51edfd3ff13086c,886c62554605c807bebc8b00065c72e6f775dddf,,False,False,,,True,9,7,,,,False,False
7,refs/heads/master,201ab3afc1a91487f11ba377ac1dc9fbda717b76,c17a5cf85c7df947f80df114d0600342e49fe4b4,e05d5b5a1f491231ab7d00bfb8d4cc5be6c3d6c9,,True,True,Tests_failed,a2c69312dd217f12819dfd45f553386b52dad71203699d635e50597c5c9e81d6,True,19,36,False,Tests_failed,5b23a909a5bde8f2eaec003fae62248d953edf70e5f3c97a51214c8b57b38682,False,False
9,refs/heads/master,5bafa9f16f7c9c990d4897ffd9f92940365c138d,3f32fad0232c49898b8900cd9d240425e85c0bc6,a2d65d1cdc67ae11312d2f980a951eac2f8328b9,,False,True,,,True,21,65,,,,False,False
11,refs/heads/master,e173fff2638c8f2af04412d882db4c70675bc033,710bc7214ff3031b8c806d7ea861e3518673ed8c,63155045f399b9ebed3b6b9053070f56f4351487,,False,True,,,True,13,0,,,,False,False
12,refs/heads/master,78e461479642c5568a039fec82a229957fd1a2a6,50b38c04dc211f97dd4da1bfec797b2ee5bb3ab2,8b8e57d48513a03e8de42f98caf15f69312f58e1,,False,False,,,True,5,1,,,,False,False
13,refs/heads/master,b2a889bbf70be1a41780d38c020bf70e1aa5bd39,d66db3b7bcdfbe6c24763a63683b7d3bfa36f17e,69c6f9d156f2df4b334e5a2078bc2493f23acbd8,,True,True,Git_checkout_failed,,True,11,20,False,Git_checkout_failed,,False,False
15,refs/heads/master,b50c66ed3381904deea3a604f279cec638569acf,3f2ccd8f528cdac927898ce9204a747058f2e541,f8227dcc018786fe048dfee4ac8d17c36647492b,,False,False,,,True,3,13,,,,False,False
