idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
13,refs/heads/3.2,306914428aca40e1f255714da0195106842e16d1,ac0d3df24917327d0a32c754efddee2e6c158a99,48fa5b5a7c86646ad07ad24371f7556b1a6fc1ec,,18,1,185,43,False,True,,,True,18,,,,False,False
14,refs/heads/3.2,ba206d70ac0a5c880817ee9e8e8beda185091ef9,cac9f9a76a333036445be440a817bc1949d458c3,f28badfde1d2a2c46b37f8062f4807143f2a895b,,2,0,4,2,False,False,,,True,2,,,,False,False
21,refs/heads/3.2,a57dad25592ffaa7c377163843949dbbc60af01e,3123e2c4e895647ab6b783d0e75ba1d04bc091d6,219c2b3d0d8c88dce8b0710b158998ddb48d038b,,3,1,30,8,False,False,,,True,3,,,,False,False
23,refs/heads/3.2,375e8c807ffca5524e6333b5ba602e2ce430300f,5d5d75105eb5407939194035646bb312a0bc0769,58cab5d53fc9267a54c392c1cf72bcd98b268379,,51,6,3234,512,True,True,Tests_passed,bdf643a5e41853b19b664f4ed5658e33ebe16e2316bf0f9e896873a23c9a31e5,True,51,True,Tests_passed,5accb39e8d00069cb07512aa018a56f63c11f53c47234f5689e604a840703d4f,True,True
24,refs/heads/3.2,58cab5d53fc9267a54c392c1cf72bcd98b268379,c3a0cf3c7e42298ff0e7e898dc023db81e091fbe,73ecd02d6259dac2f8958369e5485e4e458a0e0e,,8,1,227,35,False,True,,,True,8,,,,False,False
28,refs/heads/3.2,f3c6c0855752e47bd0a7c10a36833bdf42385c17,6f20ae22119d802221da06fd7c601d1a886ee880,62731952d46ab965d4b0d8f624f18921c41fcbdc,,36,2,1253,75,True,True,Git_checkout_failed,,True,36,False,Git_checkout_failed,,False,False
30,refs/heads/3.2,e6d44c51d01b4856e41e6604ed163bcb1db7eea2,e912fc2f848d29bccd3a7a15533b75b8562039ff,e506d495f504de4da8e58de18246e101f06deb50,,3,1,30,11,False,True,,,True,3,,,,False,False
31,refs/heads/3.2,e506d495f504de4da8e58de18246e101f06deb50,ed2ca9e3920a246a4c17f507deef15ab77ba1966,cf1ebb11cce777cc4aa140aefd251341de3bac2a,,2,2,25,10,True,True,Tests_failed,767fb2bfefdf274e6adf33c8e7036f73660bd99d92a7cbcc80cdacd3382accdc,True,2,False,Tests_failed,25a17029b38c9103bd6d9d68caf72032227d20e6142b5a116ba4649621b625bb,False,False
34,refs/heads/3.2,8012d7ca5dd5c6a3f03be3c2502e15f92ae5c974,891aeebf168cb1e616442a9e0a871dc1e52ff560,57f75c1a22bdb7274964b039d1db14847f29d1a8,,6,1,115,27,False,True,,,True,6,,,,False,False
35,refs/heads/3.2,2740f2069e5dbefca4c7caaf0c1583c09fdcc905,9bb827702c38aba076a129eb108ee8ba242196c7,7ec8c3a649dbb79ef8751c597a6f57a48424c507,,7,1,119,19,False,True,,,True,7,,,,False,False
36,refs/heads/3.2,ba12a182abbf6e5fa4a2fd01c6858108eaffb127,645d2388a493da126efad2c19b9708b3bfde57e0,f97b5baf5bde0c86a634a80e80c8d5d8615c3299,,9,1,216,16,False,True,,,True,9,,,,False,False
37,refs/heads/3.2,645d2388a493da126efad2c19b9708b3bfde57e0,9d9cb8be7fbadccee4073a0cea7dd2181f557763,9067492498463e9caf5c1c1a22e656e2e62deb67,,9,1,131,14,False,True,,,True,9,,,,False,False
38,refs/heads/3.2,9067492498463e9caf5c1c1a22e656e2e62deb67,487076f328de209ba41ea987323fd299abaf9f40,801e1a8fe74f6cb11abf7d341a525238c8974378,,12,5,28,18,True,True,Tests_failed,c2392445a47d61e29a43b9f59da72afa67f49ce65c157734448c6828a5e05533,True,11,False,Tests_failed,2858881a3b1042ca8c32438350b60b47d7c59a2dffda6262abad0142cf0e727f,False,False
39,refs/heads/3.2,3e7a68178125450564e38897192edb838c9983cd,8b4354ed20337e34c6936ed3a110d567d9ce3686,487076f328de209ba41ea987323fd299abaf9f40,,11,1,24,10,False,True,,,True,11,,,,False,False
40,refs/heads/3.2,8b4354ed20337e34c6936ed3a110d567d9ce3686,7f43ab054265c30e2fbaeae42955750f261cf128,2ac9f0ee1c07a5c219d6531645655c4596d2e6c3,,6,1,80,10,False,True,,,True,6,,,,False,False
42,refs/remotes/origin/pull/62,94e1f18d03fee7d311d02aca3ec0300295cfe4df,b86adad3ab09461aa910a488af42930b7b8854f2,9bf90dde0c7d9a2bc4bb21ebd41f5f0fad3bc4f9,,4,4,75,14,True,True,Tests_failed,24a15b3f4f93cde212497619c34885af4e0ba31ced60c3e0d5524c0b95f73551,True,3,False,Tests_failed,39ac15372a3ea298b6ff657aadbd19edb1fabbce83bb07587138e0002fb16b82,False,False
