idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,396a5bbbbf1a8294617f270ca78ab9dd2d1ac252,bed51eb6fd7261a9788e7caa911685fbe742e76e,06cfcb874756542358303d051b5ae76af7e30c5f,,9,4,214,19,True,True,Tests_failed,94b9607c073770395ea678c1bfcc89fee7dce4f6c87fcbf5644d4abcdc6010b3,True,9,False,Tests_passed,a47fdffb2f55e3911e1615b1d745d5375ab17e79bb98cf1757494b36ebbe2e12,False,False
2,refs/heads/master,322be047e0f277689edc5b67a1bac8f95cb872da,814deeab98870e3693b2b6ee6367726c7d597f67,23f798831374aac0e6d88681392012dd27853d4a,,10,4,272,32,True,True,Tests_passed,6dcd7fa89d907f32c2b3ef0e654c1d2b223d39df35912298310a9566e713c553,True,10,True,Tests_passed,fb11f5108fc8dd6d040be110f58983ed3cfa398cc08a50917d98a08d36ee5af0,True,True
3,refs/heads/master,bed51eb6fd7261a9788e7caa911685fbe742e76e,4ea1816ffa155c966e1a931561ddf8a417b4bebe,a0919a3fb705dc6fc08215551e196c7539335f30,,8,4,137,15,True,False,Tests_failed,cfe035564fe2a075a82d859268cc785d0a8fa8d8390647fe654c062043315741,True,8,False,Tests_passed,b33e3199794516657c96141f27d63c0aecda290737d2c2821ad3f57124c77d3d,False,False
4,refs/heads/master,c3c1ee251ecea152a2ecc448ff9ad5a55cc53f11,111d8324d5c97d7dbae4c0f719fa4677677b5acd,3c0e880c177207a253fddd2e193952985fe0af89,,7,0,53,11,False,False,,,True,7,,,,False,False
5,refs/heads/master,3c0e880c177207a253fddd2e193952985fe0af89,831f631435e74b5d1320b3ed94178a04583d9415,81ec89696d844fca1253503770a09e5a15560e23,,10,3,260,29,False,True,,,True,10,,,,False,False
6,refs/heads/master,a671acb0bbd66df72cb8acd9885801b47063dd75,c3979dd1f7ac324d66110da1447e9b27bc8b6ad6,0caaef68fc59d26cd32a6f4a2395f54f63630485,,3,2,92,5,True,True,Tests_passed,870c680dfaa9fdf6988d23aaf3ad22c63aab7cedefc74e2ae081a11c7b3b2519,True,3,True,Tests_passed,3f48bed992736c6a5c121660c706e069a230dcfa7def2eefa1f716b3af13aaab,True,True
9,refs/heads/master,a1432ca6f726ced0c5fb1e84ffe89ffe829ad399,32b3648ec61b5df893678ce35f852516f56f657a,17a63ada108ac3c16efd1b17885423cda74a60d5,,7,3,70,22,False,True,,,True,7,,,,False,False
10,refs/heads/master,17a63ada108ac3c16efd1b17885423cda74a60d5,8766a3edb89a284b8dffb0d69f91e5cb4c2bc35c,ee746dc9c799ac051cbb933e439ccbf7c35b719c,,14,4,818,125,True,True,Tests_passed,e5af86805b625650a06ea94ccd32710734de6b9516b4c00d99a0b1be4c885cc3,True,14,True,Tests_passed,60a0b9b8d71081097fc16cd0977fc132f701e87d09f179580dfac7ab870ce981,True,True
13,refs/heads/master,b937aef0d5d9a0b38583a51ba74cd8013c2387c1,dd86fd56aea3d7e260c25522e2723ecc2d3d63e1,5d10440989a7594b84549b359bd2e21610129b88,,7,3,197,47,False,False,,,True,7,,,,False,False
14,refs/heads/master,8411be6eb9f22a908b7a1a6e6ff5b86884474acc,4c371dbdbe21edffa6c833d13f222a3a91cd2a18,816646266b4f416683ea7bf70505dfaabfa324bc,,11,2,664,90,True,True,Tests_passed,059f0f294af6c167638189d102881cd3f51144f386bb894385b6d0030d1b434a,True,11,True,Tests_passed,8c9e2cc97bcf657521f4bec99e9c9044955c913ca38cbba3b35545ee9a356e80,True,True
