idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,01ec8af822a897f8561e4bd645fb654a34a184f6,7775c4adfb28180b0edf9a381d69f659ae14c972,ed99527e781667ff6b33aaf41bb45db4f9818a24,,20,3,1155,72,False,True,,,True,20,,,,False,False
2,refs/heads/master,1e585242320666c13adaa4e1e127fbb8c0578db7,d2ab5a1aaad49dbc7ff3fd4ef8d49de6c0ebe305,2cd937a6f30c64765dbb3071c662f05ddb6e2e24,,20,2,1163,71,False,True,,,True,20,,,,False,False
3,refs/heads/master,d2ab5a1aaad49dbc7ff3fd4ef8d49de6c0ebe305,5cde45a087a7b160364551aa6a14fb140cfc7c3a,ddb480e8804f56b18e39dc01215cc843310764a6,,22,4,1196,80,True,True,Git_checkout_failed,,True,22,False,Git_checkout_failed,,False,False
6,refs/heads/master,7a01662d8a385d49e991ba2193e480b8b1a8b806,eceead4e934a40d813d16fc5e984ffd0dd24be07,e2fc95f9669da00c4baa4c09d582cd285f6c5a63,,10,3,293,44,False,True,,,True,10,,,,False,False
8,refs/heads/master,eceead4e934a40d813d16fc5e984ffd0dd24be07,5a48a1b812fa79325a6ce020fba39a7d9cfcc34b,ac01d01468a5e695b075b355f15f63187c1ce238,,9,3,234,41,False,True,,,True,9,,,,False,False
9,refs/heads/master,8a73a14551e402c3993e2ecd2c690bf54c5e2134,a893c4c717b1e36e2d29ea61c96d8e7a159298bc,5ec8c0022a993aeaa66f992d59f7578225111410,,10,5,251,48,True,True,Tests_passed,9162c70845c55c9e4a78b2f48740e15cda68591c4ba2858dae89b731c87e16f1,True,9,True,Tests_passed,a94f18403d255016df80f52abb023e38b18deb3f07fcdee3a3608bc51353ffdb,True,True
11,refs/heads/master,bf17e014b0f1e5862a49d46bd9be41a2de3b3eb0,9fa83d216741bbaafc33fb2be2af051dee868049,49a16ddbcee7b8df9c14ec493479cac084f1902a,,8,3,83,13,False,False,,,True,8,,,,False,False
12,refs/heads/master,7ef4f085e8cb191ddd24b00d308faf8bc42472ca,542f7dd8ed812a0f36e0b5d8cf92a8a86ddd0aff,e1948e373bedcf533a15e2ad56b4bb3932d60607,,7,1,71,11,False,False,,,True,7,,,,False,False
13,refs/heads/master,e1948e373bedcf533a15e2ad56b4bb3932d60607,1f1a34a4cef8c2a5f1de8a6a1794c9797cd8be99,8ef35de4bac7459bed426bb95af5a3e1686734e5,,7,2,68,12,True,False,Git_checkout_failed,,True,7,False,Git_checkout_failed,,False,False
14,refs/heads/master,ef8a91577aae9ff5631a9f57da6967c0f2771045,1590dfcf9a444f128955d7be3a6daf7171276b91,4f292c1d08042f7ad4a46278d2906a0e2cb4598e,,38,3,939,143,False,True,,,True,38,,,,False,False
15,refs/heads/master,90398a2ea5a25fe3c476b8fdbee532dd3cf32a6c,f6870d25558762c42c795c6ccf52e576bfa401c7,0536f7143ad0e73be65831163a5e55d749079d5b,,22,2,596,87,True,True,Git_checkout_failed,,True,22,False,Git_checkout_failed,,False,False
16,refs/heads/master,6248404d04ac4a850298bfdd67f26437ac26b44b,381802dd22eaec55b4b9bf92aae4a58a00d2a7c1,a8518d7aa2f79cdd3a618955350495a53fa65edd,,20,2,542,83,False,True,,,True,20,,,,False,False
17,refs/heads/master,d1d44ee9b1e5bf6cfc3befee2bf82100f593d9ce,67f0e69ac22325aec145e50617582eaa1c31da56,b8c29cd83f5669db4eeb025be20acbd737a8eed8,,7,1,30,10,False,True,,,True,7,,,,False,False
