idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/main,e9204416db86218eb4f08c36935411381c19c5b7,6aaabb2dd3974460048b6b98d85f796f97952b45,af0ead1a70e10b45f8453fb5c1920971cdcd549e,,True,"{'base_left': 'cache/diff_analyzer/logs/DSpace/DSpace/6aaabb2dd3974460048b6b98d85f796f97952b45_af0ead1a70e10b45f8453fb5c1920971cdcd549e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DSpace/DSpace/6aaabb2dd3974460048b6b98d85f796f97952b45_af0ead1a70e10b45f8453fb5c1920971cdcd549e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DSpace/DSpace/6aaabb2dd3974460048b6b98d85f796f97952b45_af0ead1a70e10b45f8453fb5c1920971cdcd549e_left_right.log'}",True,Tests_passed,4d9576d9a07b3e597964657f433a77fd4c4b708b79b2fbc3dcc8610e51fa0bb8,True,59,850.0,True,Tests_passed,5c9ae2fd30b6c22458c58b51f335d07a75b862d45afdead13b85d337f663727a,True,True
2,refs/heads/main,4f5e051c2d08e7fa76f1c39ad00c71892e8082ed,e3199d76a726bab511e870b7395a9c272182fc6e,b56b47629a927d0e75fd29c3a20f249495c6344c,,True,"{'base_left': 'cache/diff_analyzer/logs/DSpace/DSpace/e3199d76a726bab511e870b7395a9c272182fc6e_b56b47629a927d0e75fd29c3a20f249495c6344c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DSpace/DSpace/e3199d76a726bab511e870b7395a9c272182fc6e_b56b47629a927d0e75fd29c3a20f249495c6344c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DSpace/DSpace/e3199d76a726bab511e870b7395a9c272182fc6e_b56b47629a927d0e75fd29c3a20f249495c6344c_left_right.log'}",True,Tests_failed,aab375cf5881f6ed1cbcfca720d57a53f1d44ed9110d52cc9f3fc967fcd94435,True,113,4118.0,False,Tests_failed,80c3958666967954808ab7d34d18838a647c59c29e34747cda391aaf5dd807a0,False,False
3,refs/heads/main,694f31cad1c26ee1c3d938f13ad53b772eba1cc9,4e156c65944a01c3653c051235e1f19766de57eb,0a00367b0f6b8bfc207d7435125c2d30d7922f3a,,False,"{'base_left': 'cache/diff_analyzer/logs/DSpace/DSpace/4e156c65944a01c3653c051235e1f19766de57eb_0a00367b0f6b8bfc207d7435125c2d30d7922f3a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DSpace/DSpace/4e156c65944a01c3653c051235e1f19766de57eb_0a00367b0f6b8bfc207d7435125c2d30d7922f3a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DSpace/DSpace/4e156c65944a01c3653c051235e1f19766de57eb_0a00367b0f6b8bfc207d7435125c2d30d7922f3a_left_right.log'}",True,,,True,165,6259.0,,,,False,False
5,refs/heads/main,b0f9900c4bb3a3904f7ab9e46f921d02c7e30749,d0ced1d94f68037c8e50c3f9942a2337f99396c1,be3d51cd8299aca1127fd4a97b363d746e1c6314,,False,"{'base_left': 'cache/diff_analyzer/logs/DSpace/DSpace/d0ced1d94f68037c8e50c3f9942a2337f99396c1_be3d51cd8299aca1127fd4a97b363d746e1c6314_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DSpace/DSpace/d0ced1d94f68037c8e50c3f9942a2337f99396c1_be3d51cd8299aca1127fd4a97b363d746e1c6314_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DSpace/DSpace/d0ced1d94f68037c8e50c3f9942a2337f99396c1_be3d51cd8299aca1127fd4a97b363d746e1c6314_left_right.log'}",True,,,True,28,960.0,,,,False,False
6,refs/heads/main,58c71bbeabde411bcd9fa36a734adb9e8fce8bdd,61db65ead52a350e65b16d0d1b45f8b2b0b395cf,f3b939e88f63fd83f56dd1ea7f29781ce398d4fe,,False,"{'base_left': 'cache/diff_analyzer/logs/DSpace/DSpace/61db65ead52a350e65b16d0d1b45f8b2b0b395cf_f3b939e88f63fd83f56dd1ea7f29781ce398d4fe_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DSpace/DSpace/61db65ead52a350e65b16d0d1b45f8b2b0b395cf_f3b939e88f63fd83f56dd1ea7f29781ce398d4fe_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DSpace/DSpace/61db65ead52a350e65b16d0d1b45f8b2b0b395cf_f3b939e88f63fd83f56dd1ea7f29781ce398d4fe_left_right.log'}",True,,,True,201,4909.0,,,,False,False
7,refs/heads/main,1925d0ccc3820f043e58114b265cd080f86ffe28,667a362b25b9f852f2d0e8533ade8644a0a39f00,78f837c052c2b71a4a576da53463daf231490419,,False,"{'base_left': 'cache/diff_analyzer/logs/DSpace/DSpace/667a362b25b9f852f2d0e8533ade8644a0a39f00_78f837c052c2b71a4a576da53463daf231490419_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DSpace/DSpace/667a362b25b9f852f2d0e8533ade8644a0a39f00_78f837c052c2b71a4a576da53463daf231490419_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DSpace/DSpace/667a362b25b9f852f2d0e8533ade8644a0a39f00_78f837c052c2b71a4a576da53463daf231490419_left_right.log'}",True,,,True,26,254.0,,,,False,False
8,refs/heads/main,78013143efc8aa6609c8303afa0148f25f10d0a8,c74e769d24ad9dec223150174c5cf57e3fe3cd1b,c1d8303041dd7b1631505d3b4f3d7af8ff96bb4f,,True,"{'base_left': 'cache/diff_analyzer/logs/DSpace/DSpace/c74e769d24ad9dec223150174c5cf57e3fe3cd1b_c1d8303041dd7b1631505d3b4f3d7af8ff96bb4f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DSpace/DSpace/c74e769d24ad9dec223150174c5cf57e3fe3cd1b_c1d8303041dd7b1631505d3b4f3d7af8ff96bb4f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DSpace/DSpace/c74e769d24ad9dec223150174c5cf57e3fe3cd1b_c1d8303041dd7b1631505d3b4f3d7af8ff96bb4f_left_right.log'}",True,Tests_passed,bde2997e758e6f90c101d28c3cada6b44684a2f18e0fb4f474d087901787d0b7,True,40,1071.0,True,Tests_passed,76b8256177062c0abe5171b24490bdf8be2258b28f0312096f50a3d6148ef618,True,True
9,refs/heads/main,10dfea2e6a51942aa0db414fa4025bb07baec12e,f549eedf7bd0df3acd8dd933a33447900486e5fa,900cb682099c5ee66e7c75b50df2497bd56518d8,,False,"{'base_left': 'cache/diff_analyzer/logs/DSpace/DSpace/f549eedf7bd0df3acd8dd933a33447900486e5fa_900cb682099c5ee66e7c75b50df2497bd56518d8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DSpace/DSpace/f549eedf7bd0df3acd8dd933a33447900486e5fa_900cb682099c5ee66e7c75b50df2497bd56518d8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DSpace/DSpace/f549eedf7bd0df3acd8dd933a33447900486e5fa_900cb682099c5ee66e7c75b50df2497bd56518d8_left_right.log'}",True,,,True,192,12498.0,,,,False,False
10,refs/heads/main,544536cceffc446e5e8964c35651676a1893fc75,d5b0b8b43aca36f88bfdd77af1ac4d5d6214d39f,ac1ea060ef4a4d5a847968ab97f991714e5f3ff9,,False,"{'base_left': 'cache/diff_analyzer/logs/DSpace/DSpace/d5b0b8b43aca36f88bfdd77af1ac4d5d6214d39f_ac1ea060ef4a4d5a847968ab97f991714e5f3ff9_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DSpace/DSpace/d5b0b8b43aca36f88bfdd77af1ac4d5d6214d39f_ac1ea060ef4a4d5a847968ab97f991714e5f3ff9_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DSpace/DSpace/d5b0b8b43aca36f88bfdd77af1ac4d5d6214d39f_ac1ea060ef4a4d5a847968ab97f991714e5f3ff9_left_right.log'}",True,,,True,11,171.0,,,,False,False
12,refs/heads/main,dbc0281771341b812203ba7a884ffb2364e20dde,16ae96b4c3d833c2a4acd1f05985d424c3a52bd7,2943a78eeab5c248534c96a235bc25c4f338109b,,True,"{'base_left': 'cache/diff_analyzer/logs/DSpace/DSpace/16ae96b4c3d833c2a4acd1f05985d424c3a52bd7_2943a78eeab5c248534c96a235bc25c4f338109b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DSpace/DSpace/16ae96b4c3d833c2a4acd1f05985d424c3a52bd7_2943a78eeab5c248534c96a235bc25c4f338109b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DSpace/DSpace/16ae96b4c3d833c2a4acd1f05985d424c3a52bd7_2943a78eeab5c248534c96a235bc25c4f338109b_left_right.log'}",True,Tests_failed,61a757764a11bd48cd5bf26f8a54213fb5c869b6fd926d8f9775cd1a6401ddb8,True,172,8010.0,False,Tests_failed,073822044b80fb028946868812418c824438f69a6de0e63ff282690aa463b5f8,False,False
