idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
1,refs/heads/master,8185cc2bf5d52c0fecbb6f03536f41770b5edd0e,d91e81be0f9f729e5d59b763d35678eab623a603,16a3e516f8bd88b1f6f75192e01d4526b8a250c4,,False,False,True,4,3,219,0,False,4,False
4,refs/heads/master,739b366c852a68178886556fc9d3a66a5866955c,d97318eca884c414d8e121c05964e830401f25b8,fb66773ec37168854a90019641d3ff6a9a1bf4fd,,False,True,True,6,5,66,1,False,6,False
5,refs/heads/master,8cc023d7db0655a493c2a91c3c509dbc3e13f0e4,5d3ee4fdbbe37d3ab42ed61617a0e2c5a61916b2,6c4b62c40349b4056a45f2ea34cddfc99a847cbf,,False,True,True,9,82,344,1,False,9,False
6,refs/heads/master,da2b7a216df690a68ae93e86128d47799915af73,2b343a7c72b064f412ecd430f738eda78802fd66,2eee23c25e66841c0a82e89b98b9bb309c62e8b5,,False,False,True,6,8,26,2,False,6,False
7,refs/heads/master,ce8876825116d479a3b402d8a28d3d650dd5e6c8,43aa79d38faac4dd820ccd210bd1de18515cc083,ac4b6bcbdb037267b1d51a948fd3a24def6467d6,,False,False,True,4,7,14,1,False,4,False
8,refs/heads/master,1e38cfa38a2cdd6b3cb6df22a20afe86e5a0e814,83f1d4d6c2217321afe7fcde89a051b613e8e9d9,ab26565fa9c2f61b056df9cf009dd9c9bdab7dab,,False,True,True,8,32,227,2,False,8,False
9,refs/heads/master,a142bf7f5a607af4332387025f8de521bdad7ea4,9d3ea43ecc36b7cb7b63fc593096b4aa28c18e6f,8df5f55bddd1ba242df3b0184bbdba7b46d89714,,False,True,True,5,6,12,1,False,5,False
10,refs/heads/master,4514a0f3d14e8f3b6bb0fa263297fad642ffdda9,40b8fa48dbc3b34bbf06bd943921c1602f073b81,f0d5a2382d2338e084b27cc0275b0d6096b0c99e,,False,False,True,5,26,126,1,False,5,False
11,refs/heads/master,9811338c9bdca662a77134e4a0ff54351f21dec7,268eab56b4c9dda828c8f576d3145aae113726b8,167927a97934c5309c55da9dcf3c42b1e22f88c5,,False,True,True,27,87,946,1,False,27,False
12,refs/heads/master,2b05aa9e6d1c95444716d725d63a9e8cac854e88,9c939a7920338c471ef896e0321878d50cadc5e9,78069b06f4368945ac5d58ad1020844ef5ba3ec3,,False,False,True,3,4,10,1,False,3,False
13,refs/heads/master,1e9748c242195a4aecdb00006ec9725f54e4295a,3b6238c1e3a7d62c32cef25fec007a75a18bdfd1,49d50dfccc8ff3981b02845fa38e6aa77abb25ab,two initial commits,False,True,True,5,21,343,2,False,6,False
14,refs/heads/master,3b6238c1e3a7d62c32cef25fec007a75a18bdfd1,c84eeab11e1ad72d1196fd3542e17a7d17b26a94,4a63776fac8f182f8e102e32def4d56519490bed,two initial commits,False,True,True,18,8,685,Error while retrieving base sha,False,Error while retrieving base sha,False
