idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
3,refs/heads/master,b425216dd763cd023b764cee44192698e47f7c9b,6343be199a259314bec622ae2018af6a1d366c29,21dc3f345a0abc42cae04afe7afa28ae532f56b0,,4,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/editorconfig/editorconfig-core-java/6343be199a259314bec622ae2018af6a1d366c29_21dc3f345a0abc42cae04afe7afa28ae532f56b0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/editorconfig/editorconfig-core-java/6343be199a259314bec622ae2018af6a1d366c29_21dc3f345a0abc42cae04afe7afa28ae532f56b0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/editorconfig/editorconfig-core-java/6343be199a259314bec622ae2018af6a1d366c29_21dc3f345a0abc42cae04afe7afa28ae532f56b0_left_right.log'}",False,False
7,refs/heads/master,04306c853d7315f8bdd14099ba855ee6a8e96134,f9991f0e5074968e2c49f85f9f6a17576027a2c1,4a5054652cc3d25fdb3c3c293ba5a15e1656dd50,,5,11,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/editorconfig/editorconfig-core-java/f9991f0e5074968e2c49f85f9f6a17576027a2c1_4a5054652cc3d25fdb3c3c293ba5a15e1656dd50_base_left.log', 'base_right': 'cache/diff_analyzer/logs/editorconfig/editorconfig-core-java/f9991f0e5074968e2c49f85f9f6a17576027a2c1_4a5054652cc3d25fdb3c3c293ba5a15e1656dd50_base_right.log', 'left_right': 'cache/diff_analyzer/logs/editorconfig/editorconfig-core-java/f9991f0e5074968e2c49f85f9f6a17576027a2c1_4a5054652cc3d25fdb3c3c293ba5a15e1656dd50_left_right.log'}",False,False
