idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing
32,refs/heads/master,ba05cf697fa10894e6a1b67989dd71f668e85ba5,0345a635789d5ba5b5a39e0fbbcbab67800b065a,5bab845a62bc65988532e8c1e668458d16b86a57,,True,False,Tests_failed,87a8820901348781ded0b4df1059ee542e12b31a53a6a182d014332d6f282678,True,12,16,58,2,False,Tests_passed,e25c84357eff6e355b213f6bd28b3aa360476f622bd4c95b601bfd5e5c5bb509,False,12,False
57,refs/heads/master,faa79fad638c980d24211c8afee75b8c701a97b5,b467a8984d9120d11a13f83a069131d19d585c06,2caaf9e3bdc6b6f8f94fc1308f9de669789f8845,,False,True,,,True,6,5,30,1,,,,False,6,False
