idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/remotes/origin/pull/48,702e3120b0abd71857c91b1bb3def75c68c6f6fe,bcdaaedc53160f0a5aa400be0a02fe383492b776,f6db4d00abb12fa72159c91b91114231e9d980be,,43,11,6484,212,True,True,Tests_failed,811939da64f674abedd1ed4f26301d469eff7f99d791a4fd8f188741a21cc199,True,41,False,Tests_passed,6e6e870e0f795472345c333d8f1ff501ff6adf80637ad6a1c7c0f2c7dc7a6a27,False,False
