idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_git_hires_merge,plumelib_git_hires_merge_merge_fingerprint,plumelib_intellimerge,plumelib_intellimerge_merge_fingerprint,plumelib_recursive_histogram,plumelib_recursive_histogram_merge_fingerprint,plumelib_recursive_ignorespace,plumelib_recursive_ignorespace_merge_fingerprint,plumelib_recursive_minimal,plumelib_recursive_minimal_merge_fingerprint,plumelib_recursive_myers,plumelib_recursive_myers_merge_fingerprint,plumelib_recursive_patience,plumelib_recursive_patience_merge_fingerprint,plumelib_resolve,plumelib_resolve_merge_fingerprint,plumelib_spork,plumelib_spork_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
6,refs/heads/master,9cd3413080406cb66aa9a23998081e9ef757fe0a,8fafc6ee5cc901b301baee9760c6744be3816d29,4b91fee5ea7faa7a6cf5a6bc64ebc052f41018b8,,True,True,True,5,8,43.0,2,True,5,Tests_passed,4334654c4fec4cf5cd0edda031569c8528e4d2f931b919cf1bc9c30ce1d75d5b,True,Tests_passed,bd5b75a8905214677a2a4813b9f5e78279ff68057a41f767a3764fdebebb178e,True,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,522fbdaf998ccf0d47c1bbb5c827b6f6817d67c843b9ffc197c13291d6d994ad,Tests_failed,c063188a85c38ea577cd0f6312b861f1aecb1f0849fc7506b5fbad60266d5aad,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,522fbdaf998ccf0d47c1bbb5c827b6f6817d67c843b9ffc197c13291d6d994ad,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f,Tests_passed,4a3a26d407e58d949b8c9db4a3900506a6d5dad8d6f97ea146eb86162561587f
